arm,signal_i,status,blocking_trade,symbol,asset,timeframe,signal_bar_open
v9_long,1847,closed,,FILUSDT,FIL,4h,2024-11-06 20:00:00+00:00
v9_long,3317,closed,,FILUSDT,FIL,4h,2025-07-09 20:00:00+00:00
v9_long,3732,closed,,FILUSDT,FIL,4h,2025-09-17 00:00:00+00:00
v9_long,4396,closed,,FILUSDT,FIL,4h,2026-01-05 16:00:00+00:00
v9_long,4445,closed,,FILUSDT,FIL,4h,2026-01-13 20:00:00+00:00
box_chart,1858,closed,,FILUSDT,FIL,4h,2024-11-08 16:00:00+00:00
box_any,1858,closed,,FILUSDT,FIL,4h,2024-11-08 16:00:00+00:00
