outcome,direction,fold,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
hard_stop,-1,2023H1,1,-62.20226111197212,-62.20226111197212,-62.20226111197212,0.0,False,0.0,1,0
hard_stop,-1,2023H2,2,-41.87126449728072,-41.87126449728072,-83.74252899456144,0.0,False,0.0,2,0
hard_stop,-1,2024H2,2,-60.263257896742125,-60.263257896742125,-120.52651579348425,0.0,False,0.0,2,0
hard_stop,1,2023H1,4,-41.727866652700435,-38.20302757778447,-166.91146661080174,0.0,False,0.0,4,0
hard_stop,1,2023H2,2,-28.263755908600178,-28.263755908600178,-56.527511817200356,0.0,False,0.0,2,0
transition_colour_exit,-1,2023H1,6,-29.374854821072965,-32.5583172106436,-176.24912892643778,0.0,False,0.0,6,0
transition_colour_exit,-1,2023H2,9,-16.07804049857101,-21.35892644810509,-144.70236448713908,0.3085945294597248,False,0.2222222222222222,7,0
transition_colour_exit,-1,2024H1,8,-28.95437582644265,-26.19356304825569,-231.6350066115412,0.06674647697519863,False,0.125,7,0
transition_colour_exit,-1,2024H2,2,-22.795522481315317,-22.795522481315317,-45.59104496263063,0.0,False,0.0,2,0
transition_colour_exit,1,2023H1,2,-71.44224806651943,-71.44224806651943,-142.88449613303885,0.0,False,0.0,2,0
transition_colour_exit,1,2023H2,6,-13.62660753360388,-17.357823780878007,-81.75964520162327,0.037182620159690594,False,0.16666666666666666,5,0
transition_colour_exit,1,2024H1,4,41.0714905419582,0.22142143286054197,164.2859621678328,2.778278393255851,False,0.5,2,0
transition_colour_exit,1,2024H2,7,-12.320433907487015,-21.265060145703156,-86.24303735240912,0.4105517843054048,False,0.2857142857142857,5,0
