direction,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
-1,121,-21.664470827058828,-32.447201420204834,-2621.400970074118,0.4296865832438368,False,0.19834710743801653,97,0
1,130,-6.907382819778761,-33.148136712457514,-897.9597665712388,0.8167597336014473,False,0.2923076923076923,92,0
