direction,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
-1,121,-22.095979250626225,-33.85041551246413,-2673.6134893257736,0.4248604304653743,False,0.19834710743801653,97,0
1,130,-7.056546990666282,-33.406776974013155,-917.3511087866168,0.8135405103895784,False,0.2923076923076923,92,0
