primary_loss_reason,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
cost_flip,29,-11.298644746807929,-13.316797574753885,-327.6606976574299,0.0,False,0.0,29,0
early_reversal,24,-43.10813545640976,-37.99153891175798,-1034.5952509538342,0.0,False,0.0,24,0
giveback,14,-38.58993637271814,-30.59031662127674,-540.259109218054,0.0,False,0.0,14,0
hard_stop,13,-78.00238196462566,-71.36567468406072,-1014.0309655401335,0.0,False,0.0,13,0
other_loss,109,-60.36996057958473,-50.319355114216684,-6580.325703174735,0.0,False,0.0,109,0
