outcome,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
colour_exit,53,-21.75495441955134,-26.390750414813073,-1153.012584236221,0.20607548077918045,False,0.07547169811320754,49,0
hard_stop,2,-53.7996364031673,-53.7996364031673,-107.5992728063346,0.0,False,0.0,2,0
