direction,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
-1,30,-28.821628362925555,-32.52256546263375,-864.6488508877666,0.08580192382334526,False,0.1,27,0
1,25,-14.801607797889625,-27.0336391437309,-370.0401949472406,0.4636607928688804,False,0.2,20,0
