event_id,entry_time,fold,match_status,event_net_return,available,control_mean_return,excess
2025-01-01T00:00:00+00:00_L,2025-01-01 01:00:00+00:00,2025H1,matched,-0.007895445622591922,,-0.001614314888131017,-0.006281130734460905
2025-01-01T12:00:00+00:00_L,2025-01-01 13:00:00+00:00,2025H1,matched,0.028258459898747645,,-0.0030024768875648294,0.031260936786312477
2025-01-03T09:00:00+00:00_L,2025-01-03 10:00:00+00:00,2025H1,matched,-0.0032240333036471763,,-0.0017322874317273363,-0.00149174587191984
2025-01-05T08:00:00+00:00_S,2025-01-05 09:00:00+00:00,2025H1,matched,-0.006075205318612829,,-0.0057281349494454235,-0.0003470703691674055
2025-01-11T20:00:00+00:00_L,2025-01-11 21:00:00+00:00,2025H1,matched,-0.003936439952392455,,-0.0031721914710975204,-0.0007642484812949344
2025-01-12T13:00:00+00:00_L,2025-01-12 14:00:00+00:00,2025H1,matched,-0.0021932795741512728,,0.004830573477123162,-0.007023853051274434
2025-01-12T21:00:00+00:00_S,2025-01-12 22:00:00+00:00,2025H1,matched,-0.0062167435884934435,,-0.004879867210140071,-0.0013368763783533728
2025-01-16T14:00:00+00:00_S,2025-01-16 15:00:00+00:00,2025H1,matched,-0.02012967325617132,,0.0030581219805622503,-0.02318779523673357
2025-01-23T14:00:00+00:00_L,2025-01-23 15:00:00+00:00,2025H1,matched,-0.020704564244376722,,-0.007162098458425597,-0.013542465785951124
2025-01-26T21:00:00+00:00_S,,,insufficient_exact_controls,,1.0,,
2025-02-03T15:00:00+00:00_L,2025-02-03 16:00:00+00:00,2025H1,matched,0.019373163804939253,,0.0029044482338194135,0.01646871557111984
2025-02-06T06:00:00+00:00_L,2025-02-06 07:00:00+00:00,2025H1,matched,-0.002900520899504542,,-0.00199575125580172,-0.0009047696437028221
2025-02-07T19:00:00+00:00_S,2025-02-07 20:00:00+00:00,2025H1,matched,-0.00178120600899123,,-0.00024605649584741204,-0.001535149513143818
2025-02-09T01:00:00+00:00_L,2025-02-09 02:00:00+00:00,2025H1,matched,-0.0033962289444240384,,-0.002649428555778875,-0.0007468003886451635
2025-02-09T13:00:00+00:00_S,2025-02-09 14:00:00+00:00,2025H1,matched,-0.008974680283700963,,-0.005813902728465971,-0.0031607775552349917
2025-02-10T01:00:00+00:00_S,2025-02-10 02:00:00+00:00,2025H1,matched,-0.010328852643537443,,-0.004655592280964125,-0.005673260362573318
2025-02-11T13:00:00+00:00_S,2025-02-11 14:00:00+00:00,2025H1,matched,0.003862781566439268,,-0.00038179805110642094,0.004244579617545689
2025-02-16T06:00:00+00:00_S,2025-02-16 07:00:00+00:00,2025H1,matched,0.002240617607897845,,-0.0023880982290625315,0.004628715836960376
2025-02-21T17:00:00+00:00_S,2025-02-21 18:00:00+00:00,2025H1,matched,0.003955284322288645,,0.00039350657773880884,0.0035617777445498366
2025-03-04T19:00:00+00:00_L,2025-03-04 20:00:00+00:00,2025H1,matched,-0.020946690536632118,,-0.0020261939299598777,-0.01892049660667224
2025-03-07T15:00:00+00:00_S,2025-03-07 16:00:00+00:00,2025H1,matched,0.019812896035519167,,-0.009057785540424206,0.02887068157594337
2025-03-12T18:00:00+00:00_L,2025-03-12 19:00:00+00:00,2025H1,matched,0.006282615825314865,,-0.007217886028621387,0.013500501853936253
2025-03-16T01:00:00+00:00_S,2025-03-16 02:00:00+00:00,2025H1,matched,-0.006970823685396697,,-0.0018958546186512697,-0.005074969066745427
2025-03-16T09:00:00+00:00_S,2025-03-16 10:00:00+00:00,2025H1,matched,-0.006482722863793809,,-0.0006437465253622895,-0.005838976338431519
2025-03-17T10:00:00+00:00_S,2025-03-17 11:00:00+00:00,2025H1,matched,-0.004381989519246064,,0.007352099863634535,-0.011734089382880598
2025-03-17T17:00:00+00:00_L,2025-03-17 18:00:00+00:00,2025H1,matched,-0.00739074274435003,,0.014421776451888801,-0.021812519196238833
2025-03-19T01:00:00+00:00_S,2025-03-19 02:00:00+00:00,2025H1,matched,-0.0037554649439703863,,-0.0009314933225471963,-0.00282397162142319
2025-03-22T20:00:00+00:00_S,2025-03-22 21:00:00+00:00,2025H1,matched,-0.004049070472537107,,-0.004580057704551979,0.0005309872320148719
