phase,events,profitable_events,signal_score_profit_auc,top_score_decile_events,top_score_decile_mean_net_bp,week_cluster_signflip_p,diagnostic_only
v1_selection,22,7,0.638095238095238,3,3181.3409415675505,0.1086104032836413,True
v1_audit,23,1,0.09090909090909091,3,-782.2707985731558,0.9969484284406469,True
v2_development,54,15,0.5692307692307692,6,478.6968130218361,0.6222737772622273,True
v2_confirmation,15,2,0.5384615384615384,2,-1494.569025376578,1.0,True
