epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,105.519,1.50288,8.14722,1.5089,0.4003,0.49441,0.37744,0.15816,1.58618,3.56298,1.68543,0.000665354,0.000665354,0.000665354
2,187.26,1.32764,1.75599,1.43045,0.39869,0.82402,0.43928,0.22622,1.25607,1.77289,1.27085,0.00131004,0.00131004,0.00131004
3,267.947,1.18636,1.57889,1.35991,0.45838,0.67598,0.53225,0.31487,1.04302,1.52478,1.15925,0.00193273,0.00193273,0.00193273
4,348.248,1.09561,1.49872,1.3175,0.16949,0.86592,0.24345,0.13435,1.22569,3.20537,1.35493,0.001901,0.001901,0.001901
5,427.302,0.97853,1.4787,1.23722,0.29874,0.40782,0.26515,0.10697,1.9117,2.25898,1.7427,0.001868,0.001868,0.001868
6,506.497,0.86824,1.39762,1.18307,0.28954,0.65084,0.36401,0.24273,0.72362,1.7172,1.01559,0.001835,0.001835,0.001835
7,585.605,0.83501,1.479,1.15597,0.13126,0.98883,0.40369,0.25272,0.76382,2.64893,1.03073,0.001802,0.001802,0.001802
8,664.748,0.76914,1.37322,1.1189,0.32222,0.73743,0.41871,0.28955,0.59442,1.80854,0.95669,0.001769,0.001769,0.001769
9,743.771,0.77563,1.34421,1.13273,0.30897,0.93296,0.37651,0.23547,0.73385,3.22507,1.01753,0.001736,0.001736,0.001736
10,822.67,0.72547,1.31284,1.10854,0.25269,0.72067,0.24909,0.11294,1.55027,3.39303,1.46255,0.001703,0.001703,0.001703
11,901.875,0.70261,1.30018,1.0906,0.26387,0.74195,0.31324,0.18801,0.79517,2.29958,1.18061,0.00167,0.00167,0.00167
12,980.987,0.69569,1.31388,1.09698,0.39115,0.57263,0.43956,0.29612,0.61037,1.89995,0.95967,0.001637,0.001637,0.001637
13,1060.13,0.67575,1.27272,1.09191,0.2316,0.9581,0.40109,0.29109,0.53007,2.52649,0.93731,0.001604,0.001604,0.001604
14,1139.23,0.63064,1.2603,1.05538,0.35987,0.54469,0.38989,0.25902,0.61058,2.05484,0.9329,0.001571,0.001571,0.001571
15,1218.29,0.62145,1.26593,1.06119,0.25333,0.95531,0.44752,0.29812,0.54759,2.87222,0.93115,0.001538,0.001538,0.001538
16,1297.35,0.59837,1.23799,1.04583,0.44377,0.61453,0.50297,0.34436,0.61173,1.70245,0.98033,0.001505,0.001505,0.001505
17,1377.64,0.60911,1.23725,1.06333,0.6167,0.8539,0.74574,0.51896,0.40691,1.11858,0.88045,0.001472,0.001472,0.001472
18,1457.89,0.56718,1.21075,1.04323,0.28107,0.46369,0.29744,0.16821,1.16349,2.06903,1.29588,0.001439,0.001439,0.001439
19,1536.96,0.56382,1.25475,1.02715,0.57263,0.81844,0.68647,0.50464,0.39135,1.25701,0.85604,0.001406,0.001406,0.001406
20,1616.18,0.55025,1.21322,1.02167,0.35196,0.68994,0.37618,0.26718,0.51865,1.77961,0.9376,0.001373,0.001373,0.001373
21,1695.25,0.52885,1.20757,1.01174,0.31441,0.97486,0.52487,0.34777,0.58309,2.98891,0.97595,0.00134,0.00134,0.00134
22,1774.32,0.54371,1.22655,1.01143,0.34615,0.91061,0.47771,0.34425,0.49171,2.15882,0.88542,0.001307,0.001307,0.001307
23,1853.24,0.53563,1.19599,1.01997,0.32366,0.81006,0.36053,0.23123,0.59353,3.28346,0.92208,0.001274,0.001274,0.001274
24,1932.18,0.5091,1.25071,0.99645,0.3171,0.92737,0.41492,0.28171,0.52972,2.75733,0.92635,0.001241,0.001241,0.001241
25,2011.28,0.50664,1.18729,1.0033,0.45321,0.38827,0.4136,0.27735,0.51759,2.35866,0.8902,0.001208,0.001208,0.001208
26,2090.34,0.49737,1.19022,0.99598,0.42177,0.52975,0.45239,0.31982,0.41409,1.91079,0.87245,0.001175,0.001175,0.001175
27,2169.38,0.49473,1.21806,1.00086,0.38967,0.39944,0.39086,0.27165,0.56955,2.24206,0.96474,0.001142,0.001142,0.001142
28,2248.4,0.47872,1.19491,0.99452,0.27199,0.93296,0.39921,0.26951,0.54475,2.57191,0.93652,0.001109,0.001109,0.001109
29,2327.57,0.49835,1.21518,0.99775,0.61967,0.80726,0.75547,0.52446,0.37079,1.17922,0.84694,0.001076,0.001076,0.001076
30,2407.81,0.48973,1.17998,0.99581,0.18652,0.92737,0.39025,0.21829,0.91118,3.11864,1.04042,0.001043,0.001043,0.001043
31,2486.87,0.46242,1.18357,0.97589,0.5838,0.75419,0.67276,0.49123,0.36843,1.27166,0.83723,0.00101,0.00101,0.00101
32,2565.78,0.44794,1.20251,0.97429,0.29379,0.87151,0.42917,0.30374,0.56483,2.69431,0.95675,0.000977,0.000977,0.000977
33,2644.86,0.45663,1.18032,0.97882,0.39899,0.55587,0.42337,0.30707,0.37818,2.09563,0.8632,0.000944,0.000944,0.000944
34,2723.68,0.4642,1.17812,0.98611,0.30535,0.70112,0.37781,0.25318,0.50878,3.04737,1.00878,0.000911,0.000911,0.000911
35,2802.78,0.43881,1.18813,0.96843,0.62878,0.86034,0.7598,0.54663,0.29645,1.08089,0.82503,0.000878,0.000878,0.000878
36,2883.06,0.43893,1.17023,0.96957,0.34657,0.94413,0.44713,0.32247,0.32696,1.77701,0.82703,0.000845,0.000845,0.000845
