event_id,signal_time,decision_time,direction,signal_open,signal_high,signal_low,signal_close,initial_stop,signal_atr,ma,ma_side,body_ratio,range_atr,close_location,volume_ratio,ma_slope_atr,cross_count24,efficiency24,is_engulf,breakout20,extension_atr,fold,population,parent_event_id,matched_event_id,source_mother_decision_time,transferred_risk_atr,entry_open,vol_bucket,known_5m_colour,known_5m_available,known_hourly_colour,signed_hourly_slope_sign,source_segment_id,prior_breakout_window_start,prior_breakout_window_end,prior_breakout_available_at,prior_breakout_signal_available_at,prior_breakout_count,prior_breakout_high,prior_breakout_low,prior_breakout_signal_close,prior_breakout_raw_segment_id,prior_breakout_known,prior_breakout_reason,prior_breakout_gate_state
2023-01-02T02:00:00+00:00_L,2023-01-02 02:00:00+00:00,2023-01-02 03:00:00+00:00,1,16564.8,16595.4,16555.8,16588.6,16555.8,30.390845268175337,16566.53625,1,0.6010101010100495,1.3030239748372672,0.8282828282827642,0.6722341161537749,0.0148756419686354,2.0,0.1144405482945417,True,False,0.7259998794144179,2023H1,case,,,,,,,,,,,,2023-01-01 06:00:00+00:00,2023-01-02 01:00:00+00:00,2023-01-02 02:00:00+00:00,2023-01-02 03:00:00+00:00,20,16626.9,16503.5,16588.6,0,True,known,abstain
2023-01-06T00:00:00+00:00_L,2023-01-06 00:00:00+00:00,2023-01-06 01:00:00+00:00,1,16834.3,16871.9,16827.5,16861.5,16827.5,39.56168481790722,16837.93875,1,0.6126126126126089,1.1222980063757098,0.7657657657657406,0.7215829893367641,-0.0157770496767261,7.0,0.081669691470055,True,False,0.5955572951062503,2023H1,case,,,,,,,,,,,,2023-01-05 04:00:00+00:00,2023-01-05 23:00:00+00:00,2023-01-06 00:00:00+00:00,2023-01-06 01:00:00+00:00,20,16881.0,16755.9,16861.5,0,True,known,abstain
2023-01-08T14:00:00+00:00_L,2023-01-08 14:00:00+00:00,2023-01-08 15:00:00+00:00,1,16931.0,16956.5,16931.0,16954.7,16931.0,19.82102649627746,16937.8875,1,0.9294117647059108,1.286512583230192,0.9294117647059108,1.7690023747522288,-0.0087239006869245,1.0,0.0625293841090701,False,False,0.8482154041395139,2023H1,case,,,,,,,,,,,,2023-01-07 18:00:00+00:00,2023-01-08 13:00:00+00:00,2023-01-08 14:00:00+00:00,2023-01-08 15:00:00+00:00,20,16967.9,16911.0,16954.7,0,True,known,abstain
2023-01-08T20:00:00+00:00_L,2023-01-08 20:00:00+00:00,2023-01-08 21:00:00+00:00,1,16927.4,16984.5,16926.2,16970.0,16926.2,30.58902100759881,16937.585,1,0.73070325900513,1.9059125816912093,0.7512864493996538,1.572150963347499,-0.0073555802895776,3.0,0.0689444783404464,False,False,1.0596939337139448,2023H1,case,,,,,,,,,,,,2023-01-08 00:00:00+00:00,2023-01-08 19:00:00+00:00,2023-01-08 20:00:00+00:00,2023-01-08 21:00:00+00:00,20,17026.2,16911.0,16970.0,0,True,known,abstain
2023-01-18T15:00:00+00:00_S,2023-01-18 15:00:00+00:00,2023-01-18 16:00:00+00:00,-1,21420.7,21560.0,20830.4,21035.7,21560.0,196.96931940653744,21222.56,-1,0.5276864035087729,3.7041301772187727,0.7186129385964917,6.045544805992154,-0.0217377339758678,2.0,0.084410555787217,True,True,0.9486756646314464,2023H1,case,,,,,,,,,,,,2023-01-17 19:00:00+00:00,2023-01-18 14:00:00+00:00,2023-01-18 15:00:00+00:00,2023-01-18 16:00:00+00:00,20,21666.0,21101.1,21035.7,0,True,known,accepted
2023-01-23T10:00:00+00:00_L,2023-01-23 10:00:00+00:00,2023-01-23 11:00:00+00:00,1,22787.8,22959.0,22769.9,22912.9,22769.9,158.52996197084414,22817.5,1,0.6615547329455481,1.192834450025142,0.756213643574834,1.4841925320372955,-0.0637234955950504,3.0,0.0195238095238093,False,False,0.6017789874796465,2023H1,case,,,,,,,,,,,,2023-01-22 14:00:00+00:00,2023-01-23 09:00:00+00:00,2023-01-23 10:00:00+00:00,2023-01-23 11:00:00+00:00,20,23079.6,22300.0,22912.9,0,True,known,abstain
2023-01-23T20:00:00+00:00_L,2023-01-23 20:00:00+00:00,2023-01-23 21:00:00+00:00,1,22795.8,23039.8,22761.2,23028.2,22761.2,228.90482931102892,22803.7125,1,0.8341708542713664,1.2170997040060056,0.9583632447954106,1.1006693160490448,0.0170540307591963,3.0,0.2534314165246245,True,False,0.9807023323871256,2023H1,case,,,,,,,,,,,,2023-01-23 00:00:00+00:00,2023-01-23 19:00:00+00:00,2023-01-23 20:00:00+00:00,2023-01-23 21:00:00+00:00,20,23186.6,22491.5,23028.2,0,True,known,abstain
2023-01-25T20:00:00+00:00_L,2023-01-25 20:00:00+00:00,2023-01-25 21:00:00+00:00,1,22752.4,22957.6,22752.4,22938.2,22752.4,163.4997226176404,22770.68,1,0.9054580896686252,1.2550480007839324,0.9054580896686252,1.98574535614939,-0.0518782735379299,1.0,0.0383496154645599,False,True,1.024588894207251,2023H1,case,,,,,,,,,,,,2023-01-25 00:00:00+00:00,2023-01-25 19:00:00+00:00,2023-01-25 20:00:00+00:00,2023-01-25 21:00:00+00:00,20,22769.6,22335.0,22938.2,0,True,known,accepted
2023-01-27T16:00:00+00:00_L,2023-01-27 16:00:00+00:00,2023-01-27 17:00:00+00:00,1,22930.0,23148.4,22923.6,23135.2,22923.6,172.0026928512491,22999.0575,1,0.9128113879003472,1.3069562823322414,0.9412811387900332,1.380311489367559,-0.0248009683024131,4.0,0.0773938084953202,True,False,0.7915137707625318,2023H1,case,,,,,,,,,,,,2023-01-26 20:00:00+00:00,2023-01-27 15:00:00+00:00,2023-01-27 16:00:00+00:00,2023-01-27 17:00:00+00:00,20,23170.0,22520.2,23135.2,0,True,known,abstain
2023-01-28T20:00:00+00:00_S,2023-01-28 20:00:00+00:00,2023-01-28 21:00:00+00:00,-1,23041.6,23045.4,22954.2,22965.9,23045.4,95.3103399865246,23030.863749999997,-1,0.8300438596490842,0.9568741441158954,0.8717105263157825,0.6788794826145406,-0.0618724404316029,3.0,0.1716089079433104,True,False,0.6816023320153953,2023H1,case,,,,,,,,,,,,2023-01-28 00:00:00+00:00,2023-01-28 19:00:00+00:00,2023-01-28 20:00:00+00:00,2023-01-28 21:00:00+00:00,20,23187.9,22880.0,22965.9,0,True,known,abstain
