open_time,open,high,low,close,segment_id,role,event_id,population
2023-01-01 06:00:00+00:00,16532.9,16553.8,16532.9,16545.0,0,prior,2023-01-02T02:00:00+00:00_L,case
2023-01-01 07:00:00+00:00,16545.0,16546.9,16503.5,16530.5,0,prior,2023-01-02T02:00:00+00:00_L,case
2023-01-01 08:00:00+00:00,16530.4,16535.1,16510.0,16513.9,0,prior,2023-01-02T02:00:00+00:00_L,case
2023-01-01 09:00:00+00:00,16513.8,16546.1,16506.0,16543.2,0,prior,2023-01-02T02:00:00+00:00_L,case
2023-01-01 10:00:00+00:00,16543.1,16548.8,16538.5,16548.8,0,prior,2023-01-02T02:00:00+00:00_L,case
2023-01-01 11:00:00+00:00,16548.8,16559.8,16543.6,16559.8,0,prior,2023-01-02T02:00:00+00:00_L,case
2023-01-01 12:00:00+00:00,16559.8,16575.4,16550.8,16563.6,0,prior,2023-01-02T02:00:00+00:00_L,case
2023-01-01 13:00:00+00:00,16563.5,16568.7,16538.3,16546.0,0,prior,2023-01-02T02:00:00+00:00_L,case
2023-01-01 14:00:00+00:00,16546.0,16555.4,16539.6,16539.8,0,prior,2023-01-02T02:00:00+00:00_L,case
2023-01-01 15:00:00+00:00,16539.9,16560.0,16532.2,16559.2,0,prior,2023-01-02T02:00:00+00:00_L,case
2023-01-01 16:00:00+00:00,16559.2,16586.2,16558.7,16564.2,0,prior,2023-01-02T02:00:00+00:00_L,case
2023-01-01 17:00:00+00:00,16564.2,16597.5,16564.2,16579.9,0,prior,2023-01-02T02:00:00+00:00_L,case
2023-01-01 18:00:00+00:00,16580.0,16602.5,16580.0,16592.0,0,prior,2023-01-02T02:00:00+00:00_L,case
2023-01-01 19:00:00+00:00,16592.0,16626.3,16592.0,16603.7,0,prior,2023-01-02T02:00:00+00:00_L,case
2023-01-01 20:00:00+00:00,16603.8,16626.9,16601.6,16601.6,0,prior,2023-01-02T02:00:00+00:00_L,case
2023-01-01 21:00:00+00:00,16601.7,16606.9,16590.1,16605.0,0,prior,2023-01-02T02:00:00+00:00_L,case
2023-01-01 22:00:00+00:00,16605.1,16610.7,16585.9,16601.9,0,prior,2023-01-02T02:00:00+00:00_L,case
2023-01-01 23:00:00+00:00,16602.0,16623.1,16601.9,16614.9,0,prior,2023-01-02T02:00:00+00:00_L,case
2023-01-02 00:00:00+00:00,16614.8,16624.8,16579.3,16584.8,0,prior,2023-01-02T02:00:00+00:00_L,case
2023-01-02 01:00:00+00:00,16584.8,16585.7,16545.9,16564.8,0,prior,2023-01-02T02:00:00+00:00_L,case
2023-01-02 02:00:00+00:00,16564.8,16595.4,16555.8,16588.6,0,k1,2023-01-02T02:00:00+00:00_L,case
2023-01-05 04:00:00+00:00,16829.0,16844.3,16825.3,16839.8,0,prior,2023-01-06T00:00:00+00:00_L,case
2023-01-05 05:00:00+00:00,16839.8,16850.8,16838.8,16846.0,0,prior,2023-01-06T00:00:00+00:00_L,case
2023-01-05 06:00:00+00:00,16846.1,16846.1,16814.1,16820.5,0,prior,2023-01-06T00:00:00+00:00_L,case
2023-01-05 07:00:00+00:00,16820.5,16827.1,16792.4,16827.0,0,prior,2023-01-06T00:00:00+00:00_L,case
