diagnostic_category,events,mean_net_bp,median_net_bp,win_rate,profit_factor,sum_net_bp,runner_armed_rate,mean_mfe_at_exit_atr,mean_horizon_mfe_atr,mean_exit_giveback_atr,mean_horizon_opportunity_gap_atr
failed_before_arm_other,123,-82.13474608505508,-73.586342918953,0.0,0.0,-10102.573768461776,0.0,1.4478011908385342,4.864534148635924,3.4478011908385153,6.864534148635904
false_launch_early_stop,34,-100.08832027089804,-90.93592758744249,0.0,0.0,-3403.002889210533,0.0,0.20894771669197268,0.6066791257614472,2.20894771669196,2.606679125761435
early_stop_then_later_recovered,41,-76.48323116591874,-63.987740708792,0.0,0.0,-3135.8124778026686,0.0,0.20422325711748637,10.020908251089745,2.2042232571174725,12.020908251089732
armed_then_loss,53,-45.916964119982566,-36.921188921633004,0.0,0.0,-2433.599098359076,1.0,4.215596982362994,6.634563226252778,5.073153468717295,7.49211971260708
timeout_negative,4,-85.53823348333574,-96.18737405378,0.0,0.0,-342.152933933343,0.0,1.6641239268638606,1.6641239268638606,2.564523340675999,2.564523340675999
gross_win_erased_by_cost,16,-13.363113615078877,-13.9598233693255,0.0,0.0,-213.80981784126203,0.8125,3.1506318462066965,4.924474111079222,2.935239952048716,4.709082216921242
winner_retained,19,271.1732985908535,168.91168282011998,1.0,inf,5152.292673226217,1.0,7.368221153437452,7.5854212770049,1.036848887405253,1.2540490109727
winner_large_exit_giveback,85,108.74744501299504,81.767299138065,1.0,inf,9243.53282610458,1.0,9.336467435077378,9.599653110429253,4.79711935171579,5.060305027067668
