event_id,entry_time_before,direction_before,entry_price_before,initial_stop_before,ma_before,exit_time_before,exit_time_after,exit_price_before,exit_price_after,hold_minutes_before,hold_minutes_after,net_return_before,net_return_after,net_change_bp,win_loss_transition,outcome_after,geometry_bin,entry_distance_r,frozen_ma_trigger_close,frozen_ma_trigger_open_time,frozen_ma_trigger_available_at,example_selection
2023-03-11T07:00:00+00:00_S,2023-03-11 08:00:00+00:00,-1,19855.4,20322.9,20211.56875,2023-03-11 09:55:00+00:00,2023-03-11 08:45:00+00:00,20122.6,20211.6,115.0,45.0,-0.015457296251901,-0.0199397040603561,-44.824078084551005,loss_to_loss,frozen_ma_exit,inside,0.7618582887700472,20213.0,2023-03-11 08:40:00+00:00,2023-03-11 08:45:00+00:00,up_to_three_largest_sacrifices
2023-05-22T13:00:00+00:00_L,2023-05-22 14:00:00+00:00,1,27003.0,26692.8,26906.120000000003,2023-05-22 14:15:00+00:00,2023-05-22 14:10:00+00:00,26876.6,26801.2,15.0,10.0,-0.0066809613746621,-0.0094732437136614,-27.922823389993003,loss_to_loss,frozen_ma_exit,inside,0.3123146357188818,26802.3,2023-05-22 14:05:00+00:00,2023-05-22 14:10:00+00:00,up_to_three_largest_sacrifices
2024-01-14T13:00:00+00:00_L,2024-01-14 14:00:00+00:00,1,42889.8,42736.0,42832.39875,2024-01-14 14:30:00+00:00,2024-01-14 14:25:00+00:00,42847.6,42797.5,30.0,25.0,-0.0029839169219721,-0.0041520268222281,-11.681099002560005,loss_to_loss,frozen_ma_exit,inside,0.3732200910273182,42797.1,2024-01-14 14:20:00+00:00,2024-01-14 14:25:00+00:00,up_to_three_largest_sacrifices
2024-12-09T14:00:00+00:00_L,2024-12-09 15:00:00+00:00,1,100150.1,98860.0,99553.42375,2024-12-09 15:20:00+00:00,2024-12-09 15:15:00+00:00,98860.0,99423.9,20.0,15.0,-0.0148816646214032,-0.0092511160747719,56.305485466313,loss_to_loss,frozen_ma_exit,inside,0.4625038756685539,99423.9,2024-12-09 15:10:00+00:00,2024-12-09 15:15:00+00:00,up_to_three_largest_savings
2024-07-11T01:00:00+00:00_L,2024-07-11 02:00:00+00:00,1,58276.0,57478.4,57909.407499999994,2024-07-11 03:10:00+00:00,2024-07-11 02:20:00+00:00,57630.4,57869.2,70.0,20.0,-0.0130783169743976,-0.0089805751939049,40.977417804927,loss_to_loss,frozen_ma_exit,inside,0.4596194834503596,57869.3,2024-07-11 02:15:00+00:00,2024-07-11 02:20:00+00:00,up_to_three_largest_savings
2023-11-01T14:00:00+00:00_S,2023-11-01 15:00:00+00:00,-1,34169.2,34668.7,34424.9525,2023-11-01 16:35:00+00:00,2023-11-01 16:30:00+00:00,34504.1,34430.1,95.0,90.0,-0.0118012244945742,-0.0096355314142562,21.656930803180003,loss_to_loss,frozen_ma_exit,inside,0.5120170170170216,34430.1,2023-11-01 16:25:00+00:00,2023-11-01 16:30:00+00:00,up_to_three_largest_savings
