event_id,symbol,review_group,semantic_status,win_len,box_bars,box_center_ratio,position_band,post_bars,image_path,anchor_time
5e8b8747807fd831,BAT_USDT_SWAP,earliest_0_2,unreviewed,20,7,0.7894736842105263,right_band,1,datasets/dense_owner_w20_midbox/images/train/BAT_USDT_SWAP_012730_w20.png,2025-10-12 06:30:00+00:00
b927aeb270c9acd9,NOT_USDT_SWAP,earliest_0_2,unreviewed,29,7,0.8214285714285714,far_right_band,2,datasets/dense_owner_w20_midbox/images/train/okx_NOT_USDT_SWAP_024460_w20.png,2026-02-13 13:45:00+00:00
536e86356b38bcfb,FARTCOIN_USDT_SWAP,earliest_0_2,unreviewed,24,7,0.782608695652174,right_band,2,datasets/dense_owner_w20_midbox/images/train/FARTCOIN_USDT_SWAP_006330_w20.png,2025-08-07 09:45:00+00:00
6dce24eb5a060b6a,NMR_USDT_SWAP,earliest_0_2,unreviewed,24,5,0.8695652173913043,far_right_band,1,datasets/dense_owner_w20_midbox/images/train/NMR_USDT_SWAP_002730_w20.png,2025-06-30 15:15:00+00:00
1adfd27d4ab2c0bf,1INCH_USDT_SWAP,earliest_0_2,unreviewed,20,5,0.7894736842105263,right_band,2,datasets/dense_owner_w20_midbox/images/val/1INCH_USDT_SWAP_007330_w20.png,2025-08-18 00:30:00+00:00
4d84904f94f07280,SPK_USDT_SWAP,earliest_0_2,unreviewed,25,7,0.875,far_right_band,0,datasets/dense_owner_w20_midbox/images/train/SPK_USDT_SWAP_011330_w20.png,2025-10-12 14:00:00+00:00
b44ee0d3a9c90527,YFI_USDT_SWAP,earliest_0_2,unreviewed,24,5,0.8260869565217391,far_right_band,2,datasets/dense_owner_w20_midbox/images/train/okx_YFI_USDT_SWAP_011060_w20.png,2025-09-28 11:45:00+00:00
1a6db37280df5f5a,RECALL_USDT_SWAP,earliest_0_2,unreviewed,21,7,0.8,far_right_band,1,datasets/dense_owner_w20_midbox/images/train/RECALL_USDT_SWAP_010807_w20.png,2026-02-18 20:30:00+00:00
cd2e45bf2eb2bbda,ZETA_USDT_SWAP,earliest_0_2,unreviewed,24,5,0.9130434782608695,far_right_band,0,datasets/dense_owner_w20_midbox/images/train/ZETA_USDT_SWAP_000730_w20.png,2025-06-09 10:00:00+00:00
15116cd6a04c51c1,GPS_USDT_SWAP,earliest_0_2,unreviewed,20,7,0.7894736842105263,right_band,1,datasets/dense_owner_w20_midbox/images/val/GPS_USDT_SWAP_004730_w20.png,2025-07-22 02:15:00+00:00
811138e5acc667f4,PARTI_USDT_SWAP,earliest_0_2,unreviewed,28,7,0.8148148148148148,far_right_band,2,datasets/dense_owner_w20_midbox/images/val/PARTI_USDT_SWAP_017130_w20.png,2025-11-27 16:30:00+00:00
cbac2eab1e115bad,PEPE_USDT_SWAP,earliest_0_2,unreviewed,21,7,0.75,right_band,2,datasets/dense_owner_w20_midbox/images/train/PEPE_USDT_SWAP_002530_w20.png,2025-06-28 03:45:00+00:00
427f84df76692370,TRUMP_USDT_SWAP,earliest_0_2,unreviewed,30,5,0.896551724137931,far_right_band,1,datasets/dense_owner_w20_midbox/images/val/TRUMP_USDT_SWAP_015130_w20.png,2025-11-05 13:00:00+00:00
39ac1cf1431ff246,VANA_USDT_SWAP,earliest_0_2,unreviewed,20,5,0.7894736842105263,right_band,2,datasets/dense_owner_w20_midbox/images/val/VANA_USDT_SWAP_025881_w20.png,2026-02-27 19:15:00+00:00
905c38ee1e503a92,TAO_USDT_SWAP,earliest_0_2,unreviewed,22,7,0.8571428571428571,far_right_band,0,datasets/dense_owner_w20_midbox/images/train/okx_TAO_USDT_SWAP_009360_w20.png,2025-09-10 12:45:00+00:00
4a19fcea126bc9a9,SIGN_USDT_SWAP,earliest_0_2,unreviewed,24,5,0.8260869565217391,far_right_band,2,datasets/dense_owner_w20_midbox/images/train/okx_SIGN_USDT_SWAP_023860_w20.png,2026-02-07 06:45:00+00:00
825c9a8ebd148be7,KSM_USDT_SWAP,earliest_0_2,unreviewed,22,7,0.8095238095238095,far_right_band,1,datasets/dense_owner_w20_midbox/images/train/okx_KSM_USDT_SWAP_018560_w20.png,2025-12-14 03:30:00+00:00
b02d2d96cb7c2a09,SAHARA_USDT_SWAP,earliest_0_2,unreviewed,23,5,0.9090909090909091,far_right_band,0,datasets/dense_owner_w20_midbox/images/train/SAHARA_USDT_SWAP_004130_w20.png,2025-08-07 09:45:00+00:00
766cc7d41ddac9b9,LAYER_USDT_SWAP,earliest_0_2,unreviewed,20,7,0.7894736842105263,right_band,1,datasets/dense_owner_w20_midbox/images/train/LAYER_USDT_SWAP_005330_w20.png,2025-07-28 09:15:00+00:00
ba93f11767000bcb,SUSHI_USDT_SWAP,earliest_0_2,unreviewed,30,7,0.8275862068965517,far_right_band,2,datasets/dense_owner_w20_midbox/images/train/SUSHI_USDT_SWAP_004530_w20.png,2025-07-19 03:15:00+00:00
8e3b55a8c91ee068,LUNA_USDT_SWAP,earliest_0_2,unreviewed,23,7,0.7727272727272727,right_band,2,datasets/dense_owner_w20_midbox/images/train/LUNA_USDT_SWAP_006930_w20.png,2025-08-14 07:00:00+00:00
341b2122407ba138,SNX_USDT_SWAP,earliest_0_2,unreviewed,25,5,0.875,far_right_band,1,datasets/dense_owner_w20_midbox/images/train/SNX_USDT_SWAP_009930_w20.png,2025-09-13 15:15:00+00:00
81d8f06b968d7f4b,FIL_USDT_SWAP,earliest_0_2,unreviewed,20,5,0.7894736842105263,right_band,2,datasets/dense_owner_w20_midbox/images/train/FIL_USDT_SWAP_007530_w20.png,2025-08-18 01:15:00+00:00
f4389c09a44815d0,MUBARAK_USDT_SWAP,earliest_0_2,unreviewed,23,7,0.8636363636363636,far_right_band,0,datasets/dense_owner_w20_midbox/images/val/MUBARAK_USDT_SWAP_007730_w20.png,2025-08-22 14:30:00+00:00
46341661b893ad17,QTUM_USDT_SWAP,earliest_0_2,unreviewed,26,5,0.84,far_right_band,2,datasets/dense_owner_w20_midbox/images/train/QTUM_USDT_SWAP_001330_w20.png,2025-06-16 02:15:00+00:00
020e555fb3ea0b79,GMX_USDT_SWAP,earliest_0_2,unreviewed,29,7,0.8571428571428571,far_right_band,1,datasets/dense_owner_w20_midbox/images/train/okx_GMX_USDT_SWAP_009860_w20.png,2025-09-14 10:00:00+00:00
635a03d8c20a0161,PLUME_USDT_SWAP,earliest_0_2,unreviewed,26,5,0.92,far_right_band,0,datasets/dense_owner_w20_midbox/images/train/PLUME_USDT_SWAP_016930_w20.png,2025-11-26 04:45:00+00:00
5879a34ab57a8171,GAS_USDT_SWAP,earliest_0_2,unreviewed,20,7,0.7894736842105263,right_band,1,datasets/dense_owner_w20_midbox/images/train/okx_GAS_USDT_SWAP_008760_w20.png,2025-09-04 01:30:00+00:00
b31e1cec09244f7b,MOVE_USDT_SWAP,earliest_0_2,unreviewed,26,7,0.8,far_right_band,2,datasets/dense_owner_w20_midbox/images/train/MOVE_USDT_SWAP_007930_w20.png,2025-08-24 04:00:00+00:00
1225bb3053919a4c,S_USDT_SWAP,earliest_0_2,unreviewed,20,7,0.7368421052631579,right_band,2,datasets/dense_owner_w20_midbox/images/train/S_USDT_SWAP_007730_w20.png,2025-08-22 13:30:00+00:00
ebc553b8c213a43d,AXS_USDT_SWAP,earliest_0_2,unreviewed,22,5,0.8571428571428571,far_right_band,1,datasets/dense_owner_w20_midbox/images/val/AXS_USDT_SWAP_011130_w20.png,2025-09-26 15:30:00+00:00
c1bc82da88777778,SKY_USDT_SWAP,earliest_0_2,unreviewed,21,7,0.85,far_right_band,0,datasets/dense_owner_w20_midbox/images/train/SKY_USDT_SWAP_001730_w20.png,2025-09-28 11:15:00+00:00
44c49342784051d7,BICO_USDT_SWAP,earliest_0_2,unreviewed,23,5,0.8181818181818182,far_right_band,2,datasets/dense_owner_w20_midbox/images/val/okx_BICO_USDT_SWAP_008760_w20.png,2025-09-04 01:45:00+00:00
0c8f335e12e30deb,ONDO_USDT_SWAP,earliest_0_2,unreviewed,23,7,0.8181818181818182,far_right_band,1,datasets/dense_owner_w20_midbox/images/train/okx_ONDO_USDT_SWAP_008660_w20.png,2025-08-31 22:00:00+00:00
873a71950cb6ce07,ONE_USDT_SWAP,earliest_0_2,unreviewed,26,5,0.92,far_right_band,0,datasets/dense_owner_w20_midbox/images/train/ONE_USDT_SWAP_021285_w20.png,2026-01-09 18:30:00+00:00
57408cdabbae953f,JUP_USDT_SWAP,earliest_0_2,unreviewed,20,7,0.7894736842105263,right_band,1,datasets/dense_owner_w20_midbox/images/train/JUP_USDT_SWAP_015330_w20.png,2025-11-09 13:00:00+00:00
90e7a3c73b587b0e,WLD_USDT_SWAP,earliest_0_2,unreviewed,29,7,0.8214285714285714,far_right_band,2,datasets/dense_owner_w20_midbox/images/train/WLD_USDT_SWAP_015330_w20.png,2025-11-07 13:30:00+00:00
a32848c306d64eba,LIT_USDT_SWAP,earliest_0_2,unreviewed,21,7,0.75,right_band,2,datasets/dense_owner_w20_midbox/images/train/LIT_USDT_SWAP_004354_w20.png,2026-02-06 13:00:00+00:00
4fd75115f304a536,BICO_USDT_SWAP,earliest_0_2,unreviewed,23,5,0.8636363636363636,far_right_band,1,datasets/dense_owner_w20_midbox/images/val/BICO_USDT_SWAP_002530_w20.png,2025-06-28 15:30:00+00:00
7387a8c9f599ad19,TURBO_USDT_SWAP,earliest_0_2,unreviewed,29,7,0.8928571428571429,far_right_band,0,datasets/dense_owner_w20_midbox/images/train/okx_TURBO_USDT_SWAP_005160_w20.png,2025-07-28 12:00:00+00:00
c4b1ad901d3f0d26,ASTER_USDT_SWAP,earliest_0_2,unreviewed,22,5,0.8095238095238095,far_right_band,2,datasets/dense_owner_w20_midbox/images/train/okx_ASTER_USDT_SWAP_015560_w20.png,2026-03-04 08:00:00+00:00
362bf82ae24b94e7,RESOLV_USDT_SWAP,earliest_0_2,unreviewed,21,7,0.8,far_right_band,1,datasets/dense_owner_w20_midbox/images/val/okx_RESOLV_USDT_SWAP_007560_w20.png,2025-08-29 06:15:00+00:00
b2a4abd06117db3f,XRP_USDT_SWAP,earliest_0_2,unreviewed,26,5,0.92,far_right_band,0,datasets/dense_owner_w20_midbox/images/train/okx_XRP_USDT_SWAP_009760_w20.png,2025-09-12 17:45:00+00:00
dfc4983111d97353,TAO_USDT_SWAP,earliest_0_2,unreviewed,20,7,0.7894736842105263,right_band,1,datasets/dense_owner_w20_midbox/images/train/TAO_USDT_SWAP_025882_w20.png,2026-02-27 11:15:00+00:00
bde2fc1e37307ae7,CORE_USDT_SWAP,earliest_0_2,unreviewed,26,7,0.8,far_right_band,2,datasets/dense_owner_w20_midbox/images/train/CORE_USDT_SWAP_025693_w20.png,2026-02-25 00:30:00+00:00
b85526d07a624e2f,ONDO_USDT_SWAP,earliest_0_2,unreviewed,22,7,0.7619047619047619,right_band,2,datasets/dense_owner_w20_midbox/images/train/okx_ONDO_USDT_SWAP_008560_w20.png,2025-08-31 22:30:00+00:00
1e95fee2e0acacc3,KSM_USDT_SWAP,earliest_0_2,unreviewed,25,5,0.875,far_right_band,1,datasets/dense_owner_w20_midbox/images/train/KSM_USDT_SWAP_000930_w20.png,2025-06-11 19:15:00+00:00
bdfab8299873d581,SAHARA_USDT_SWAP,earliest_0_2,unreviewed,25,7,0.875,far_right_band,0,datasets/dense_owner_w20_midbox/images/train/SAHARA_USDT_SWAP_010130_w20.png,2025-10-09 00:45:00+00:00
90ab511ba0369898,AIXBT_USDT_SWAP,earliest_0_2,unreviewed,24,5,0.8260869565217391,far_right_band,2,datasets/dense_owner_w20_midbox/images/train/AIXBT_USDT_SWAP_003330_w20.png,2025-07-07 15:15:00+00:00
56bd84a0a79f50ac,TAO_USDT_SWAP,earliest_0_2,unreviewed,23,7,0.8181818181818182,far_right_band,1,datasets/dense_owner_w20_midbox/images/train/TAO_USDT_SWAP_007930_w20.png,2025-08-25 02:30:00+00:00
59452abceb0588cb,LUNA_USDT_SWAP,earliest_0_2,unreviewed,25,5,0.9166666666666666,far_right_band,0,datasets/dense_owner_w20_midbox/images/train/okx_LUNA_USDT_SWAP_020260_w20.png,2026-01-02 16:30:00+00:00
3b3c041ee1f8b4a0,TRB_USDT_SWAP,earliest_0_2,unreviewed,20,7,0.7894736842105263,right_band,1,datasets/dense_owner_w20_midbox/images/train/TRB_USDT_SWAP_010130_w20.png,2025-09-15 07:00:00+00:00
aec9b791286aa28c,DOGE_USDT_SWAP,earliest_0_2,unreviewed,27,7,0.8076923076923077,far_right_band,2,datasets/dense_owner_w20_midbox/images/train/okx_DOGE_USDT_SWAP_008260_w20.png,2025-08-29 04:15:00+00:00
b824ed6fc8bf7f7c,CRV_USDT_SWAP,earliest_0_2,unreviewed,24,7,0.782608695652174,right_band,2,datasets/dense_owner_w20_midbox/images/train/CRV_USDT_SWAP_002330_w20.png,2025-06-25 14:15:00+00:00
b7b4e8a83e6f61a1,ME_USDT_SWAP,earliest_0_2,unreviewed,22,5,0.8571428571428571,far_right_band,1,datasets/dense_owner_w20_midbox/images/train/ME_USDT_SWAP_013130_w20.png,2025-10-16 15:15:00+00:00
f0bbed112abeddd2,PEOPLE_USDT_SWAP,earliest_0_2,unreviewed,28,7,0.8888888888888888,far_right_band,0,datasets/dense_owner_w20_midbox/images/train/PEOPLE_USDT_SWAP_006930_w20.png,2025-08-14 07:00:00+00:00
f2c5ebb80b29b91c,XRP_USDT_SWAP,earliest_0_2,unreviewed,23,5,0.8181818181818182,far_right_band,2,datasets/dense_owner_w20_midbox/images/train/okx_XRP_USDT_SWAP_026760_w20.png,2026-03-09 11:15:00+00:00
ef07da6531065d1f,HMSTR_USDT_SWAP,earliest_0_2,unreviewed,23,7,0.8181818181818182,far_right_band,1,datasets/dense_owner_w20_midbox/images/train/okx_HMSTR_USDT_SWAP_009560_w20.png,2025-09-11 19:15:00+00:00
70f58f431e014669,S_USDT_SWAP,earliest_0_2,unreviewed,30,5,0.9310344827586207,far_right_band,0,datasets/dense_owner_w20_midbox/images/train/S_USDT_SWAP_001330_w20.png,2025-06-16 02:45:00+00:00
5a9dfce505bff1e1,TURBO_USDT_SWAP,earliest_0_2,unreviewed,20,7,0.7894736842105263,right_band,1,datasets/dense_owner_w20_midbox/images/train/TURBO_USDT_SWAP_008930_w20.png,2025-09-04 03:30:00+00:00
ee7783690bc660b8,NOT_USDT_SWAP,earliest_0_2,unreviewed,29,7,0.8214285714285714,far_right_band,2,datasets/dense_owner_w20_midbox/images/train/NOT_USDT_SWAP_017130_w20.png,2025-11-27 14:30:00+00:00
bc39af10e181d901,BAND_USDT_SWAP,earliest_0_2,unreviewed,23,7,0.7727272727272727,right_band,2,datasets/dense_owner_w20_midbox/images/train/BAND_USDT_SWAP_002330_w20.png,2025-06-26 10:45:00+00:00
107cad4227a08937,S_USDT_SWAP,earliest_0_2,unreviewed,20,5,0.8421052631578947,far_right_band,1,datasets/dense_owner_w20_midbox/images/train/okx_S_USDT_SWAP_006960_w20.png,2025-08-16 17:45:00+00:00
e64eb5d9ff20a710,ME_USDT_SWAP,earliest_0_2,unreviewed,21,7,0.85,far_right_band,0,datasets/dense_owner_w20_midbox/images/train/ME_USDT_SWAP_006930_w20.png,2025-08-14 07:45:00+00:00
5d6b1575230380bf,THETA_USDT_SWAP,earliest_0_2,unreviewed,23,5,0.8181818181818182,far_right_band,2,datasets/dense_owner_w20_midbox/images/train/THETA_USDT_SWAP_007330_w20.png,2025-08-17 18:00:00+00:00
36a3510662baf55b,THETA_USDT_SWAP,short_3_5,unreviewed,20,7,0.631578947368421,middle_band,4,datasets/dense_owner_w20_midbox/images/train/THETA_USDT_SWAP_004330_w20.png,2025-07-17 22:45:00+00:00
4c199e9b2a757814,APT_USDT_SWAP,short_3_5,unreviewed,30,7,0.7241379310344828,right_band,5,datasets/dense_owner_w20_midbox/images/train/okx_APT_USDT_SWAP_020260_w20.png,2026-01-01 10:00:00+00:00
12e33755faaafe1a,CORE_USDT_SWAP,short_3_5,unreviewed,21,5,0.75,right_band,3,datasets/dense_owner_w20_midbox/images/train/CORE_USDT_SWAP_006730_w20.png,2025-08-11 07:15:00+00:00
b02d8f1fbbffbd9f,GLM_USDT_SWAP,short_3_5,unreviewed,20,7,0.5789473684210527,middle_band,5,datasets/dense_owner_w20_midbox/images/train/GLM_USDT_SWAP_002930_w20.png,2025-07-02 06:30:00+00:00
b6f07110764d1736,GALA_USDT_SWAP,short_3_5,unreviewed,25,7,0.7083333333333334,right_band,4,datasets/dense_owner_w20_midbox/images/train/GALA_USDT_SWAP_005530_w20.png,2025-07-28 14:00:00+00:00
e3d15017c1a0bf48,TAO_USDT_SWAP,short_3_5,unreviewed,20,5,0.631578947368421,middle_band,5,datasets/dense_owner_w20_midbox/images/train/TAO_USDT_SWAP_016130_w20.png,2025-11-18 14:15:00+00:00
65bbfb97ff4610f9,XRP_USDT_SWAP,short_3_5,unreviewed,29,5,0.75,right_band,5,datasets/dense_owner_w20_midbox/images/train/okx_XRP_USDT_SWAP_008260_w20.png,2025-08-28 16:45:00+00:00
9692addcdfe61a42,RVN_USDT_SWAP,short_3_5,unreviewed,29,7,0.7857142857142857,right_band,3,datasets/dense_owner_w20_midbox/images/train/RVN_USDT_SWAP_004330_w20.png,2025-07-18 00:30:00+00:00
f88e8bdd496f7045,PI_USDT_SWAP,short_3_5,unreviewed,29,5,0.8214285714285714,far_right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_PI_USDT_SWAP_025560_w20.png,2026-02-24 23:45:00+00:00
4ba5d02738bf41e5,FIL_USDT_SWAP,short_3_5,unreviewed,28,5,0.7777777777777778,right_band,4,datasets/dense_owner_w20_midbox/images/train/FIL_USDT_SWAP_001730_w20.png,2025-06-20 13:45:00+00:00
209526184e9b5d07,PEOPLE_USDT_SWAP,short_3_5,unreviewed,20,7,0.631578947368421,middle_band,4,datasets/dense_owner_w20_midbox/images/train/PEOPLE_USDT_SWAP_010130_w20.png,2025-09-15 07:00:00+00:00
52cb6c667d8f8ce5,MOVE_USDT_SWAP,short_3_5,unreviewed,25,7,0.6666666666666666,right_band,5,datasets/dense_owner_w20_midbox/images/train/okx_MOVE_USDT_SWAP_017160_w20.png,2025-11-30 22:30:00+00:00
d0668459475d2172,SNX_USDT_SWAP,short_3_5,unreviewed,21,5,0.75,right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_SNX_USDT_SWAP_027560_w20.png,2026-03-18 11:00:00+00:00
9f53b0975cdede1e,EGLD_USDT_SWAP,short_3_5,unreviewed,22,7,0.6190476190476191,middle_band,5,datasets/dense_owner_w20_midbox/images/train/okx_EGLD_USDT_SWAP_020160_w20.png,2025-12-31 15:30:00+00:00
07072669588ef072,WOO_USDT_SWAP,short_3_5,unreviewed,21,7,0.65,right_band,4,datasets/dense_owner_w20_midbox/images/train/okx_WOO_USDT_SWAP_017560_w20.png,2025-12-04 18:45:00+00:00
767bd677c85b3a27,MUBARAK_USDT_SWAP,short_3_5,unreviewed,20,5,0.631578947368421,middle_band,5,datasets/dense_owner_w20_midbox/images/val/MUBARAK_USDT_SWAP_008330_w20.png,2025-08-29 03:30:00+00:00
e1b1d5d96619b8ee,TURBO_USDT_SWAP,short_3_5,unreviewed,24,5,0.6956521739130435,right_band,5,datasets/dense_owner_w20_midbox/images/train/TURBO_USDT_SWAP_000930_w20.png,2025-06-11 21:30:00+00:00
9113651639d0b18e,METIS_USDT_SWAP,short_3_5,unreviewed,25,7,0.75,right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_METIS_USDT_SWAP_001060_w20.png,2025-06-16 02:30:00+00:00
001bb08081cf0aae,OL_USDT_SWAP,short_3_5,unreviewed,30,5,0.8275862068965517,far_right_band,3,datasets/dense_owner_w20_midbox/images/train/okx_OL_USDT_SWAP_004960_w20.png,2025-12-21 10:30:00+00:00
84d64c10310544ec,ATOM_USDT_SWAP,short_3_5,unreviewed,20,5,0.6842105263157895,right_band,4,datasets/dense_owner_w20_midbox/images/train/ATOM_USDT_SWAP_001330_w20.png,2025-06-16 01:30:00+00:00
9c98dc0a9f87fc05,SUSHI_USDT_SWAP,short_3_5,unreviewed,20,7,0.631578947368421,middle_band,4,datasets/dense_owner_w20_midbox/images/train/SUSHI_USDT_SWAP_011530_w20.png,2025-09-29 19:00:00+00:00
92dfe27fb1c5606c,ZIL_USDT_SWAP,short_3_5,unreviewed,24,7,0.6521739130434783,right_band,5,datasets/dense_owner_w20_midbox/images/val/okx_ZIL_USDT_SWAP_002360_w20.png,2025-06-29 21:15:00+00:00
e06871352d93cb49,CELO_USDT_SWAP,short_3_5,unreviewed,25,5,0.7916666666666666,right_band,3,datasets/dense_owner_w20_midbox/images/train/CELO_USDT_SWAP_021493_w20.png,2026-01-13 06:00:00+00:00
b91b7861429ffeaf,A_USDT_SWAP,short_3_5,unreviewed,22,7,0.6190476190476191,middle_band,5,datasets/dense_owner_w20_midbox/images/val/okx_A_USDT_SWAP_018060_w20.png,2025-12-09 13:45:00+00:00
a1d0cb42603e5633,PNUT_USDT_SWAP,short_3_5,unreviewed,25,7,0.7083333333333334,right_band,4,datasets/dense_owner_w20_midbox/images/train/okx_PNUT_USDT_SWAP_021860_w20.png,2026-01-18 22:45:00+00:00
f51fcab248bbbe38,RAY_USDT_SWAP,short_3_5,unreviewed,20,5,0.631578947368421,middle_band,5,datasets/dense_owner_w20_midbox/images/train/RAY_USDT_SWAP_013930_w20.png,2025-10-26 05:00:00+00:00
a4ea61fe60130365,PYTH_USDT_SWAP,short_3_5,unreviewed,22,5,0.6666666666666666,right_band,5,datasets/dense_owner_w20_midbox/images/val/PYTH_USDT_SWAP_004330_w20.png,2025-07-17 21:45:00+00:00
462af6152548b95a,LA_USDT_SWAP,short_3_5,unreviewed,22,7,0.7142857142857143,right_band,3,datasets/dense_owner_w20_midbox/images/train/LA_USDT_SWAP_020552_w20.png,2026-01-11 16:45:00+00:00
a0a9727f1ce5935f,RESOLV_USDT_SWAP,short_3_5,unreviewed,28,5,0.8148148148148148,far_right_band,3,datasets/dense_owner_w20_midbox/images/val/okx_RESOLV_USDT_SWAP_007760_w20.png,2025-08-31 23:15:00+00:00
c900467fc2fed54d,CORE_USDT_SWAP,short_3_5,unreviewed,21,5,0.7,right_band,4,datasets/dense_owner_w20_midbox/images/train/CORE_USDT_SWAP_025093_w20.png,2026-02-18 15:45:00+00:00
a6582e6dba24a26f,BNB_USDT_SWAP,short_3_5,unreviewed,20,7,0.631578947368421,middle_band,4,datasets/dense_owner_w20_midbox/images/train/okx_BNB_USDT_SWAP_006660_w20.png,2025-08-12 13:15:00+00:00
5b932ecd9200683f,W_USDT_SWAP,short_3_5,unreviewed,26,7,0.68,right_band,5,datasets/dense_owner_w20_midbox/images/train/W_USDT_SWAP_015730_w20.png,2025-11-13 15:45:00+00:00
0f00e5a5fa65f9b3,TAO_USDT_SWAP,short_3_5,unreviewed,22,5,0.7619047619047619,right_band,3,datasets/dense_owner_w20_midbox/images/train/TAO_USDT_SWAP_006130_w20.png,2025-08-05 03:15:00+00:00
d48a029b27be0e45,YFI_USDT_SWAP,short_3_5,unreviewed,22,7,0.6190476190476191,middle_band,5,datasets/dense_owner_w20_midbox/images/train/okx_YFI_USDT_SWAP_009860_w20.png,2025-09-15 07:15:00+00:00
4e22f5cf7bd4b189,OKB_USDT_SWAP,short_3_5,unreviewed,21,7,0.65,right_band,4,datasets/dense_owner_w20_midbox/images/train/okx_OKB_USDT_SWAP_013860_w20.png,2026-01-26 13:45:00+00:00
980c67eeec1b6360,SOL_USDT_SWAP,short_3_5,unreviewed,20,5,0.631578947368421,middle_band,5,datasets/dense_owner_w20_midbox/images/train/SOL_USDT_SWAP_011730_w20.png,2025-10-01 07:00:00+00:00
320ed4dc21311d9f,GRT_USDT_SWAP,short_3_5,unreviewed,22,5,0.6666666666666666,right_band,5,datasets/dense_owner_w20_midbox/images/train/GRT_USDT_SWAP_002530_w20.png,2025-06-27 20:45:00+00:00
