candidate_id,timeframe_min,arm,policy,kind,bucket,taken,closed,censored,weeks,symbols,win_rate,mean_net_bp,mean_net_r,wins,sum_net_r,mean_gross_bp,median_net_bp,ge5r,ge10r,pf_r,ge5r_rate,win_rate_low,win_rate_high,mean_net_bp_low,mean_net_bp_high,mean_net_r_low,mean_net_r_high,matched,paired_target_mean_net_bp,random_mean_net_bp,random_win_rate,mean_excess_bp,random_coverage,period_kind,period,selection_source,validated,analysis_start,old_window_start,analysis_end_exclusive,period_start_bjt,period_end_bjt,calendar_period_start_observed,calendar_period_end_observed,calendar_period_complete_in_analysis_window,cross_period_exit,period_end_known_closed,period_end_known_closed_rate,period_end_outcome_scope
baseline_15_v9_both_4h20,15,v9_both,baseline,4h,20,138,138,0,107,2,0.2898550724637681,-9.270638361485991,-0.11938134873083214,40.0,-16.474626124854836,10.729361638513996,-96.87845338423651,4.0,0.0,0.8431111752240552,0.028985507246376812,0.20587228041901692,0.375,-57.298464567238945,39.82425218747796,-0.42569320919135806,0.18302932130106594,19,43.203365331914625,24.22816193915195,0.3157894736842105,18.975203392762687,0.13768115942028986,old_window_cut,all,fixed pre-expansion clock observation,False,2020-02-01 00:00:00+00:00,2026-07-23 00:00:00+00:00,2026-09-23 04:00:00+00:00,,,,,,,,,
baseline_15_v9_both_4h20,15,v9_both,baseline,4h,20,132,132,0,102,2,0.2803030303030303,-11.81518992637775,-0.14782875232101542,37.0,-19.513395306374036,8.184810073622236,-98.219319529409,4.0,0.0,0.8067807085557981,0.030303030303030304,0.19847176784199685,0.36622194102112665,-60.46797637727401,41.77657359403238,-0.4504960742371675,0.19601234524111133,17,47.92322026022512,8.466933715467231,0.29411764705882354,39.456286544757894,0.12878787878787878,old_window_cut,earlier_history_mature,fixed pre-expansion clock observation,False,2020-02-01 00:00:00+00:00,2026-07-23 00:00:00+00:00,2026-09-23 04:00:00+00:00,,,,,,,,,
baseline_15_v9_both_4h20,15,v9_both,baseline,4h,20,6,6,0,5,2,0.5,46.70949606613268,0.5064615302532003,3.0,3.0387691815192017,66.70949606613266,23.797034720120998,0.0,0.0,1.7564101659297824,0.0,0.0,0.875,-100.73735034760759,169.7908651259383,-1.3633394113419017,2.092642976928915,1,-120.921516991365,-76.74496819305,0.0,-44.176548798315,0.16666666666666666,old_window_cut,old_window,fixed pre-expansion clock observation,False,2020-02-01 00:00:00+00:00,2026-07-23 00:00:00+00:00,2026-09-23 04:00:00+00:00,,,,,,,,,
baseline_15_v9_both_4h20,15,v9_both,baseline,4h,20,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,old_window_cut,crossing_old_window_cut,fixed pre-expansion clock observation,False,2020-02-01 00:00:00+00:00,2026-07-23 00:00:00+00:00,2026-09-23 04:00:00+00:00,,,,,,,,,
baseline_15_v9_both_4h20,15,v9_both,baseline,4h,20,22,22,0,19,2,0.3181818181818182,23.99341107701082,-0.013941045088377579,7.0,-0.3067029919443067,43.993411077010826,-118.322604855836,0.0,0.0,0.9820991597734676,0.0,0.14285714285714285,0.5263157894736842,-89.54939147297668,162.2725628530443,-0.6727088462150975,0.7721787586748776,0,,,,,0.0,year,2020,fixed pre-expansion clock observation,False,2020-02-01 00:00:00+00:00,2026-07-23 00:00:00+00:00,2026-09-23 04:00:00+00:00,2020-01-01T00:00:00+08:00,2021-01-01T00:00:00+08:00,False,True,False,0.0,22.0,1.0,eventual exits may occur after entry period; incomplete current period is right-censored
baseline_15_v9_both_4h20,15,v9_both,baseline,4h,20,17,17,0,13,2,0.17647058823529413,-131.00978112212255,-0.34893992973543314,3.0,-5.9319788055023634,-111.00978112212253,-173.286970213882,1.0,0.0,0.6030578308118336,0.058823529411764705,0.0,0.4,-246.63460592118201,25.1359180758,-1.0574520331834736,0.7066302383826185,1,552.2583726651279,-119.59986425375101,0.0,671.858236918879,0.058823529411764705,year,2021,fixed pre-expansion clock observation,False,2020-02-01 00:00:00+00:00,2026-07-23 00:00:00+00:00,2026-09-23 04:00:00+00:00,2021-01-01T00:00:00+08:00,2022-01-01T00:00:00+08:00,True,True,True,0.0,17.0,1.0,eventual exits may occur after entry period; incomplete current period is right-censored
baseline_15_v9_both_4h20,15,v9_both,baseline,4h,20,15,15,0,12,2,0.26666666666666666,-39.67252322461768,-0.3050584782174146,4.0,-4.575877173261219,-19.67252322461766,-91.632974763943,0.0,0.0,0.6170729791948114,0.0,0.07142857142857142,0.4666666666666667,-176.53668101493386,93.43872230887118,-0.96830080441287,0.4544883166047127,5,-36.08420577527899,-188.66695936905938,0.0,152.58275359378038,0.3333333333333333,year,2022,fixed pre-expansion clock observation,False,2020-02-01 00:00:00+00:00,2026-07-23 00:00:00+00:00,2026-09-23 04:00:00+00:00,2022-01-01T00:00:00+08:00,2023-01-01T00:00:00+08:00,True,True,True,0.0,15.0,1.0,eventual exits may occur after entry period; incomplete current period is right-censored
baseline_15_v9_both_4h20,15,v9_both,baseline,4h,20,10,10,0,9,2,0.2,-67.50985169887,-0.9234346877847985,2.0,-9.234346877847985,-47.509851698869994,-76.55033002445549,0.0,0.0,0.1360237592846438,0.0,0.0,0.4166666666666667,-116.176668737211,-25.492168828481827,-1.289769628087959,-0.5308294608480778,2,-76.06385199019799,-63.9727060105305,0.0,-12.091145979667493,0.2,year,2023,fixed pre-expansion clock observation,False,2020-02-01 00:00:00+00:00,2026-07-23 00:00:00+00:00,2026-09-23 04:00:00+00:00,2023-01-01T00:00:00+08:00,2024-01-01T00:00:00+08:00,True,True,True,0.0,10.0,1.0,eventual exits may occur after entry period; incomplete current period is right-censored
baseline_15_v9_both_4h20,15,v9_both,baseline,4h,20,23,23,0,19,2,0.30434782608695654,19.64633779873988,0.1886646506971527,7.0,4.339286966034512,39.64633779873981,-82.38693683777099,1.0,0.0,1.293362511087396,0.043478260869565216,0.10526315789473684,0.5,-87.88664410631745,131.27336764063443,-0.5910622290321979,1.0665073612435665,6,145.16307714743036,189.99706753909297,0.6666666666666666,-44.833990391662674,0.2608695652173913,year,2024,fixed pre-expansion clock observation,False,2020-02-01 00:00:00+00:00,2026-07-23 00:00:00+00:00,2026-09-23 04:00:00+00:00,2024-01-01T00:00:00+08:00,2025-01-01T00:00:00+08:00,True,True,True,0.0,23.0,1.0,eventual exits may occur after entry period; incomplete current period is right-censored
baseline_15_v9_both_4h20,15,v9_both,baseline,4h,20,23,23,0,17,2,0.2608695652173913,12.579188141608308,-0.16527501241382295,6.0,-3.801325285517928,32.57918814160831,-100.37065052949899,1.0,0.0,0.7872176513627013,0.043478260869565216,0.08333333333333333,0.478804347826084,-95.7199549666693,145.57227443701555,-0.8155977114072822,0.7090313945523316,1,-86.661995461145,-73.620110700209,0.0,-13.041884760936007,0.043478260869565216,year,2025,fixed pre-expansion clock observation,False,2020-02-01 00:00:00+00:00,2026-07-23 00:00:00+00:00,2026-09-23 04:00:00+00:00,2025-01-01T00:00:00+08:00,2026-01-01T00:00:00+08:00,True,True,True,0.0,23.0,1.0,eventual exits may occur after entry period; incomplete current period is right-censored
