primary_loss_reason,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
cost_flip,6,-11.426305332755664,-12.168305372256532,-68.55783199653399,0.0,False,0.0,6,0
early_reversal,14,-38.794104000140486,-33.3547583905258,-543.1174560019667,0.0,False,0.0,14,0
giveback,7,-34.372007515409045,-28.356020377908724,-240.6040526078633,0.0,False,0.0,7,0
hard_stop,4,-62.51927383596615,-59.16230429564127,-250.0770953438646,0.0,False,0.0,4,0
other_loss,45,-64.76864609850288,-52.43382899113634,-2914.58907443263,0.0,False,0.0,45,0
