fold,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
2023H1,52,-9.258872983875927,-33.58929007874432,-481.4613951615482,0.7633007842504819,False,0.28846153846153844,37,0
2023H2,66,-24.562819689803334,-28.076805987123347,-1621.14609952702,0.23386472192398036,False,0.18181818181818182,54,0
2024H1,55,-10.483220948261716,-38.21853650152416,-576.5771521543944,0.7478257014224047,False,0.2909090909090909,39,0
2024H2,75,-9.952748809035143,-37.21758448902655,-746.4561606776357,0.7483849519800505,False,0.25333333333333335,56,0
