primary_loss_reason,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
cost_flip,28,-11.429229329809516,-13.407856647485987,-320.01842123466645,0.0,False,0.0,28,0
early_reversal,24,-43.10813545640976,-37.99153891175798,-1034.5952509538342,0.0,False,0.0,24,0
giveback,14,-38.58993637271814,-30.59031662127674,-540.259109218054,0.0,False,0.0,14,0
hard_stop,13,-78.00238196462566,-71.36567468406072,-1014.0309655401335,0.0,False,0.0,13,0
other_loss,107,-60.693907013763926,-50.347373176164986,-6494.248050472741,0.0,False,0.0,107,0
