outcome,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
colour_exit,84,-6.447298205470327,-30.91071383962694,-541.5730492595075,0.8103214642783584,False,0.2619047619047619,62,0
hard_stop,7,-70.55744370676686,-46.95893390722182,-493.902105947368,0.0,False,0.0,7,0
