fold,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
2023H1,23,-25.52883129848316,-34.65687697902452,-587.1631198651127,0.41876364212086475,False,0.2608695652173913,17,0
2023H2,23,-29.886516521990075,-29.048197872136843,-687.3898800057718,0.07916132407447726,False,0.13043478260869565,20,0
2024H1,25,-6.305346345201219,-37.87335722819638,-157.63365863003045,0.8514130052845554,False,0.28,18,0
2024H2,34,-9.014961969216264,-36.50922729931281,-306.508706953353,0.8044103352162649,False,0.2647058823529412,25,0
