event_id,decision_time,entry_time,fold,direction,match_status,matched_controls,available_controls,event_risk_atr,month,utc_session,vol_bucket,ltf_side,context_side,context_slope_sign,event_net_return,control_mean_return,excess
2023-02-13T01:00:00+00:00_S,2023-02-13 02:00:00+00:00,2023-02-13 02:00:00+00:00,2023H1,-1,matched,3,12,1.0709603435796191,2023-02,0.0,0.0,-1.0,-1.0,-1.0,-0.004289004029936814,7.711580194801291e-07,-0.004289775187956295
2023-02-13T08:00:00+00:00_S,2023-02-13 09:00:00+00:00,2023-02-13 09:00:00+00:00,2023H1,-1,matched,3,9,1.4386882449690566,2023-02,1.0,0.0,-1.0,-1.0,-1.0,0.00210622793247728,-0.003644902660062749,0.005751130592540029
2023-02-14T08:00:00+00:00_S,2023-02-14 09:00:00+00:00,2023-02-14 09:00:00+00:00,2023H1,-1,matched,3,6,0.776959918818839,2023-02,1.0,0.0,-1.0,-1.0,-1.0,-0.0034656876979024514,-0.002924998618369847,-0.0005406890795326045
2023-02-16T23:00:00+00:00_S,2023-02-17 00:00:00+00:00,2023-02-17 00:00:00+00:00,2023H1,-1,matched,3,7,1.9595365415292831,2023-02,0.0,2.0,-1.0,1.0,1.0,-0.01696659432316272,-0.003737909561753348,-0.013228684761409372
2023-02-19T17:00:00+00:00_S,2023-02-19 18:00:00+00:00,2023-02-19 18:00:00+00:00,2023H1,-1,matched,3,6,2.4860845103773057,2023-02,3.0,1.0,-1.0,1.0,1.0,-0.008067149137750638,-0.0019080266369573995,-0.006159122500793239
2023-02-20T09:00:00+00:00_L,2023-02-20 10:00:00+00:00,2023-02-20 10:00:00+00:00,2023H1,1,matched,3,4,2.455557933266027,2023-02,1.0,2.0,1.0,1.0,1.0,-0.004699651696722927,-0.0031373975812465354,-0.0015622541154763914
2023-02-23T02:00:00+00:00_L,2023-02-23 03:00:00+00:00,2023-02-23 03:00:00+00:00,2023H1,1,insufficient_exact_controls,0,1,1.758032897371544,,,,,,,-0.006292720312761289,,
2023-02-23T11:00:00+00:00_S,2023-02-23 12:00:00+00:00,2023-02-23 12:00:00+00:00,2023H1,-1,matched,3,4,2.3967065986269867,2023-02,2.0,2.0,-1.0,-1.0,-1.0,-0.015878374968458342,0.00040933106912555313,-0.016287706037583893
2023-02-28T19:00:00+00:00_S,2023-02-28 20:00:00+00:00,2023-02-28 20:00:00+00:00,2023H1,-1,matched,3,8,1.544676441144042,2023-02,3.0,1.0,-1.0,-1.0,-1.0,0.001309920303996794,-0.00038965336854716236,0.0016995736725439563
2023-03-07T01:00:00+00:00_L,2023-03-07 02:00:00+00:00,2023-03-07 02:00:00+00:00,2023H1,1,matched,3,3,0.8251013072670934,2023-03,0.0,0.0,1.0,-1.0,-1.0,-0.0034055939079068436,-0.004312395809937288,0.0009068019020304447
2023-03-11T01:00:00+00:00_L,2023-03-11 02:00:00+00:00,2023-03-11 02:00:00+00:00,2023H1,1,matched,3,4,1.4421754629843513,2023-03,0.0,2.0,1.0,-1.0,-1.0,-0.012500485908649049,-0.0029108419637863983,-0.00958964394486265
2023-03-11T07:00:00+00:00_S,2023-03-11 08:00:00+00:00,2023-03-11 08:00:00+00:00,2023H1,-1,matched,3,6,1.8802909544222548,2023-03,1.0,2.0,-1.0,-1.0,-1.0,-0.015457296251901063,-0.004646051646791436,-0.010811244605109627
2023-03-19T14:00:00+00:00_L,2023-03-19 15:00:00+00:00,2023-03-19 15:00:00+00:00,2023H1,1,matched,3,9,0.6814288088934768,2023-03,2.0,1.0,1.0,1.0,1.0,0.02516448711662722,-0.00141098550593932,0.026575472622566543
2023-03-20T18:00:00+00:00_L,2023-03-20 19:00:00+00:00,2023-03-20 19:00:00+00:00,2023H1,1,matched,3,30,1.1276305031447207,2023-03,3.0,2.0,1.0,1.0,1.0,-0.01159236042114886,-0.004374564007028475,-0.007217796414120385
2023-04-02T04:00:00+00:00_S,2023-04-02 05:00:00+00:00,2023-04-02 05:00:00+00:00,2023H1,-1,matched,3,18,0.8393093099790738,2023-04,0.0,0.0,-1.0,1.0,1.0,-0.003772056466244676,-0.0029164320264465343,-0.0008556244397981416
2023-04-03T08:00:00+00:00_L,2023-04-03 09:00:00+00:00,2023-04-03 09:00:00+00:00,2023H1,1,insufficient_exact_controls,0,1,1.911896103158435,,,,,,,-0.003320015529594487,,
2023-04-03T14:00:00+00:00_S,2023-04-03 15:00:00+00:00,2023-04-03 15:00:00+00:00,2023H1,-1,matched,3,16,1.4692585167783987,2023-04,2.0,0.0,-1.0,1.0,1.0,-0.005547061975352817,-0.0038237234800932236,-0.001723338495259593
2023-04-09T06:00:00+00:00_S,2023-04-09 07:00:00+00:00,2023-04-09 07:00:00+00:00,2023H1,-1,matched,3,10,1.4238890655097876,2023-04,1.0,0.0,-1.0,-1.0,-1.0,-0.0030255674687129624,-0.002943700771609324,-8.186669710363859e-05
2023-04-09T18:00:00+00:00_L,2023-04-09 19:00:00+00:00,2023-04-09 19:00:00+00:00,2023H1,1,matched,3,3,1.5269572171975692,2023-04,3.0,0.0,1.0,-1.0,-1.0,0.0086238762521762,-0.0030874772932511303,0.01171135354542733
2023-04-14T15:00:00+00:00_S,2023-04-14 16:00:00+00:00,2023-04-14 16:00:00+00:00,2023H1,-1,insufficient_exact_controls,0,2,1.8272658201369782,,,,,,,-0.0032006866737008793,,
2023-04-16T18:00:00+00:00_L,2023-04-16 19:00:00+00:00,2023-04-16 19:00:00+00:00,2023H1,1,matched,3,16,2.2188886134803987,2023-04,3.0,0.0,1.0,1.0,1.0,-0.008923341692481655,-0.003093243330110849,-0.005830098362370806
2023-04-18T08:00:00+00:00_S,2023-04-18 09:00:00+00:00,2023-04-18 09:00:00+00:00,2023H1,-1,matched,3,5,0.9039692929652354,2023-04,1.0,0.0,1.0,-1.0,-1.0,-0.0024849529865020852,-0.0020851132000421564,-0.0003998397864599288
2023-04-18T09:00:00+00:00_L,2023-04-18 10:00:00+00:00,2023-04-18 10:00:00+00:00,2023H1,1,matched,3,5,1.2933251518235473,2023-04,1.0,0.0,1.0,-1.0,-1.0,0.010050933763357419,-0.004310042105572026,0.014360975868929444
2023-04-19T08:00:00+00:00_S,2023-04-19 09:00:00+00:00,2023-04-19 09:00:00+00:00,2023H1,-1,insufficient_exact_controls,0,1,3.770597395063187,,,,,,,-0.006401767563361192,,
2023-04-25T17:00:00+00:00_L,2023-04-25 18:00:00+00:00,2023-04-25 18:00:00+00:00,2023H1,1,matched,3,5,1.7329527943342555,2023-04,3.0,1.0,1.0,-1.0,-1.0,0.02200214285455737,0.00015380561002576072,0.021848337244531613
2023-04-29T13:00:00+00:00_L,2023-04-29 14:00:00+00:00,2023-04-29 14:00:00+00:00,2023H1,1,matched,3,17,0.8047815904500324,2023-04,2.0,0.0,1.0,1.0,1.0,-0.0041267183884579044,-0.004328902016923966,0.0002021836284660612
2023-05-01T01:00:00+00:00_S,2023-05-01 02:00:00+00:00,2023-05-01 02:00:00+00:00,2023H1,-1,insufficient_exact_controls,0,2,3.6319560698618845,,,,,,,-0.005570664431201687,,
2023-05-03T20:00:00+00:00_L,2023-05-03 21:00:00+00:00,2023-05-03 21:00:00+00:00,2023H1,1,insufficient_exact_controls,0,1,0.9596818097989912,,,,,,,0.014571466641420285,,
2023-05-05T13:00:00+00:00_L,2023-05-05 14:00:00+00:00,2023-05-05 14:00:00+00:00,2023H1,1,insufficient_exact_controls,0,1,1.3536811788608714,,,,,,,0.007590698599099889,,
2023-05-15T01:00:00+00:00_L,2023-05-15 02:00:00+00:00,2023-05-15 02:00:00+00:00,2023H1,1,matched,3,14,2.9004952959856536,2023-05,0.0,0.0,1.0,-1.0,-1.0,0.005776381263184362,-0.0018539679028780232,0.007630349166062385
2023-05-22T13:00:00+00:00_L,2023-05-22 14:00:00+00:00,2023-05-22 14:00:00+00:00,2023H1,1,matched,3,14,2.44298949060818,2023-05,2.0,0.0,1.0,-1.0,-1.0,-0.006680961374662118,-0.003737712062594099,-0.002943249312068019
2023-05-24T03:00:00+00:00_S,2023-05-24 04:00:00+00:00,2023-05-24 04:00:00+00:00,2023H1,-1,insufficient_exact_controls,0,1,2.9462616177880485,,,,,,,-0.00043208111367043327,,
2023-06-06T16:00:00+00:00_L,2023-06-06 17:00:00+00:00,2023-06-06 17:00:00+00:00,2023H1,1,matched,3,5,1.5109656964971454,2023-06,2.0,2.0,1.0,-1.0,-1.0,0.02752599121615984,0.019167479171241952,0.008358512044917887
2023-06-12T08:00:00+00:00_L,2023-06-12 09:00:00+00:00,2023-06-12 09:00:00+00:00,2023H1,1,matched,3,8,1.0431744820431081,2023-06,1.0,1.0,1.0,-1.0,-1.0,-0.0013599975325206941,-0.004032071886257795,0.0026720743537371012
2023-06-12T13:00:00+00:00_S,2023-06-12 14:00:00+00:00,2023-06-12 14:00:00+00:00,2023H1,-1,matched,3,9,0.96529484865796,2023-06,2.0,1.0,-1.0,-1.0,-1.0,-0.003798568122705735,-0.00461767806536195,0.0008191099426562154
2023-06-13T15:00:00+00:00_S,2023-06-13 16:00:00+00:00,2023-06-13 16:00:00+00:00,2023H1,-1,insufficient_exact_controls,0,0,1.361626385605967,,,,,,,-0.007562715443619748,,
2023-06-14T05:00:00+00:00_S,2023-06-14 06:00:00+00:00,2023-06-14 06:00:00+00:00,2023H1,-1,matched,3,7,1.1702666807926432,2023-06,1.0,0.0,-1.0,-1.0,-1.0,-0.004680747359870006,-0.0027789052801534524,-0.0019018420797165536
2023-06-18T14:00:00+00:00_L,2023-06-18 15:00:00+00:00,2023-06-18 15:00:00+00:00,2023H1,1,matched,3,3,0.8573332823565624,2023-06,2.0,0.0,1.0,1.0,1.0,0.0004145763567395839,-0.0025713741405570425,0.0029859504972966264
2023-07-02T17:00:00+00:00_S,2023-07-02 18:00:00+00:00,2023-07-02 18:00:00+00:00,2023H2,-1,matched,3,13,1.1965322487977876,2023-07,3.0,0.0,-1.0,-1.0,-1.0,-0.0050319355114216684,-0.0019430893634706126,-0.003088846147951056
2023-07-10T12:00:00+00:00_S,2023-07-10 13:00:00+00:00,2023-07-10 13:00:00+00:00,2023H2,-1,matched,3,8,1.162311203415385,2023-07,2.0,0.0,-1.0,-1.0,-1.0,-0.003747260580541532,-0.0029746592022889336,-0.0007726013782525984
2023-07-13T13:00:00+00:00_L,2023-07-13 14:00:00+00:00,2023-07-13 14:00:00+00:00,2023H2,1,matched,3,8,1.274040374209076,2023-07,2.0,0.0,1.0,1.0,-1.0,-0.0071365674684060725,-0.002551548831844569,-0.004585018636561503
2023-07-14T17:00:00+00:00_S,2023-07-14 18:00:00+00:00,2023-07-14 18:00:00+00:00,2023H2,-1,insufficient_exact_controls,0,2,2.486385251721613,,,,,,,0.011842623677502996,,
2023-07-17T22:00:00+00:00_S,2023-07-17 23:00:00+00:00,2023-07-17 23:00:00+00:00,2023H2,-1,matched,3,12,0.985810729258137,2023-07,3.0,1.0,1.0,-1.0,-1.0,-0.0014619263038322377,-0.002388113049453002,0.0009261867456207642
2023-07-18T02:00:00+00:00_S,2023-07-18 03:00:00+00:00,2023-07-18 03:00:00+00:00,2023H2,-1,matched,3,6,0.7420585719670267,2023-07,0.0,1.0,-1.0,-1.0,-1.0,0.00010123086319757842,-0.003973792310853521,0.0040750231740511
2023-07-19T14:00:00+00:00_S,2023-07-19 15:00:00+00:00,2023-07-19 15:00:00+00:00,2023H2,-1,matched,3,4,1.501898396846206,2023-07,2.0,1.0,-1.0,-1.0,-1.0,-0.006385847259851472,-0.00395558639101967,-0.0024302608688318017
2023-07-20T14:00:00+00:00_S,2023-07-20 15:00:00+00:00,2023-07-20 15:00:00+00:00,2023H2,-1,insufficient_exact_controls,0,0,2.8474109277094355,,,,,,,-0.003054398925453448,,
2023-07-23T04:00:00+00:00_L,2023-07-23 05:00:00+00:00,2023-07-23 05:00:00+00:00,2023H2,1,matched,3,10,0.7619286626134757,2023-07,0.0,0.0,1.0,-1.0,-1.0,-0.0020501645396902007,-0.0023629817135257785,0.00031281717383557783
2023-07-24T02:00:00+00:00_S,2023-07-24 03:00:00+00:00,2023-07-24 03:00:00+00:00,2023H2,-1,insufficient_exact_controls,0,1,0.9960959127171501,,,,,,,-0.001724877453036176,,
2023-07-26T02:00:00+00:00_L,2023-07-26 03:00:00+00:00,2023-07-26 03:00:00+00:00,2023H2,1,matched,3,7,1.62482926919684,2023-07,0.0,0.0,1.0,-1.0,-1.0,-0.004629036168026122,-0.002380153831307443,-0.002248882336718679
2023-07-26T12:00:00+00:00_L,2023-07-26 13:00:00+00:00,2023-07-26 13:00:00+00:00,2023H2,1,matched,3,16,0.753785547560534,2023-07,2.0,0.0,1.0,-1.0,-1.0,0.00021009596469312615,-0.0014124534129714688,0.001622549377664595
2023-07-28T14:00:00+00:00_L,2023-07-28 15:00:00+00:00,2023-07-28 15:00:00+00:00,2023H2,1,matched,3,13,2.1230855641272717,2023-07,2.0,0.0,1.0,-1.0,-1.0,-0.006761646362970273,-0.002336262229856129,-0.004425384133114144
2023-07-30T13:00:00+00:00_S,2023-07-30 14:00:00+00:00,2023-07-30 14:00:00+00:00,2023H2,-1,matched,3,5,0.9662871517360593,2023-07,2.0,0.0,-1.0,-1.0,-1.0,-0.0029048197872136843,-0.0029830812050645546,7.826141785087027e-05
2023-08-06T12:00:00+00:00_S,2023-08-06 13:00:00+00:00,2023-08-06 13:00:00+00:00,2023H2,-1,matched,3,14,0.8692838701238772,2023-08,2.0,0.0,-1.0,-1.0,-1.0,-0.0022686024408384835,-0.003699096473860499,0.0014304940330220153
2023-08-11T15:00:00+00:00_S,2023-08-11 16:00:00+00:00,2023-08-11 16:00:00+00:00,2023H2,-1,insufficient_exact_controls,0,0,1.4594882227857762,,,,,,,-0.00142853449712743,,
2023-08-12T01:00:00+00:00_S,2023-08-12 02:00:00+00:00,2023-08-12 02:00:00+00:00,2023H2,-1,matched,3,4,0.8078775007518373,2023-08,0.0,0.0,-1.0,1.0,1.0,-0.002455701712622103,-0.0025178462282205234,6.214451559842038e-05
2023-08-12T14:00:00+00:00_L,2023-08-12 15:00:00+00:00,2023-08-12 15:00:00+00:00,2023H2,1,matched,3,3,1.0109536978233569,2023-08,2.0,0.0,1.0,1.0,1.0,-0.0021731466518190006,-0.0028275842413679735,0.0006544375895489729
2023-08-13T18:00:00+00:00_L,2023-08-13 19:00:00+00:00,2023-08-13 19:00:00+00:00,2023H2,1,insufficient_exact_controls,0,0,0.8982069841412567,,,,,,,-0.002183494967480491,,
2023-08-13T21:00:00+00:00_S,2023-08-13 22:00:00+00:00,2023-08-13 22:00:00+00:00,2023H2,-1,insufficient_exact_controls,0,0,1.5218962426061085,,,,,,,0.0003963183835743473,,
2023-08-23T10:00:00+00:00_S,2023-08-23 11:00:00+00:00,2023-08-23 11:00:00+00:00,2023H2,-1,matched,3,13,0.6026425594364834,2023-08,1.0,2.0,-1.0,-1.0,-1.0,-0.0028356020377908724,-0.0034058171893228298,0.0005702151515319573
2023-08-24T14:00:00+00:00_S,2023-08-24 15:00:00+00:00,2023-08-24 15:00:00+00:00,2023H2,-1,insufficient_exact_controls,0,1,1.7901050045785791,,,,,,,-0.00012027196716801573,,
2023-08-29T06:00:00+00:00_S,2023-08-29 07:00:00+00:00,2023-08-29 07:00:00+00:00,2023H2,-1,matched,3,7,0.6833527435385404,2023-08,1.0,1.0,-1.0,1.0,1.0,-0.000819825395666161,-0.002442081876302162,0.001622256480636001
2023-08-29T14:00:00+00:00_L,2023-08-29 15:00:00+00:00,2023-08-29 15:00:00+00:00,2023H2,1,insufficient_exact_controls,0,0,7.587435602508026,,,,,,,0.013947849368488587,,
2023-09-03T17:00:00+00:00_L,2023-09-03 18:00:00+00:00,2023-09-03 18:00:00+00:00,2023H2,1,matched,3,6,0.740957210091389,2023-09,3.0,1.0,1.0,-1.0,-1.0,0.001719640318892603,-0.0026154252226310644,0.004335065541523667
2023-09-06T07:00:00+00:00_S,2023-09-06 08:00:00+00:00,2023-09-06 08:00:00+00:00,2023H2,-1,matched,3,5,0.7510670177359459,2023-09,1.0,0.0,-1.0,-1.0,-1.0,-0.0033525646257710467,-0.0026089058839275907,-0.0007436587418434559
2023-09-07T11:00:00+00:00_S,2023-09-07 12:00:00+00:00,2023-09-07 12:00:00+00:00,2023H2,-1,matched,3,8,0.6649299109729235,2023-09,2.0,0.0,-1.0,-1.0,-1.0,-0.004057557146802225,-0.0024354155788833434,-0.0016221415679188813
2023-09-10T21:00:00+00:00_L,2023-09-10 22:00:00+00:00,2023-09-10 22:00:00+00:00,2023H2,1,matched,3,3,1.0219153660746727,2023-09,3.0,1.0,1.0,-1.0,-1.0,-0.004246566458994348,-0.005019554111179897,0.0007729876521855488
2023-09-11T05:00:00+00:00_L,2023-09-11 06:00:00+00:00,2023-09-11 06:00:00+00:00,2023H2,1,insufficient_exact_controls,0,1,1.2953392290471895,,,,,,,-0.005034737317616498,,
2023-09-12T03:00:00+00:00_L,2023-09-12 04:00:00+00:00,2023-09-12 04:00:00+00:00,2023H2,1,insufficient_exact_controls,0,0,3.2368542945278116,,,,,,,-0.002782942701772371,,
2023-09-15T22:00:00+00:00_L,2023-09-15 23:00:00+00:00,2023-09-15 23:00:00+00:00,2023H2,1,insufficient_exact_controls,0,1,2.2608983624453236,,,,,,,-0.007564497757395315,,
2023-09-17T07:00:00+00:00_S,2023-09-17 08:00:00+00:00,2023-09-17 08:00:00+00:00,2023H2,-1,matched,3,3,0.6889442827629191,2023-09,1.0,0.0,-1.0,1.0,1.0,-0.003660440016604481,-0.0021116316546130314,-0.0015488083619914494
2023-09-17T16:00:00+00:00_S,2023-09-17 17:00:00+00:00,2023-09-17 17:00:00+00:00,2023H2,-1,matched,3,4,0.6939956873148853,2023-09,2.0,0.0,-1.0,1.0,1.0,-0.0024753694488355276,-0.0019691138566427405,-0.0005062555921927872
2023-09-26T20:00:00+00:00_S,2023-09-26 21:00:00+00:00,2023-09-26 21:00:00+00:00,2023H2,-1,matched,3,13,1.22787000249543,2023-09,3.0,1.0,-1.0,-1.0,-1.0,-0.0027567332056825915,-0.002973961346335465,0.00021722814065287333
2023-09-27T03:00:00+00:00_L,2023-09-27 04:00:00+00:00,2023-09-27 04:00:00+00:00,2023H2,1,matched,3,3,0.5771825912433097,2023-09,0.0,0.0,1.0,-1.0,-1.0,-0.0027954056759236217,-0.0018390097388734077,-0.000956395937050214
2023-10-06T09:00:00+00:00_L,2023-10-06 10:00:00+00:00,2023-10-06 10:00:00+00:00,2023H2,1,matched,3,11,0.9379287616855678,2023-10,1.0,1.0,1.0,1.0,1.0,-0.0047880101119538426,-0.0015583291937448396,-0.003229680918209003
2023-10-06T12:00:00+00:00_S,2023-10-06 13:00:00+00:00,2023-10-06 13:00:00+00:00,2023H2,-1,matched,3,17,3.4037479409900784,2023-10,2.0,2.0,-1.0,1.0,1.0,-0.016305317072454972,0.0017955401754840394,-0.01810085724793901
2023-10-08T06:00:00+00:00_S,2023-10-08 07:00:00+00:00,2023-10-08 07:00:00+00:00,2023H2,-1,matched,3,3,0.8172724929392794,2023-10,1.0,0.0,-1.0,1.0,1.0,-0.003735289477835744,-0.0028524765159972545,-0.0008828129618384897
2023-10-08T15:00:00+00:00_S,2023-10-08 16:00:00+00:00,2023-10-08 16:00:00+00:00,2023H2,-1,insufficient_exact_controls,0,1,0.5604982070036131,,,,,,,-0.0029784946236559567,,
2023-10-15T11:00:00+00:00_S,2023-10-15 12:00:00+00:00,2023-10-15 12:00:00+00:00,2023H2,-1,insufficient_exact_controls,0,1,0.9812997796453247,,,,,,,-0.003548984781969409,,
2023-10-18T09:00:00+00:00_S,2023-10-18 10:00:00+00:00,2023-10-18 10:00:00+00:00,2023H2,-1,matched,3,5,1.6857027923012733,2023-10,1.0,2.0,-1.0,1.0,1.0,-0.005404285436240384,-0.005097842321720945,-0.00030644311451943906
2023-10-30T08:00:00+00:00_L,2023-10-30 09:00:00+00:00,2023-10-30 09:00:00+00:00,2023H2,1,matched,3,8,1.2732179152537288,2023-10,1.0,1.0,1.0,1.0,1.0,0.003760495966780521,-0.0021491560549874427,0.005909652021767964
2023-10-31T12:00:00+00:00_S,2023-10-31 13:00:00+00:00,2023-10-31 13:00:00+00:00,2023H2,-1,matched,3,4,1.118871980801197,2023-10,2.0,1.0,-1.0,1.0,1.0,-0.0032447201420204835,-0.004091851195344274,0.0008471310533237908
2023-10-31T18:00:00+00:00_L,2023-10-31 19:00:00+00:00,2023-10-31 19:00:00+00:00,2023H2,1,matched,3,13,0.6992766366266394,2023-10,3.0,1.0,1.0,1.0,1.0,-0.0029746730059089215,-0.003316078559915298,0.0003414055540063763
2023-11-01T05:00:00+00:00_S,2023-11-01 06:00:00+00:00,2023-11-01 06:00:00+00:00,2023H2,-1,matched,3,5,0.5911092764111132,2023-11,1.0,1.0,-1.0,1.0,1.0,-0.004447991104565173,-0.0028396893794883065,-0.001608301725076866
2023-11-01T14:00:00+00:00_S,2023-11-01 15:00:00+00:00,2023-11-01 15:00:00+00:00,2023H2,-1,insufficient_exact_controls,0,0,1.9945737920693127,,,,,,,-0.011801224494574212,,
2023-11-02T15:00:00+00:00_S,2023-11-02 16:00:00+00:00,2023-11-02 16:00:00+00:00,2023H2,-1,insufficient_exact_controls,0,2,0.992764311426692,,,,,,,-0.004809313176342698,,
2023-11-06T04:00:00+00:00_S,2023-11-06 05:00:00+00:00,2023-11-06 05:00:00+00:00,2023H2,-1,matched,3,5,0.7026440528804196,2023-11,0.0,1.0,-1.0,1.0,1.0,-0.0016588332095767138,-0.003528608967365027,0.0018697757577883132
2023-11-07T18:00:00+00:00_L,2023-11-07 19:00:00+00:00,2023-11-07 19:00:00+00:00,2023H2,1,insufficient_exact_controls,0,1,2.57990892732396,,,,,,,-0.001994349947313399,,
2023-11-13T03:00:00+00:00_S,2023-11-13 04:00:00+00:00,2023-11-13 04:00:00+00:00,2023H2,-1,matched,3,3,1.4515775426434805,2023-11,0.0,0.0,-1.0,1.0,1.0,-0.0019945840701255362,-0.0020771387087526257,8.255463862708945e-05
2023-11-15T11:00:00+00:00_L,2023-11-15 12:00:00+00:00,2023-11-15 12:00:00+00:00,2023H2,1,matched,3,4,1.5084002408593242,2023-11,2.0,1.0,1.0,-1.0,1.0,-0.006721484825572664,0.022149026703663477,-0.028870511529236143
2023-11-21T11:00:00+00:00_S,2023-11-21 12:00:00+00:00,2023-11-21 12:00:00+00:00,2023H2,-1,matched,3,5,0.9342607454507958,2023-11,2.0,1.0,-1.0,1.0,1.0,0.002134877164286621,-0.0021481775021547894,0.00428305466644141
2023-11-22T18:00:00+00:00_L,2023-11-22 19:00:00+00:00,2023-11-22 19:00:00+00:00,2023H2,1,insufficient_exact_controls,0,0,2.111696740134816,,,,,,,0.0038401576009394773,,
2023-11-26T10:00:00+00:00_S,2023-11-26 11:00:00+00:00,2023-11-26 11:00:00+00:00,2023H2,-1,matched,3,7,0.7922428467522367,2023-11,1.0,0.0,-1.0,1.0,1.0,0.0038880319120721003,-0.0017181172089326662,0.0056061491210047665
2023-12-01T01:00:00+00:00_L,2023-12-01 02:00:00+00:00,2023-12-01 02:00:00+00:00,2023H2,1,matched,3,10,1.6873059579031853,2023-12,0.0,0.0,1.0,1.0,1.0,0.002047526818817815,-0.002673901457988957,0.004721428276806772
2023-12-07T08:00:00+00:00_S,2023-12-07 09:00:00+00:00,2023-12-07 09:00:00+00:00,2023H2,-1,matched,3,7,1.203784260374033,2023-12,1.0,1.0,-1.0,1.0,1.0,0.0055970446762196886,-0.0012617526437666358,0.006858797319986325
2023-12-08T11:00:00+00:00_L,2023-12-08 12:00:00+00:00,2023-12-08 12:00:00+00:00,2023H2,1,matched,3,15,1.1695056326363023,2023-12,2.0,1.0,1.0,1.0,1.0,-0.0018855020392087845,0.006490183692830795,-0.008375685732039579
2023-12-16T15:00:00+00:00_L,2023-12-16 16:00:00+00:00,2023-12-16 16:00:00+00:00,2023H2,1,matched,3,4,1.3396906657105356,2023-12,2.0,1.0,1.0,-1.0,-1.0,-0.005776392500727588,-0.0036782448628363347,-0.002098147637891253
