outcome,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
colour_exit,235,-10.262169540342407,-30.54398925453448,-2411.6098419804657,0.7125312782698079,False,0.26382978723404255,173,0
hard_stop,13,-78.00238196462566,-71.36567468406072,-1014.0309655401335,0.0,False,0.0,13,0
