event_id,decision_time,entry_time,fold,direction,match_status,matched_controls,available_controls,event_risk_atr,month,utc_session,vol_bucket,ltf_side,context_side,context_slope_sign,event_net_return,control_mean_return,excess
2024-08-23T12:00:00+00:00_L,2024-08-23 13:00:00+00:00,2024-08-23 13:00:00+00:00,2024H2,1,insufficient_exact_controls,0,1,1.1001465828667292,,,,,,,-0.005938463148873139,,
2024-08-31T13:00:00+00:00_S,2024-08-31 14:00:00+00:00,2024-08-31 14:00:00+00:00,2024H2,-1,insufficient_exact_controls,0,1,1.0250375595083623,,,,,,,-0.004873616838648285,,
2024-09-05T03:00:00+00:00_S,2024-09-05 04:00:00+00:00,2024-09-05 04:00:00+00:00,2024H2,-1,insufficient_exact_controls,0,1,1.2683329612685452,,,,,,,-0.0025672020657359056,,
2024-09-06T13:00:00+00:00_S,2024-09-06 14:00:00+00:00,2024-09-06 14:00:00+00:00,2024H2,-1,insufficient_exact_controls,0,0,2.0854127873025794,,,,,,,0.039863685399771365,,
2024-09-13T07:00:00+00:00_L,2024-09-13 08:00:00+00:00,2024-09-13 08:00:00+00:00,2024H2,1,matched,3,6,0.9760672315795738,2024-09,1.0,0.0,1.0,1.0,1.0,-0.002442207596679123,-0.0020838380591668595,-0.0003583695375122633
2024-09-21T22:00:00+00:00_L,2024-09-21 23:00:00+00:00,2024-09-21 23:00:00+00:00,2024H2,1,matched,3,4,0.8307137551016102,2024-09,3.0,0.0,1.0,1.0,1.0,-0.0031433903183464267,-0.003303642192128899,0.0001602518737824723
2024-10-03T07:00:00+00:00_S,2024-10-03 08:00:00+00:00,2024-10-03 08:00:00+00:00,2024H2,-1,matched,3,3,1.0281834100790472,2024-10,1.0,2.0,-1.0,-1.0,-1.0,0.0005652472189306996,-0.003148728991918905,0.0037139762108496046
2024-10-18T01:00:00+00:00_L,2024-10-18 02:00:00+00:00,2024-10-18 02:00:00+00:00,2024H2,1,insufficient_exact_controls,0,0,1.9709691966852705,,,,,,,-0.00687371512481638,,
2024-10-19T14:00:00+00:00_L,2024-10-19 15:00:00+00:00,2024-10-19 15:00:00+00:00,2024H2,1,insufficient_exact_controls,0,1,0.7365749467944316,,,,,,,-0.003442166910688103,,
2024-10-31T01:00:00+00:00_L,2024-10-31 02:00:00+00:00,2024-10-31 02:00:00+00:00,2024H2,1,insufficient_exact_controls,0,1,0.7184782601783062,,,,,,,-0.0038596785491744594,,
2024-10-31T10:00:00+00:00_L,2024-10-31 11:00:00+00:00,2024-10-31 11:00:00+00:00,2024H2,1,matched,3,3,1.0374683867567775,2024-10,1.0,0.0,1.0,1.0,1.0,-0.005888013106899679,-0.002437474395927562,-0.0034505387109721175
2024-11-13T13:00:00+00:00_L,2024-11-13 14:00:00+00:00,2024-11-13 14:00:00+00:00,2024H2,1,matched,3,7,1.4699680261388324,2024-11,2.0,2.0,1.0,1.0,1.0,0.02522347877864961,0.006247847962771522,0.018975630815878088
2024-11-22T15:00:00+00:00_L,2024-11-22 16:00:00+00:00,2024-11-22 16:00:00+00:00,2024H2,1,insufficient_exact_controls,0,2,1.7958458683535579,,,,,,,0.002755146932114318,,
2024-11-23T14:00:00+00:00_L,2024-11-23 15:00:00+00:00,2024-11-23 15:00:00+00:00,2024H2,1,insufficient_exact_controls,0,2,0.6800778615740699,,,,,,,-0.0032472804325794895,,
2024-12-06T17:00:00+00:00_L,2024-12-06 18:00:00+00:00,2024-12-06 18:00:00+00:00,2024H2,1,insufficient_exact_controls,0,1,1.598145670728007,,,,,,,0.0032253927718868276,,
2024-12-08T19:00:00+00:00_L,2024-12-08 20:00:00+00:00,2024-12-08 20:00:00+00:00,2024H2,1,matched,3,8,1.1272970044086736,2024-12,3.0,0.0,1.0,1.0,1.0,-0.005806864539735888,-0.0024100803395966635,-0.0033967842001392246
2024-12-09T14:00:00+00:00_L,2024-12-09 15:00:00+00:00,2024-12-09 15:00:00+00:00,2024H2,1,insufficient_exact_controls,0,1,1.6188860702757286,,,,,,,-0.014881664621403277,,
2024-12-13T14:00:00+00:00_L,2024-12-13 15:00:00+00:00,2024-12-13 15:00:00+00:00,2024H2,1,matched,3,6,1.2639733803828768,2024-12,2.0,0.0,1.0,1.0,1.0,-0.009862955116909931,-0.0034622525615703617,-0.006400702555339569
2024-12-13T16:00:00+00:00_L,2024-12-13 17:00:00+00:00,2024-12-13 17:00:00+00:00,2024H2,1,insufficient_exact_controls,0,1,1.5715683585969125,,,,,,,0.00039434388244141867,,
2024-12-14T19:00:00+00:00_L,2024-12-14 20:00:00+00:00,2024-12-14 20:00:00+00:00,2024H2,1,matched,3,5,0.9380933925541327,2024-12,3.0,0.0,1.0,1.0,1.0,-0.004024938718959812,-0.0025836811584488677,-0.0014412575605109446
2024-12-23T13:00:00+00:00_S,2024-12-23 14:00:00+00:00,2024-12-23 14:00:00+00:00,2024H2,-1,insufficient_exact_controls,0,0,1.6574938460231752,,,,,,,0.012638103314774553,,
