event_id,decision_time,entry_time,fold,direction,match_status,matched_controls,available_controls,event_risk_atr,month,utc_session,vol_bucket,ltf_side,context_side,context_slope_sign,event_net_return,control_mean_return,excess
2023-01-06T00:00:00+00:00_L,2023-01-06 01:00:00+00:00,2023-01-06 01:00:00+00:00,2023H1,1,insufficient_exact_controls,0,1,0.8594173922696594,,,,,,,-0.003791062479613359,,
2023-01-08T14:00:00+00:00_L,2023-01-08 15:00:00+00:00,2023-01-08 15:00:00+00:00,2023H1,1,insufficient_exact_controls,0,1,1.195699930296333,,,,,,,-0.003397842486154377,,
2023-01-08T20:00:00+00:00_L,2023-01-08 21:00:00+00:00,2023-01-08 21:00:00+00:00,2023H1,1,insufficient_exact_controls,0,2,1.42861714956961,,,,,,,0.011641801071308635,,
2023-01-23T10:00:00+00:00_L,2023-01-23 11:00:00+00:00,2023-01-23 11:00:00+00:00,2023H1,1,matched,3,15,0.8969913209601957,2023-01,1.0,2.0,1.0,1.0,1.0,-0.0030387524495789613,-0.0032791479003998463,0.00024039545082088498
2023-01-23T20:00:00+00:00_L,2023-01-23 21:00:00+00:00,2023-01-23 21:00:00+00:00,2023H1,1,matched,3,18,1.1668604843503376,2023-01,3.0,2.0,1.0,1.0,1.0,-0.007567063135359596,-0.004355465739539338,-0.0032115973958202577
2023-01-25T20:00:00+00:00_L,2023-01-25 21:00:00+00:00,2023-01-25 21:00:00+00:00,2023H1,1,matched,3,6,1.1370049870649785,2023-01,3.0,1.0,1.0,1.0,1.0,0.001666357140677423,-0.0002636116446437965,0.0019299687853212195
2023-01-27T16:00:00+00:00_L,2023-01-27 17:00:00+00:00,2023-01-27 17:00:00+00:00,2023H1,1,insufficient_exact_controls,0,2,1.2302132977824802,,,,,,,-0.0008026902728310841,,
2023-02-13T01:00:00+00:00_S,2023-02-13 02:00:00+00:00,2023-02-13 02:00:00+00:00,2023H1,-1,matched,3,6,1.0709603435796191,2023-02,0.0,0.0,-1.0,-1.0,-1.0,-0.004289004029936814,-0.003810440414196165,-0.00047856361574064943
2023-02-13T08:00:00+00:00_S,2023-02-13 09:00:00+00:00,2023-02-13 09:00:00+00:00,2023H1,-1,insufficient_exact_controls,0,1,1.4386882449690566,,,,,,,0.00210622793247728,,
2023-02-14T08:00:00+00:00_S,2023-02-14 09:00:00+00:00,2023-02-14 09:00:00+00:00,2023H1,-1,insufficient_exact_controls,0,1,0.776959918818839,,,,,,,-0.0034656876979024514,,
2023-02-20T09:00:00+00:00_L,2023-02-20 10:00:00+00:00,2023-02-20 10:00:00+00:00,2023H1,1,insufficient_exact_controls,0,0,2.455557933266027,,,,,,,-0.004699651696722927,,
2023-02-28T19:00:00+00:00_S,2023-02-28 20:00:00+00:00,2023-02-28 20:00:00+00:00,2023H1,-1,insufficient_exact_controls,0,1,1.544676441144042,,,,,,,0.001309920303996794,,
2023-03-11T07:00:00+00:00_S,2023-03-11 08:00:00+00:00,2023-03-11 08:00:00+00:00,2023H1,-1,insufficient_exact_controls,0,0,1.8802909544222548,,,,,,,-0.015457296251901063,,
2023-03-19T14:00:00+00:00_L,2023-03-19 15:00:00+00:00,2023-03-19 15:00:00+00:00,2023H1,1,matched,3,4,0.6814288088934768,2023-03,2.0,1.0,1.0,1.0,1.0,0.02516448711662722,0.002741960856490923,0.0224225262601363
2023-03-20T18:00:00+00:00_L,2023-03-20 19:00:00+00:00,2023-03-20 19:00:00+00:00,2023H1,1,matched,3,16,1.1276305031447207,2023-03,3.0,2.0,1.0,1.0,1.0,-0.01159236042114886,-0.008656779885172473,-0.0029355805359763867
2023-04-09T06:00:00+00:00_S,2023-04-09 07:00:00+00:00,2023-04-09 07:00:00+00:00,2023H1,-1,matched,3,5,1.4238890655097876,2023-04,1.0,0.0,-1.0,-1.0,-1.0,-0.0030255674687129624,-0.0026339812889144536,-0.00039158617979850874
2023-04-18T08:00:00+00:00_S,2023-04-18 09:00:00+00:00,2023-04-18 09:00:00+00:00,2023H1,-1,matched,3,4,0.9039692929652354,2023-04,1.0,0.0,1.0,-1.0,-1.0,-0.0024849529865020852,-0.0015748076548531813,-0.0009101453316489039
2023-04-29T13:00:00+00:00_L,2023-04-29 14:00:00+00:00,2023-04-29 14:00:00+00:00,2023H1,1,matched,3,4,0.8047815904500324,2023-04,2.0,0.0,1.0,1.0,1.0,-0.0041267183884579044,-0.0033167399228367627,-0.0008099784656211417
2023-06-12T13:00:00+00:00_S,2023-06-12 14:00:00+00:00,2023-06-12 14:00:00+00:00,2023H1,-1,matched,3,5,0.96529484865796,2023-06,2.0,1.0,-1.0,-1.0,-1.0,-0.003798568122705735,-0.004793697048303123,0.0009951289255973883
2023-06-14T05:00:00+00:00_S,2023-06-14 06:00:00+00:00,2023-06-14 06:00:00+00:00,2023H1,-1,insufficient_exact_controls,0,2,1.1702666807926432,,,,,,,-0.004680747359870006,,
2023-06-18T14:00:00+00:00_L,2023-06-18 15:00:00+00:00,2023-06-18 15:00:00+00:00,2023H1,1,matched,3,3,0.8573332823565624,2023-06,2.0,0.0,1.0,1.0,1.0,0.0004145763567395839,-0.0025713741405570425,0.0029859504972966264
2023-07-02T17:00:00+00:00_S,2023-07-02 18:00:00+00:00,2023-07-02 18:00:00+00:00,2023H2,-1,matched,3,8,1.1965322487977876,2023-07,3.0,0.0,-1.0,-1.0,-1.0,-0.0050319355114216684,-0.002157257465385937,-0.0028746780460357315
2023-07-10T12:00:00+00:00_S,2023-07-10 13:00:00+00:00,2023-07-10 13:00:00+00:00,2023H2,-1,matched,3,6,1.162311203415385,2023-07,2.0,0.0,-1.0,-1.0,-1.0,-0.003747260580541532,-0.00311129447982794,-0.0006359661007135919
2023-07-17T22:00:00+00:00_S,2023-07-17 23:00:00+00:00,2023-07-17 23:00:00+00:00,2023H2,-1,matched,3,7,0.985810729258137,2023-07,3.0,1.0,1.0,-1.0,-1.0,-0.0014619263038322377,-0.002388113049453002,0.0009261867456207642
2023-07-18T02:00:00+00:00_S,2023-07-18 03:00:00+00:00,2023-07-18 03:00:00+00:00,2023H2,-1,matched,3,4,0.7420585719670267,2023-07,0.0,1.0,-1.0,-1.0,-1.0,0.00010123086319757842,-0.0023010242195815583,0.0024022550827791367
2023-07-19T14:00:00+00:00_S,2023-07-19 15:00:00+00:00,2023-07-19 15:00:00+00:00,2023H2,-1,insufficient_exact_controls,0,1,1.501898396846206,,,,,,,-0.006385847259851472,,
2023-07-30T13:00:00+00:00_S,2023-07-30 14:00:00+00:00,2023-07-30 14:00:00+00:00,2023H2,-1,matched,3,3,0.9662871517360593,2023-07,2.0,0.0,-1.0,-1.0,-1.0,-0.0029048197872136843,-0.0035381563702671444,0.0006333365830534601
2023-08-06T12:00:00+00:00_S,2023-08-06 13:00:00+00:00,2023-08-06 13:00:00+00:00,2023H2,-1,matched,3,8,0.8692838701238772,2023-08,2.0,0.0,-1.0,-1.0,-1.0,-0.0022686024408384835,-0.0030696809459465793,0.0008010785051080957
2023-08-12T14:00:00+00:00_L,2023-08-12 15:00:00+00:00,2023-08-12 15:00:00+00:00,2023H2,1,insufficient_exact_controls,0,2,1.0109536978233569,,,,,,,-0.0021731466518190006,,
2023-08-23T10:00:00+00:00_S,2023-08-23 11:00:00+00:00,2023-08-23 11:00:00+00:00,2023H2,-1,insufficient_exact_controls,0,0,0.6026425594364834,,,,,,,-0.0028356020377908724,,
2023-09-06T07:00:00+00:00_S,2023-09-06 08:00:00+00:00,2023-09-06 08:00:00+00:00,2023H2,-1,matched,3,5,0.7510670177359459,2023-09,1.0,0.0,-1.0,-1.0,-1.0,-0.0033525646257710467,-0.0026089058839275907,-0.0007436587418434559
2023-09-07T11:00:00+00:00_S,2023-09-07 12:00:00+00:00,2023-09-07 12:00:00+00:00,2023H2,-1,matched,3,6,0.6649299109729235,2023-09,2.0,0.0,-1.0,-1.0,-1.0,-0.004057557146802225,-0.0023145554259851302,-0.0017430017208170945
2023-09-26T20:00:00+00:00_S,2023-09-26 21:00:00+00:00,2023-09-26 21:00:00+00:00,2023H2,-1,matched,3,12,1.22787000249543,2023-09,3.0,1.0,-1.0,-1.0,-1.0,-0.0027567332056825915,-0.002973961346335465,0.00021722814065287333
2023-10-06T09:00:00+00:00_L,2023-10-06 10:00:00+00:00,2023-10-06 10:00:00+00:00,2023H2,1,matched,3,6,0.9379287616855678,2023-10,1.0,1.0,1.0,1.0,1.0,-0.0047880101119538426,-0.0015583291937448396,-0.003229680918209003
2023-10-15T11:00:00+00:00_S,2023-10-15 12:00:00+00:00,2023-10-15 12:00:00+00:00,2023H2,-1,insufficient_exact_controls,0,1,0.9812997796453247,,,,,,,-0.003548984781969409,,
2023-10-30T08:00:00+00:00_L,2023-10-30 09:00:00+00:00,2023-10-30 09:00:00+00:00,2023H2,1,matched,3,3,1.2732179152537288,2023-10,1.0,1.0,1.0,1.0,1.0,0.003760495966780521,-0.0010155433631933886,0.0047760393299739095
2023-10-31T18:00:00+00:00_L,2023-10-31 19:00:00+00:00,2023-10-31 19:00:00+00:00,2023H2,1,matched,3,8,0.6992766366266394,2023-10,3.0,1.0,1.0,1.0,1.0,-0.0029746730059089215,-0.0025324417292118522,-0.0004422312766970693
2023-12-01T01:00:00+00:00_L,2023-12-01 02:00:00+00:00,2023-12-01 02:00:00+00:00,2023H2,1,matched,3,5,1.6873059579031853,2023-12,0.0,0.0,1.0,1.0,1.0,0.002047526818817815,-0.0022058135412027116,0.004253340360020527
2023-12-08T11:00:00+00:00_L,2023-12-08 12:00:00+00:00,2023-12-08 12:00:00+00:00,2023H2,1,matched,3,7,1.1695056326363023,2023-12,2.0,1.0,1.0,1.0,1.0,-0.0018855020392087845,0.010940844824675167,-0.012826346863883951
2023-12-20T04:00:00+00:00_L,2023-12-20 05:00:00+00:00,2023-12-20 05:00:00+00:00,2023H2,1,matched,3,4,1.3826805257773218,2023-12,0.0,2.0,1.0,1.0,1.0,-0.002819955521501048,-0.0020982404234879386,-0.0007217150980131093
2023-12-22T18:00:00+00:00_L,2023-12-22 19:00:00+00:00,2023-12-22 19:00:00+00:00,2023H2,1,insufficient_exact_controls,0,1,1.0629579425286806,,,,,,,-0.008945313050775392,,
2023-12-24T13:00:00+00:00_L,2023-12-24 14:00:00+00:00,2023-12-24 14:00:00+00:00,2023H2,1,matched,3,4,0.8882456574155557,2023-12,2.0,0.0,1.0,1.0,1.0,-0.0037954182570737443,-0.00394444031559012,0.0001490220585163753
2023-12-25T21:00:00+00:00_L,2023-12-25 22:00:00+00:00,2023-12-25 22:00:00+00:00,2023H2,1,matched,3,4,0.885402876052417,2023-12,3.0,0.0,1.0,1.0,1.0,-0.001349891572021809,-0.0029719053661417046,0.0016220137941198956
2024-01-10T22:00:00+00:00_L,2024-01-10 23:00:00+00:00,2024-01-10 23:00:00+00:00,2024H1,1,matched,3,6,1.415667007783465,2024-01,3.0,2.0,1.0,1.0,1.0,-0.013062305428803043,-0.011543099360761736,-0.0015192060680413073
2024-01-14T19:00:00+00:00_S,2024-01-14 20:00:00+00:00,2024-01-14 20:00:00+00:00,2024H1,-1,insufficient_exact_controls,0,0,1.2298183001036809,,,,,,,-0.0010670351643354819,,
2024-01-15T10:00:00+00:00_S,2024-01-15 11:00:00+00:00,2024-01-15 11:00:00+00:00,2024H1,-1,insufficient_exact_controls,0,0,0.7211044033030288,,,,,,,-0.005051738598267573,,
2024-02-16T10:00:00+00:00_L,2024-02-16 11:00:00+00:00,2024-02-16 11:00:00+00:00,2024H1,1,insufficient_exact_controls,0,0,1.3247964382975996,,,,,,,-0.0037873357228196385,,
2024-02-18T14:00:00+00:00_L,2024-02-18 15:00:00+00:00,2024-02-18 15:00:00+00:00,2024H1,1,matched,3,4,0.9593767665213075,2024-02,2.0,0.0,1.0,1.0,1.0,-0.005667514646931935,-0.002688636511555781,-0.002978878135376154
2024-02-19T17:00:00+00:00_L,2024-02-19 18:00:00+00:00,2024-02-19 18:00:00+00:00,2024H1,1,matched,3,3,1.5685676313950743,2024-02,3.0,1.0,1.0,1.0,1.0,-0.0033613398652081444,-0.001985734617339824,-0.0013756052478683203
2024-02-29T19:00:00+00:00_L,2024-02-29 20:00:00+00:00,2024-02-29 20:00:00+00:00,2024H1,1,insufficient_exact_controls,0,1,0.93282257113173,,,,,,,-0.010753704145236574,,
2024-03-11T06:00:00+00:00_L,2024-03-11 07:00:00+00:00,2024-03-11 07:00:00+00:00,2024H1,1,matched,3,8,1.5460180464587976,2024-03,1.0,1.0,1.0,1.0,1.0,0.03232237600922727,-0.0031206533132077277,0.035443029322434996
2024-03-27T05:00:00+00:00_L,2024-03-27 06:00:00+00:00,2024-03-27 06:00:00+00:00,2024H1,1,matched,3,4,0.553751150398778,2024-03,1.0,0.0,1.0,1.0,1.0,-0.003309611812897016,-0.0031332213670514438,-0.00017639044584557206
2024-03-28T06:00:00+00:00_L,2024-03-28 07:00:00+00:00,2024-03-28 07:00:00+00:00,2024H1,1,insufficient_exact_controls,0,1,1.1373005865726566,,,,,,,0.0001657633178810975,,
2024-04-03T19:00:00+00:00_S,2024-04-03 20:00:00+00:00,2024-04-03 20:00:00+00:00,2024H1,-1,insufficient_exact_controls,0,1,0.6268286978404628,,,,,,,-0.0029350867349964265,,
2024-04-05T11:00:00+00:00_S,2024-04-05 12:00:00+00:00,2024-04-05 12:00:00+00:00,2024H1,-1,matched,3,5,0.9356752172403535,2024-04,2.0,1.0,-1.0,-1.0,-1.0,-0.008016340380473384,0.0017115059329896702,-0.009727846313463054
2024-04-19T01:00:00+00:00_S,2024-04-19 02:00:00+00:00,2024-04-19 02:00:00+00:00,2024H1,-1,insufficient_exact_controls,0,1,2.180611274277704,,,,,,,-0.011572271386430575,,
2024-04-21T22:00:00+00:00_L,2024-04-21 23:00:00+00:00,2024-04-21 23:00:00+00:00,2024H1,1,insufficient_exact_controls,0,2,1.0743146530259013,,,,,,,-0.005243382899113634,,
2024-05-07T08:00:00+00:00_L,2024-05-07 09:00:00+00:00,2024-05-07 09:00:00+00:00,2024H1,1,insufficient_exact_controls,0,1,1.2257003127788866,,,,,,,-0.007250990495909602,,
2024-05-20T04:00:00+00:00_L,2024-05-20 05:00:00+00:00,2024-05-20 05:00:00+00:00,2024H1,1,matched,3,7,1.516848419894813,2024-05,0.0,0.0,1.0,1.0,1.0,-0.006087789942696429,-0.0031373000944961223,-0.002950489848200307
2024-05-23T11:00:00+00:00_L,2024-05-23 12:00:00+00:00,2024-05-23 12:00:00+00:00,2024H1,1,matched,3,5,1.0994802759038016,2024-05,2.0,0.0,1.0,1.0,1.0,-0.004713322283820041,-0.005874108505930321,0.0011607862221102803
2024-05-26T13:00:00+00:00_L,2024-05-26 14:00:00+00:00,2024-05-26 14:00:00+00:00,2024H1,1,insufficient_exact_controls,0,2,0.7360400260037409,,,,,,,-0.004695893390722182,,
2024-05-30T06:00:00+00:00_S,2024-05-30 07:00:00+00:00,2024-05-30 07:00:00+00:00,2024H1,-1,insufficient_exact_controls,0,1,0.8496583641340231,,,,,,,-0.0007118359285762637,,
2024-06-04T10:00:00+00:00_L,2024-06-04 11:00:00+00:00,2024-06-04 11:00:00+00:00,2024H1,1,matched,3,4,0.5236517802176276,2024-06,1.0,0.0,1.0,1.0,1.0,0.02333859291639806,-0.003884540365458635,0.027223133281856694
2024-06-18T00:00:00+00:00_S,2024-06-18 01:00:00+00:00,2024-06-18 01:00:00+00:00,2024H1,-1,matched,3,3,1.7538314584345145,2024-06,0.0,2.0,-1.0,-1.0,-1.0,0.0012656624792568589,-0.004889808443688209,0.006155470922945068
2024-07-07T13:00:00+00:00_S,2024-07-07 14:00:00+00:00,2024-07-07 14:00:00+00:00,2024H2,-1,insufficient_exact_controls,0,2,1.200682947006333,,,,,,,-0.0019490145747991221,,
2024-07-21T14:00:00+00:00_L,2024-07-21 15:00:00+00:00,2024-07-21 15:00:00+00:00,2024H2,1,insufficient_exact_controls,0,0,1.8423146860027035,,,,,,,-0.005360038281550626,,
2024-07-23T02:00:00+00:00_L,2024-07-23 03:00:00+00:00,2024-07-23 03:00:00+00:00,2024H2,1,matched,3,5,0.8531762428566605,2024-07,0.0,1.0,1.0,1.0,1.0,-0.004401771250872042,-0.002790271141004532,-0.0016115001098675106
2024-07-28T23:00:00+00:00_L,2024-07-29 00:00:00+00:00,2024-07-29 00:00:00+00:00,2024H2,1,insufficient_exact_controls,0,1,0.8200949394775,,,,,,,0.017103445243922266,,
2024-08-15T17:00:00+00:00_S,2024-08-15 18:00:00+00:00,2024-08-15 18:00:00+00:00,2024H2,-1,insufficient_exact_controls,0,1,1.242949220391047,,,,,,,0.024290359012854812,,
2024-08-22T20:00:00+00:00_L,2024-08-22 21:00:00+00:00,2024-08-22 21:00:00+00:00,2024H2,1,insufficient_exact_controls,0,0,0.8227420338662607,,,,,,,-0.0057595472061339175,,
