direction,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
-1,35,-9.187817927499834,-29.048197872136843,-321.5736274624942,0.718652826640511,False,0.22857142857142856,27,0
1,56,-12.748241566863943,-36.147513167538705,-713.9015277443808,0.6764023446861628,False,0.25,42,0
