fold,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
2023H1,21,-16.149807297891073,-33.97842486154377,-339.1459532557126,0.5550314782677962,False,0.2857142857142857,15,0
2023H2,22,-27.80658647417357,-28.702109125022783,-611.7449024318186,0.08808771404159174,False,0.13636363636363635,19,0
2024H1,21,-19.14052576403555,-46.95893390722182,-401.9510410447466,0.5868420445688229,False,0.19047619047619047,17,0
2024H2,27,11.754323760200096,-32.4728043257949,317.3667415254026,1.336469713969163,False,0.3333333333333333,18,0
