direction,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
-1,120,-21.453873975154924,-32.22703407860681,-2574.464877018591,0.43411956999344814,False,0.2,96,0
1,128,-6.649811957046938,-33.148136712457514,-851.1759305020081,0.8246323709154014,False,0.296875,90,0
