event_id,decision_time,entry_time,fold,direction,match_status,matched_controls,available_controls,event_risk_atr,month,utc_session,vol_bucket,ltf_side,context_side,context_slope_sign,event_net_return,control_mean_return,excess
2023-01-02T02:00:00+00:00_L,2023-01-02 03:00:00+00:00,2023-01-02 03:00:00+00:00,2023H1,1,insufficient_exact_controls,0,2,1.0759819186155868,,,,,,,0.0008031467582965152,,
2023-01-23T20:00:00+00:00_L,2023-01-23 21:00:00+00:00,2023-01-23 21:00:00+00:00,2023H1,1,matched,3,45,1.1668604843503376,2023-01,3.0,2.0,1.0,1.0,1.0,-0.007567063135359596,-0.00589521000723488,-0.0016718531281247158
2023-02-05T11:00:00+00:00_S,2023-02-05 12:00:00+00:00,2023-02-05 12:00:00+00:00,2023H1,-1,matched,3,3,0.6492249940048973,2023-02,2.0,0.0,-1.0,1.0,-1.0,0.016012270779190207,0.007163843281782732,0.008848427497407475
2023-02-14T08:00:00+00:00_S,2023-02-14 09:00:00+00:00,2023-02-14 09:00:00+00:00,2023H1,-1,matched,3,9,0.776959918818839,2023-02,1.0,0.0,-1.0,-1.0,-1.0,-0.0034656876979024514,-0.002924998618369847,-0.0005406890795326045
2023-02-23T11:00:00+00:00_S,2023-02-23 12:00:00+00:00,2023-02-23 12:00:00+00:00,2023H1,-1,matched,3,4,2.3967065986269867,2023-02,2.0,2.0,-1.0,-1.0,-1.0,-0.015878374968458342,0.00040933106912555313,-0.016287706037583893
2023-02-28T19:00:00+00:00_S,2023-02-28 20:00:00+00:00,2023-02-28 20:00:00+00:00,2023H1,-1,matched,3,8,1.544676441144042,2023-02,3.0,1.0,-1.0,-1.0,-1.0,0.001309920303996794,-0.00038965336854716236,0.0016995736725439563
2023-03-07T01:00:00+00:00_L,2023-03-07 02:00:00+00:00,2023-03-07 02:00:00+00:00,2023H1,1,matched,3,3,0.8251013072670934,2023-03,0.0,0.0,1.0,-1.0,-1.0,-0.0034055939079068436,-0.004312395809937288,0.0009068019020304447
2023-03-11T07:00:00+00:00_S,2023-03-11 08:00:00+00:00,2023-03-11 08:00:00+00:00,2023H1,-1,matched,3,6,1.8802909544222548,2023-03,1.0,2.0,-1.0,-1.0,-1.0,-0.015457296251901063,-0.004646051646791436,-0.010811244605109627
2023-03-19T14:00:00+00:00_L,2023-03-19 15:00:00+00:00,2023-03-19 15:00:00+00:00,2023H1,1,matched,3,9,0.6814288088934768,2023-03,2.0,1.0,1.0,1.0,1.0,0.02516448711662722,-0.00141098550593932,0.026575472622566543
2023-03-20T18:00:00+00:00_L,2023-03-20 19:00:00+00:00,2023-03-20 19:00:00+00:00,2023H1,1,matched,3,26,1.1276305031447207,2023-03,3.0,2.0,1.0,1.0,1.0,-0.01159236042114886,-0.004374564007028475,-0.007217796414120385
2023-04-03T14:00:00+00:00_S,2023-04-03 15:00:00+00:00,2023-04-03 15:00:00+00:00,2023H1,-1,matched,3,9,1.4692585167783987,2023-04,2.0,0.0,-1.0,1.0,1.0,-0.005547061975352817,-0.003072145082034237,-0.0024749168933185794
2023-04-09T18:00:00+00:00_L,2023-04-09 19:00:00+00:00,2023-04-09 19:00:00+00:00,2023H1,1,insufficient_exact_controls,0,0,1.5269572171975692,,,,,,,0.0086238762521762,,
2023-04-18T08:00:00+00:00_S,2023-04-18 09:00:00+00:00,2023-04-18 09:00:00+00:00,2023H1,-1,matched,3,5,0.9039692929652354,2023-04,1.0,0.0,1.0,-1.0,-1.0,-0.0024849529865020852,-0.0020851132000421564,-0.0003998397864599288
2023-05-01T01:00:00+00:00_S,2023-05-01 02:00:00+00:00,2023-05-01 02:00:00+00:00,2023H1,-1,insufficient_exact_controls,0,2,3.6319560698618845,,,,,,,-0.005570664431201687,,
2023-05-03T20:00:00+00:00_L,2023-05-03 21:00:00+00:00,2023-05-03 21:00:00+00:00,2023H1,1,insufficient_exact_controls,0,1,0.9596818097989912,,,,,,,0.014571466641420285,,
2023-05-05T13:00:00+00:00_L,2023-05-05 14:00:00+00:00,2023-05-05 14:00:00+00:00,2023H1,1,insufficient_exact_controls,0,1,1.3536811788608714,,,,,,,0.007590698599099889,,
2023-05-15T01:00:00+00:00_L,2023-05-15 02:00:00+00:00,2023-05-15 02:00:00+00:00,2023H1,1,matched,3,10,2.9004952959856536,2023-05,0.0,0.0,1.0,-1.0,-1.0,0.005776381263184362,-0.0018539679028780232,0.007630349166062385
2023-06-12T08:00:00+00:00_L,2023-06-12 09:00:00+00:00,2023-06-12 09:00:00+00:00,2023H1,1,matched,3,3,1.0431744820431081,2023-06,1.0,1.0,1.0,-1.0,-1.0,-0.0013599975325206941,-0.004032071886257795,0.0026720743537371012
2023-06-18T14:00:00+00:00_L,2023-06-18 15:00:00+00:00,2023-06-18 15:00:00+00:00,2023H1,1,matched,3,3,0.8573332823565624,2023-06,2.0,0.0,1.0,1.0,1.0,0.0004145763567395839,-0.0025713741405570425,0.0029859504972966264
2023-07-13T13:00:00+00:00_L,2023-07-13 14:00:00+00:00,2023-07-13 14:00:00+00:00,2023H2,1,matched,3,8,1.274040374209076,2023-07,2.0,0.0,1.0,1.0,-1.0,-0.0071365674684060725,-0.002551548831844569,-0.004585018636561503
2023-07-17T22:00:00+00:00_S,2023-07-17 23:00:00+00:00,2023-07-17 23:00:00+00:00,2023H2,-1,matched,3,12,0.985810729258137,2023-07,3.0,1.0,1.0,-1.0,-1.0,-0.0014619263038322377,-0.002388113049453002,0.0009261867456207642
2023-07-18T02:00:00+00:00_S,2023-07-18 03:00:00+00:00,2023-07-18 03:00:00+00:00,2023H2,-1,matched,3,6,0.7420585719670267,2023-07,0.0,1.0,-1.0,-1.0,-1.0,0.00010123086319757842,-0.003973792310853521,0.0040750231740511
2023-07-19T14:00:00+00:00_S,2023-07-19 15:00:00+00:00,2023-07-19 15:00:00+00:00,2023H2,-1,matched,3,4,1.501898396846206,2023-07,2.0,1.0,-1.0,-1.0,-1.0,-0.006385847259851472,-0.00395558639101967,-0.0024302608688318017
2023-07-23T04:00:00+00:00_L,2023-07-23 05:00:00+00:00,2023-07-23 05:00:00+00:00,2023H2,1,matched,3,3,0.7619286626134757,2023-07,0.0,0.0,1.0,-1.0,-1.0,-0.0020501645396902007,-0.0028880704493316647,0.000837905909641464
2023-07-26T12:00:00+00:00_L,2023-07-26 13:00:00+00:00,2023-07-26 13:00:00+00:00,2023H2,1,matched,3,13,0.753785547560534,2023-07,2.0,0.0,1.0,-1.0,-1.0,0.00021009596469312615,-0.0024570640900186663,0.0026671600547117924
2023-07-30T13:00:00+00:00_S,2023-07-30 14:00:00+00:00,2023-07-30 14:00:00+00:00,2023H2,-1,matched,3,8,0.9662871517360593,2023-07,2.0,0.0,-1.0,-1.0,-1.0,-0.0029048197872136843,-0.0029830812050645546,7.826141785087027e-05
2023-08-11T15:00:00+00:00_S,2023-08-11 16:00:00+00:00,2023-08-11 16:00:00+00:00,2023H2,-1,insufficient_exact_controls,0,0,1.4594882227857762,,,,,,,-0.00142853449712743,,
2023-08-12T01:00:00+00:00_S,2023-08-12 02:00:00+00:00,2023-08-12 02:00:00+00:00,2023H2,-1,matched,3,4,0.8078775007518373,2023-08,0.0,0.0,-1.0,1.0,1.0,-0.002455701712622103,-0.0025178462282205234,6.214451559842038e-05
2023-08-23T10:00:00+00:00_S,2023-08-23 11:00:00+00:00,2023-08-23 11:00:00+00:00,2023H2,-1,matched,3,10,0.6026425594364834,2023-08,1.0,2.0,-1.0,-1.0,-1.0,-0.0028356020377908724,-0.002845406130386861,9.804092595988578e-06
2023-08-29T06:00:00+00:00_S,2023-08-29 07:00:00+00:00,2023-08-29 07:00:00+00:00,2023H2,-1,matched,3,4,0.6833527435385404,2023-08,1.0,1.0,-1.0,1.0,1.0,-0.000819825395666161,-0.002442081876302162,0.001622256480636001
2023-08-29T14:00:00+00:00_L,2023-08-29 15:00:00+00:00,2023-08-29 15:00:00+00:00,2023H2,1,insufficient_exact_controls,0,0,7.587435602508026,,,,,,,0.013947849368488587,,
2023-09-03T17:00:00+00:00_L,2023-09-03 18:00:00+00:00,2023-09-03 18:00:00+00:00,2023H2,1,matched,3,5,0.740957210091389,2023-09,3.0,1.0,1.0,-1.0,-1.0,0.001719640318892603,-0.003378491987626629,0.005098132306519232
2023-09-06T07:00:00+00:00_S,2023-09-06 08:00:00+00:00,2023-09-06 08:00:00+00:00,2023H2,-1,insufficient_exact_controls,0,2,0.7510670177359459,,,,,,,-0.0033525646257710467,,
2023-09-15T22:00:00+00:00_L,2023-09-15 23:00:00+00:00,2023-09-15 23:00:00+00:00,2023H2,1,insufficient_exact_controls,0,1,2.2608983624453236,,,,,,,-0.007564497757395315,,
