primary_loss_reason,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
cost_flip,7,-13.18270836514969,-13.49891572021809,-92.27895855604783,0.0,False,0.0,7,0
early_reversal,10,-44.115162591271336,-34.017533879481235,-441.15162591271337,0.0,False,0.0,10,0
giveback,7,-35.022775899210856,-29.746730059089217,-245.15943129447598,0.0,False,0.0,7,0
hard_stop,7,-70.55744370676686,-46.95893390722182,-493.902105947368,0.0,False,0.0,7,0
other_loss,38,-54.64803268377868,-47.06486990271484,-2076.62524198359,0.0,False,0.0,38,0
