outcome,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
colour_exit,97,-11.91298806785653,-32.4728043257949,-1155.5598425820835,0.696027619335372,False,0.25773195876288657,72,0
hard_stop,8,-72.89194035902305,-68.09617541601918,-583.1355228721844,0.0,False,0.0,8,0
