direction,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
-1,41,-14.221171434786903,-29.350867349964265,-583.0680288262631,0.6086499500122414,False,0.21951219512195122,32,0
1,64,-18.056677134812578,-37.93240368343552,-1155.627336628005,0.6007886655449376,False,0.25,48,0
