timeframe_min,arm,symbol,closed,wins,losses,flat,win_rate,win_ci_low,win_ci_high,gross_win_rate,mean_net_r,sum_net_r,median_net_r,mean_net_bp,mean_gross_bp,pf_r,average_win_r,average_loss_r,best_net_r,worst_net_r,event_ordered_drawdown_r_nonaccount,mean_holding_hours,median_holding_hours,median_risk_bp,stop_exits,stop_net_losses,fee_only_losses,net_gt5r,net_gt10r,net_float_to_stop_loss,net_float_to_any_loss,mfe_ge2r_no_close_arm_stop_losses,reached_0r,float_to_stop_loss_0r,float_to_any_loss_0r,ambiguous_stop_profit_0r,reached_0.5r,float_to_stop_loss_0.5r,float_to_any_loss_0.5r,ambiguous_stop_profit_0.5r,reached_1r,float_to_stop_loss_1r,float_to_any_loss_1r,ambiguous_stop_profit_1r,reached_2r,float_to_stop_loss_2r,float_to_any_loss_2r,ambiguous_stop_profit_2r,reached_3r,float_to_stop_loss_3r,float_to_any_loss_3r,ambiguous_stop_profit_3r,reached_5r,float_to_stop_loss_5r,float_to_any_loss_5r,ambiguous_stop_profit_5r,reached_10r,float_to_stop_loss_10r,float_to_any_loss_10r,ambiguous_stop_profit_10r
15,joint,ICPUSDT,4,0,4,0,0.0,0.0,0.4898908403969213,0.0,-0.9129115762580834,-3.6516463050323336,-0.9128005961251857,-188.14403949735328,-168.14403949735325,0.0,,-0.9129115762580834,-0.5865714285714273,-1.2394736842105354,3.6516463050323336,12.8125,11.0,187.218710749695,2,2,0,0,0,1,3,0,3,1,3,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,joint,ICXUSDT,2,1,1,0,0.5,0.09453120463920084,0.9054687953607992,0.5,0.512315508021406,1.024631016042812,0.512315508021406,110.95736237168802,130.95736237168802,1.8548954169046545,2.223176470588263,-1.198545454545451,2.223176470588263,-1.198545454545451,1.198545454545451,16.875,16.875,127.428857029943,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,joint,IDOLUSDT,5,1,4,0,0.2,0.03622410822563066,0.6244653729700049,0.2,-0.5208166365007487,-2.604083182503744,-1.0739375000000018,-88.0177327829452,-68.0177327829452,0.34926726464134517,1.397687500000018,-1.0004426706259406,1.397687500000018,-1.2503076923076906,4.0017706825037616,13.85,14.0,195.479535736101,4,3,0,0,0,3,4,1,5,3,4,0,5,3,4,0,3,2,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15,joint,IDUSDT,7,3,4,0,0.42857142857142855,0.15821985399244537,0.7495416372469643,0.42857142857142855,-0.29192292559109134,-2.0434604791376394,-1.1206666666666676,-4.089817857311418,15.910182142688566,0.5552330451150678,0.8503305472243877,-1.1486130302027007,1.125297872340421,-1.1756410256410272,3.934726093413543,9.285714285714286,1.0,165.745856353588,7,4,0,0,0,2,2,0,7,4,4,0,5,2,2,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,joint,ILVUSDT,5,3,2,0,0.6,0.23072427940911855,0.8823792268590028,0.6,1.0227597782181426,5.113798891090713,1.1348923076923076,117.9304350905312,137.93043509053123,3.287582047933842,2.4497530695170107,-1.1177301587301596,3.6758095238095434,-1.1306666666666705,1.1306666666666705,28.3,15.25,179.756637168141,5,2,0,0,0,2,2,0,5,2,2,0,5,2,2,0,4,1,1,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
15,joint,IMXUSDT,5,0,5,0,0.0,0.0,0.43448246865939283,0.0,-1.1524121642597493,-5.762060821298747,-1.172307692307693,-170.5933135708756,-150.5933135708756,0.0,,-1.1524121642597493,-1.090482758620689,-1.2213999999999965,5.762060821298747,3.45,2.25,116.071428571428,5,5,0,0,0,3,3,0,5,5,5,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,joint,INITUSDT,2,1,1,0,0.5,0.09453120463920084,0.9054687953607992,0.5,2.5777868871686804,5.155573774337361,2.5777868871686804,354.533156134611,374.53315613461103,5.594326610883653,6.277734693877594,-1.122160919540233,6.277734693877594,-1.122160919540233,1.122160919540233,15.25,15.25,152.966481073341,2,1,0,1,0,1,1,0,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
15,joint,INJUSDT,6,2,4,0,0.3333333333333333,0.09677141021353453,0.7000066870052566,0.3333333333333333,-0.016670819538193788,-0.10002491722916274,-0.6287173705938403,-63.29988163219932,-43.299881632199344,0.9709014377138735,1.6687136462289722,-0.859363052421777,2.2944536082474105,-1.1250277777777773,2.3944785254765732,7.791666666666667,4.0,182.75823803888252,6,4,0,0,0,3,3,0,6,4,4,0,4,2,2,0,3,1,1,0,3,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0
15,joint,INUSDT,5,1,4,0,0.2,0.03622410822563066,0.6244653729700049,0.2,-0.7780200231866881,-3.8901001159334405,-1.1517619047619083,-109.44088566518761,-89.44088566518761,0.1458964526161963,0.6645000000000063,-1.1386500289833617,0.6645000000000063,-1.1670256410256383,3.8901001159334405,5.65,5.0,131.785378098524,5,4,0,0,0,4,4,0,5,4,4,0,3,2,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,joint,INXUSDT,11,1,10,0,0.09090909090909091,0.016232172705325593,0.3773584391082959,0.09090909090909091,-0.37527510876988224,-4.128026196468705,-1.0809943502824877,-119.48871096547929,-99.48871096547919,0.6139657320289417,6.565392857142852,-1.0693419053611557,6.565392857142852,-1.1855641025641035,9.507854951047452,4.659090909090909,2.75,224.53123133882698,10,9,0,1,0,7,8,0,11,9,10,0,6,4,5,0,3,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
15,joint,IOSTUSDT,6,2,4,0,0.3333333333333333,0.09677141021353453,0.7000066870052566,0.3333333333333333,1.3610039666913314,8.166023800147988,-0.5390692246835406,150.098801469678,170.098801469678,3.4542517561017974,5.7466602564101965,-0.8318241781681013,11.26443589743578,-1.163205882352943,2.241344331720024,17.875,17.875,128.292294205987,4,2,0,1,1,2,4,0,6,2,4,0,5,1,3,0,3,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
15,joint,IOTAUSDT,4,1,3,0,0.25,0.04558726029536886,0.6993581599030918,0.25,9.721374241199696,38.88549696479878,-0.912974788041053,911.5272296705294,931.5272296705294,14.058305478326208,41.86333333333372,-0.9926121228449789,41.86333333333372,-1.1518867924528309,2.9778363685349376,30.75,16.75,152.386997325111,3,2,0,1,1,2,3,0,4,2,3,0,4,2,3,0,3,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
15,joint,IOTXUSDT,7,2,5,0,0.2857142857142857,0.08221892324928332,0.6410655504689458,0.2857142857142857,0.9277523866314368,6.494266706420057,-0.4178604651162805,125.55037411103702,145.55037411103697,2.6792559307361823,5.180807246376803,-0.7734695572667097,9.40734782608694,-1.1724444444444408,1.8676906238464364,32.75,30.0,183.28118015198802,4,2,0,1,0,2,5,1,7,2,5,0,6,2,4,0,4,1,2,0,4,1,2,0,2,0,0,0,1,0,0,0,1,0,0,0
15,joint,IOUSDT,5,0,5,0,0.0,0.0,0.43448246865939283,0.0,-1.0349934312103677,-5.174967156051839,-1.0890769230769235,-200.62747474775819,-180.62747474775819,0.0,,-1.0349934312103677,-0.7307096774193593,-1.141625000000003,5.174967156051839,7.4,5.25,224.525043177892,4,4,0,0,0,2,3,0,5,4,5,0,3,2,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,joint,IRYSUSDT,6,0,6,0,0.0,0.0,0.39033429165637346,0.0,-1.0180999501638117,-6.10859970098287,-1.0756998274870624,-308.5426885249877,-288.5426885249877,0.0,,-1.0180999501638117,-0.7134761904761908,-1.1105217391304367,6.10859970098287,7.291666666666667,7.0,262.99593113908503,5,5,0,0,0,5,6,0,6,5,6,0,2,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,joint,JASMYUSDT,3,1,2,0,0.3333333333333333,0.06149194402093078,0.7923404011921757,0.3333333333333333,0.47785291005290403,1.433558730158712,-1.054571428571429,153.102187953455,173.102187953455,1.6601683566658394,3.605063492063474,-1.085752380952381,3.605063492063474,-1.1169333333333331,1.1169333333333331,18.333333333333332,13.25,287.605569504679,3,2,0,0,0,1,1,0,3,2,2,0,2,1,1,0,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
15,joint,JCTUSDT,4,1,3,0,0.25,0.04558726029536886,0.6993581599030918,0.25,-0.14686389046433435,-0.5874555618573374,-1.0873134114272043,3.8405442092499698,23.840544209249998,0.8215722936147132,2.704945454545456,-1.0974670054675977,2.704945454545456,-1.1177741935483847,3.2924010164027933,7.6875,1.875,229.28389337650998,4,3,0,0,0,2,2,0,4,3,3,0,3,2,2,0,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
15,joint,JELLYJELLYUSDT,2,0,2,0,0.0,0.0,0.6576197760453506,0.0,-0.9585796135909409,-1.9171592271818818,-0.9585796135909409,-143.5742704092615,-123.57427040926152,0.0,,-0.9585796135909409,-0.7725263157894755,-1.1446329113924063,1.9171592271818818,15.5,15.5,152.5470535523695,1,1,0,0,0,1,2,1,2,1,2,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,joint,JOEUSDT,3,1,2,0,0.3333333333333333,0.06149194402093078,0.7923404011921757,0.3333333333333333,-0.3965000000000014,-1.1895000000000042,-0.2841666666666682,-37.10508355335467,-17.105083553354664,0.20474678255055792,0.3062499999999973,-0.7478750000000007,0.3062499999999973,-1.2115833333333332,1.4957500000000015,10.416666666666666,5.25,168.421052631577,2,1,0,0,0,0,1,0,3,1,2,0,2,0,1,0,2,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15,joint,JSTUSDT,1,0,1,0,0.0,0.0,0.7934506882081973,0.0,-1.5030952380952454,-1.5030952380952454,-1.5030952380952454,-59.753904401323,-39.753904401323,0.0,,-1.5030952380952454,-1.5030952380952454,-1.5030952380952454,1.5030952380952454,13.5,13.5,39.753904401324,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,joint,JTOUSDT,7,2,5,0,0.2857142857142857,0.08221892324928332,0.6410655504689458,0.2857142857142857,-0.4659409601662367,-3.261586721163657,-1.0956949152542397,-101.4099654192057,-81.40996541920572,0.4083035461094752,1.1253383516483693,-1.102452684892079,1.5213800000000235,-1.1381590909090953,4.782966721163681,6.428571428571429,6.25,196.03524229074898,7,5,0,0,0,3,3,0,7,5,5,0,4,2,2,0,3,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
15,joint,JUPUSDT,4,1,3,0,0.25,0.04558726029536886,0.6993581599030918,0.25,1.876540539321805,7.50616215728722,-0.8079246031746035,154.6822225858025,174.6822225858025,3.696941477882386,10.289375000000067,-0.9277376142376155,10.289375000000067,-1.16736363636364,2.329268398268405,17.75,16.875,121.5148416781155,4,3,0,1,1,3,3,0,4,3,3,0,3,2,2,0,3,2,2,0,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
15,joint,KAIAUSDT,2,0,2,0,0.0,0.0,0.6576197760453506,0.0,-1.083360215053762,-2.166720430107524,-1.083360215053762,-265.8777224158645,-245.87772241586453,0.0,,-1.083360215053762,-1.0703870967741924,-1.0963333333333316,2.166720430107524,11.875,11.875,245.877722415865,2,2,0,0,0,2,2,0,2,2,2,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,joint,KAITOUSDT,3,2,1,0,0.6666666666666666,0.2076595988078242,0.9385080559790691,0.6666666666666666,0.8069081281757127,2.420724384527138,0.0561348314606744,100.58581268578267,120.58581268578268,3.294919431144255,1.7377716410824662,-1.0548188976377946,3.419408450704258,-1.0548188976377946,1.0548188976377946,11.583333333333334,11.0,254.140491147916,3,1,0,0,0,1,1,0,3,1,1,0,2,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
15,joint,KASUSDT,4,2,2,0,0.5,0.15003898774401986,0.8499610122559802,0.5,0.7721629334801282,3.088651733920513,0.29984101847539235,125.5844498637875,145.5844498637875,2.311287847887878,2.722042772861381,-1.1777169059011245,3.746333333333378,-1.25736363636365,1.25736363636365,15.625,11.375,149.1376109629715,4,2,0,0,0,1,1,0,4,2,2,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
15,joint,KATUSDT,7,1,6,0,0.14285714285714285,0.025679624057823897,0.5131278321392249,0.14285714285714285,-0.09833964805722874,-0.6883775364006012,-1.106436781609194,-5.757467387154866,14.242532612845155,0.8883047816898433,5.474621621621594,-1.0271665263370326,5.474621621621594,-1.2641714285714272,3.107359307359311,17.214285714285715,10.75,166.704212660509,5,4,0,1,0,4,6,0,7,4,6,0,4,1,3,0,4,1,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
15,joint,KAVAUSDT,8,0,8,0,0.0,0.0,0.3244075683414076,0.0,-1.1422904156156795,-9.138323324925436,-1.1904770114942522,-113.05169927404324,-93.05169927404324,0.0,,-1.1422904156156795,-0.4018749999999933,-1.4564000000000068,9.138323324925436,5.4375,4.625,109.37782933441099,8,8,0,0,0,7,7,0,8,8,8,0,3,3,3,0,3,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,joint,KERNELUSDT,6,3,3,0,0.5,0.18761630498040816,0.8123836950195918,0.5,2.617455092746481,15.704730556478884,-0.4350648148148119,270.0580611692963,290.0580611692963,5.944246310953274,6.293698493408722,-1.058788307915761,9.979866666666831,-1.1420000000000043,2.0736296296296377,16.75,15.25,176.468433494825,5,2,0,2,0,2,3,0,6,2,3,0,5,1,2,0,4,0,1,0,3,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0
15,joint,KGENUSDT,6,1,5,0,0.16666666666666666,0.030053369411815023,0.5635028250257673,0.16666666666666666,-0.17322170387914462,-1.0393302232748678,-0.7696449875724964,-65.9420445997095,-45.942044599709355,0.7688968142364851,3.457925925925956,-0.8994512298401647,3.457925925925956,-1.1735999999999998,4.497256149200823,15.916666666666666,15.0,170.90324723205552,3,2,0,0,0,2,5,0,6,2,5,0,6,2,5,0,3,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
15,joint,KITEUSDT,4,2,2,0,0.5,0.15003898774401986,0.8499610122559802,0.5,0.25596547702258393,1.0238619080903357,0.01573655013445896,-54.578229320764756,-34.57822932076474,1.4844040100993585,1.568757370366872,-1.0568264163217043,2.0576753246753516,-1.0652865168539338,2.1136528326434085,7.375,6.0,258.0553810531345,4,2,0,0,0,2,2,0,4,2,2,0,3,1,1,0,2,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
15,joint,KMNOUSDT,7,2,5,0,0.2857142857142857,0.08221892324928332,0.6410655504689458,0.2857142857142857,0.0903770690094188,0.6326394830659317,-1.1268000000000007,-0.3724883275200049,19.62751167248001,1.1107883912953014,3.1714901960784254,-1.1420681818181837,6.025333333333303,-1.4552499999999875,5.710340909090919,6.0,2.75,94.444444444442,6,4,0,1,0,3,4,0,6,3,4,0,5,2,3,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
15,joint,KNCUSDT,7,2,5,0,0.2857142857142857,0.08221892324928332,0.6410655504689458,0.2857142857142857,0.23476007326008372,1.643320512820586,-1.1619999999999984,32.437742915947425,52.437742915947425,1.3325429172579801,3.292500000000037,-0.9883358974358976,5.893000000000053,-1.2233333333333345,3.779679487179489,13.25,9.25,109.98307952622599,7,5,0,1,0,3,3,0,6,4,4,0,4,2,2,0,3,1,1,0,3,1,1,0,2,1,1,0,1,0,0,0,0,0,0,0
15,joint,KOMAUSDT,7,3,4,0,0.42857142857142855,0.15821985399244537,0.7495416372469643,0.42857142857142855,0.1558069771999957,1.09064884039997,-1.0320525714285709,-26.267609249658864,-6.2676092496588405,1.25416992836226,1.7938903929962526,-1.072755584647197,2.581,-1.102241245136188,2.175140498867533,9.535714285714286,6.75,238.580157113762,7,4,0,0,0,3,3,0,7,4,4,0,5,2,2,0,5,2,2,0,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
15,joint,KSMUSDT,5,1,4,0,0.2,0.03622410822563066,0.6244653729700049,0.2,-0.8506608060541929,-4.253304030270964,-1.1385490196078445,-116.386281648105,-96.386281648105,0.07561987454374798,0.3479459459459462,-1.1503124940542278,0.3479459459459462,-1.177085714285718,4.253304030270964,10.6,7.25,133.50785340314,5,4,0,0,0,3,3,1,5,4,4,0,4,3,3,0,3,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,joint,LABUSDT,8,5,3,0,0.625,0.30574239265377096,0.8631557152608771,0.625,0.5014682551271223,4.011746041016979,0.6122265744943259,107.86841282732586,127.86841282732587,2.229732180272856,1.4548077036990315,-1.0874308258260597,2.6711042944785155,-1.115900826446282,3.262292477478179,9.75,8.125,260.5591293049975,7,3,0,0,0,3,3,0,8,3,3,0,6,1,1,0,6,1,1,0,5,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0
15,joint,LAUSDT,4,1,3,0,0.25,0.04558726029536886,0.6993581599030918,0.25,-0.5759560508080134,-2.3038242032320535,-0.6267482889303695,-157.61120016589723,-137.6112001658973,0.022937588741824205,0.0540847457627088,-0.7859696496649208,0.0540847457627088,-1.1044123711340232,2.3579089489947624,16.3125,15.625,325.10032825761704,1,1,0,0,0,1,3,0,4,1,3,0,4,1,3,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,joint,LAYERUSDT,9,2,7,0,0.2222222222222222,0.06322510654056959,0.5474110333077882,0.2222222222222222,0.7722497004216159,6.950247303794543,-1.0837619047619025,23.996185451514116,43.996185451514116,1.899106807594018,7.340208002883997,-1.1043098145676358,13.603205479452162,-1.2764545454545486,7.730168701973449,12.694444444444445,10.75,129.93421052631402,8,6,0,1,1,5,6,0,9,6,7,0,5,2,3,0,4,1,2,0,2,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0
15,joint,LDOUSDT,7,3,4,0,0.42857142857142855,0.15821985399244537,0.7495416372469643,0.42857142857142855,0.4497642922546075,3.1483500457822524,-0.2606307692307681,-51.708484595786,-31.708484595785997,1.9137639485756133,2.1979413919413986,-0.8613685325104858,4.650615384615396,-1.0846206896551718,2.1002226711560033,18.464285714285715,19.75,243.90243902439002,6,3,0,0,0,3,4,0,7,3,4,0,5,2,2,0,4,1,1,0,3,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0
15,joint,LIGHTUSDT,6,3,3,0,0.5,0.18761630498040816,0.8123836950195918,0.5,0.5228680818019805,3.1372084908118834,-0.10848424369747717,182.46990292397035,202.46990292397035,1.9796701120409093,2.1131732026143877,-1.0674370390104266,4.184333333333342,-1.0773953488372094,2.3574581758548043,17.625,14.625,320.249033249579,6,3,0,0,0,3,3,0,6,3,3,0,5,2,2,0,5,2,2,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
15,joint,LINEAUSDT,2,0,2,0,0.0,0.0,0.6576197760453506,0.0,-1.126585748792272,-2.253171497584544,-1.126585748792272,-186.0038949059595,-166.0038949059595,0.0,,-1.126585748792272,-1.0987826086956545,-1.1543888888888894,2.253171497584544,7.75,7.75,166.0038949059595,2,2,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,joint,LINKUSDT,5,2,3,0,0.4,0.11762077314099711,0.7692757205908813,0.4,1.1011164660899224,5.505582330449612,-1.0851449275362337,92.89342119867499,112.89342119867499,2.5870857673594183,4.487285432541487,-1.1563295115444538,8.132536082474285,-1.2314929577464817,2.2374955768868796,12.75,6.75,131.276106043815,5,3,0,1,0,3,3,0,5,3,3,0,3,1,1,0,3,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
15,joint,LISTAUSDT,6,2,4,0,0.3333333333333333,0.09677141021353453,0.7000066870052566,0.3333333333333333,1.2478256181624083,7.4869537089744504,-1.0114819508448563,294.1877165626543,314.18771656265426,2.7797162493740992,5.846889044943852,-1.0517060952283133,9.406250000000044,-1.1000509554140143,4.206824380913254,23.875,11.25,236.89087461211298,5,3,0,1,0,3,4,0,6,3,4,0,4,1,2,0,4,1,2,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0
15,joint,LITUSDT,6,3,3,0,0.5,0.18761630498040816,0.8123836950195918,0.5,-0.04367653061646393,-0.26205918369878356,-0.18381321871127504,12.144952764399653,32.14495276439967,0.8994283539190524,0.7812124305023823,-0.8685654917353102,1.369851780558236,-1.1040050377833786,2.2075750377833776,15.041666666666666,18.25,242.776853026705,4,2,0,0,0,2,3,0,6,2,3,0,5,1,2,0,5,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,joint,LPTUSDT,4,1,3,0,0.25,0.04558726029536886,0.6993581599030918,0.25,-0.6002574660633475,-2.40102986425339,-0.9235764705882372,-45.777002527918995,-25.777002527918995,0.222452572953192,0.6869230769230833,-1.0293176470588243,0.6869230769230833,-1.240799999999999,3.0879529411764732,12.5625,9.875,171.12229770457452,3,2,0,0,0,1,2,0,4,2,3,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,joint,LQTYUSDT,6,6,0,0,1.0,0.6096657083436265,1.0,1.0,2.3176659249516116,13.90599554970967,1.503301282051301,341.6751019996336,361.6751019996337,,2.3176659249516116,,7.019933333333328,0.0431325301204815,0.0,24.416666666666668,21.625,137.6939965175245,5,0,0,1,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,5,0,0,0,4,0,0,0,3,0,0,0,1,0,0,0
15,joint,LSKUSDT,5,2,3,0,0.4,0.11762077314099711,0.7692757205908813,0.4,-0.17723782893070367,-0.8861891446535183,-1.050156512017887,-86.2420106423108,-66.2420106423108,0.7424658390714701,1.2774327966607109,-1.1470182459916467,1.874338461538451,-1.2470158730158751,1.6166452532507916,14.75,13.75,127.646942410447,5,3,0,0,0,3,3,0,5,3,3,0,4,2,2,0,3,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,joint,LTCUSDT,3,2,1,0,0.6666666666666666,0.2076595988078242,0.9385080559790691,0.6666666666666666,0.5666297165200391,1.6998891495601174,0.9421999999999952,65.368513824634,85.36851382463401,2.4677221856484546,1.429035483870967,-1.1581818181818166,1.9158709677419388,-1.1581818181818166,1.1581818181818166,17.25,16.0,126.436781609196,3,1,0,0,0,1,1,0,3,1,1,0,3,1,1,0,3,1,1,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
15,joint,LUMIAUSDT,7,2,5,0,0.2857142857142857,0.08221892324928332,0.6410655504689458,0.2857142857142857,-0.542780515885169,-3.799463611196183,-1.0596742424242411,-59.39778328223742,-39.39778328223743,0.3089486546231053,0.8493140045392009,-1.0996183240549169,1.013778546712805,-1.2059012345678968,3.799463611196183,16.428571428571427,15.75,177.725118483411,6,4,0,0,0,3,4,0,7,4,5,0,5,2,3,0,4,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,joint,LUNA2USDT,1,0,1,0,0.0,0.0,0.7934506882081973,0.0,-1.106746987951809,-1.106746987951809,-1.106746987951809,-207.358916478554,-187.358916478554,0.0,,-1.106746987951809,-1.106746987951809,-1.106746987951809,1.106746987951809,7.5,7.5,187.358916478554,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,joint,LYNUSDT,8,2,6,0,0.25,0.07147921209795555,0.5907245720727483,0.25,-0.04617070087745698,-0.3693656070196558,-0.8195199855308425,-5.9218579061048615,14.078142093895249,0.9302231273893139,2.4620796064400867,-0.8822541366499714,3.8236976744186104,-1.1394800000000005,4.193063281438266,12.84375,10.5,181.38119641733252,7,5,0,0,0,4,5,0,8,5,6,0,5,2,3,0,5,2,3,0,3,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0
15,joint,MAGICUSDT,3,1,2,0,0.3333333333333333,0.06149194402093078,0.7923404011921757,0.3333333333333333,-0.006816726690666612,-0.020450180071999835,-1.060470588235293,-101.70554428462465,-81.70554428462465,0.9906230510560828,2.160448979591863,-1.0904495798319314,2.160448979591863,-1.1204285714285696,2.1808991596638627,11.083333333333334,4.0,166.073546856464,3,2,0,0,0,1,1,0,3,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,joint,MAGMAUSDT,4,2,2,0,0.5,0.15003898774401986,0.8499610122559802,0.5,-0.09512152171695312,-0.3804860868678125,-0.13659103335750705,-144.84327695072298,-124.84327695072298,0.8217258509119322,0.8768945331977216,-1.0671375766316278,0.9999506172839622,-1.1072546374367604,2.1342751532632556,5.75,4.0,224.50474523276702,4,2,0,0,0,2,2,0,4,2,2,0,3,1,1,0,3,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
15,joint,MANAUSDT,6,0,6,0,0.0,0.0,0.39033429165637346,0.0,-1.0816105599632588,-6.489663359779553,-1.1629646453345255,-116.40128330248267,-96.40128330248267,0.0,,-1.0816105599632588,-0.3954263565891455,-1.327333333333337,6.489663359779553,4.75,2.875,125.03747060295801,5,5,0,0,0,2,3,0,4,3,4,0,3,2,3,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,joint,MANTAUSDT,3,1,2,0,0.3333333333333333,0.06149194402093078,0.7923404011921757,0.3333333333333333,-0.653407604659797,-1.960222813979391,-0.9057631578947398,-132.260740325794,-112.260740325794,0.010911534098363889,0.0216250000000041,-0.9909239069896975,0.0216250000000041,-1.076084656084655,1.960222813979391,12.25,10.5,128.400067578982,2,1,0,0,0,1,2,0,3,1,2,0,3,1,2,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,joint,MANTRAUSDT,6,1,5,0,0.16666666666666666,0.030053369411815023,0.5635028250257673,0.16666666666666666,-0.6463659775286646,-3.8781958651719877,-1.1284499999999982,-108.19819688577236,-88.19819688577216,0.31864628107245635,1.8137021276595475,-1.138379598566307,1.8137021276595475,-1.1864444444444464,4.505453548387089,7.0,3.0,148.66946187140547,6,5,0,0,0,4,4,1,5,4,4,1,4,3,3,0,4,3,3,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15,joint,MASKUSDT,3,1,2,0,0.3333333333333333,0.06149194402093078,0.7923404011921757,0.3333333333333333,-0.08323817217074285,-0.24971451651222853,-0.5457377049180313,-52.901210731007005,-32.901210731007005,0.8462709867005853,1.3746666666666747,-0.8121905915894516,1.3746666666666747,-1.0786434782608718,1.6243811831789032,38.0,28.25,254.312251216274,2,1,0,0,0,1,2,0,3,1,2,0,3,1,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
