timeframe_min,arm,view,matched,target_net_bp,control_net_bp,control_win_rate,weeks,mean_excess_bp,ci_low_bp,ci_high_bp,p_one_sided,minimum_p_resolution,side,month,week,period,symbol,p_holm_primary_four
15,joint,symbols,3,-83.92229242920133,-142.90607360166334,0.0,3,58.983781172461995,1.3920648036059788,169.011282118589,0.125,0.125,,,,,ADAUSDT,
15,joint,symbols,3,60.28730645420131,571.5925675386336,1.0,3,-511.30526108443223,-1533.6678448144405,162.448122359393,0.875,0.125,,,,,AEROUSDT,
15,joint,symbols,8,-102.20684686030962,-31.986012976694997,0.375,5,-70.22083388361463,-148.47876185736985,-6.476142871915826,0.9375,0.03125,,,,,AEVOUSDT,
15,joint,symbols,8,31.196456796353758,170.7253221162891,0.5,7,-139.52886531993536,-337.81602202401007,76.1632546021663,0.7734375,0.0078125,,,,,AGLDUSDT,
15,joint,symbols,4,-61.542385117394254,-93.6752283140105,0.0,3,32.13284319661625,-111.78212750079801,439.567784271643,0.5,0.125,,,,,AGTUSDT,
15,joint,symbols,8,-102.96698724603675,-90.797532397253,0.125,5,-12.169454848783758,-161.6942021089113,205.46962281892837,0.5625,0.03125,,,,,AIAUSDT,
15,joint,symbols,6,-29.75354141689668,-83.85021128757083,0.16666666666666666,5,54.09666987067417,-28.939520417859207,194.4985614713734,0.34375,0.03125,,,,,AIGENSYNUSDT,
15,joint,symbols,7,5.162507591135567,183.2002548820299,0.42857142857142855,6,-178.0377472908943,-463.18142276289495,137.63318567825482,0.703125,0.015625,,,,,AINUSDT,
15,joint,symbols,8,-167.09283086000124,98.99919315333425,0.375,7,-266.0920240133355,-546.8277532512888,-54.99977495142931,0.96875,0.0078125,,,,,AIOTUSDT,
15,joint,symbols,7,-41.88125440390043,62.68943380861488,0.5714285714285714,6,-104.57068821251532,-509.3342282257818,421.6948057994323,0.65625,0.015625,,,,,AIOUSDT,
15,joint,symbols,5,-124.4421975686768,-115.41003132498881,0.2,3,-9.032166243687993,-105.871652656363,372.085839932753,0.625,0.125,,,,,AIXBTUSDT,
15,joint,symbols,6,104.63830417921231,-273.60890030986167,0.16666666666666666,5,378.2472044890739,-213.9138287250658,1509.366859911342,0.40625,0.03125,,,,,AKEUSDT,
15,joint,symbols,5,-17.415954790409398,50.530019224263796,0.4,5,-67.94597401467318,-502.70426227611176,423.86706784133384,0.59375,0.03125,,,,,AKTUSDT,
15,joint,symbols,3,-130.75381347765634,-87.63980048584766,0.0,3,-43.11401299180864,-208.51644948354,221.734870886847,0.625,0.125,,,,,ALCHUSDT,
15,joint,symbols,3,-212.86667251340768,-128.98483451586367,0.0,3,-83.88183799754398,-189.00864982161195,-8.506452552138992,1.0,0.125,,,,,ALGOUSDT,
15,joint,symbols,4,9.146493120572991,-3.216209619030497,0.25,4,12.362702739603492,-81.76728092683477,82.99323157985926,0.375,0.0625,,,,,ALICEUSDT,
15,joint,symbols,4,492.9259352825555,449.41851238910596,0.75,4,43.50742289344949,-92.42282092305226,203.5431702747777,0.3125,0.0625,,,,,ALLOUSDT,
15,joint,symbols,3,-116.55102978840434,57.19705069168334,0.6666666666666666,3,-173.74808048008768,-291.690678374592,-28.19931065595499,1.0,0.125,,,,,ALLUSDT,
15,joint,symbols,9,-134.29816751224791,-64.43210249070556,0.3333333333333333,5,-69.86606502154234,-119.45913792816243,-35.95193118523311,1.0,0.03125,,,,,ALPINEUSDT,
15,joint,symbols,4,-104.19800636266599,15.170969122708499,0.5,2,-119.3689754853745,-184.42267870976852,-54.3152722609805,1.0,0.25,,,,,ALTUSDT,
15,joint,symbols,7,28.670287427558005,233.6666158987864,0.8571428571428571,5,-204.99632847122845,-430.71023854058694,12.337185014904989,0.875,0.03125,,,,,ANIMEUSDT,
15,joint,symbols,5,-81.87873207858759,-43.810963161743594,0.2,4,-38.067768916843995,-144.02851375823622,86.82527058314926,0.75,0.0625,,,,,ANKRUSDT,
15,joint,symbols,2,-31.592548856487,-93.056943646517,0.0,2,61.46439479003,48.315656241782,74.61313333827799,0.25,0.25,,,,,APEUSDT,
15,joint,symbols,5,-111.6009205860302,-83.2419176012914,0.2,4,-28.359002984738787,-208.3433273658996,155.83802278562703,0.75,0.0625,,,,,API3USDT,
15,joint,symbols,7,-235.49450054675086,-196.11398777887095,0.0,5,-39.38051276787992,-111.3430061900304,24.393796858503432,0.6875,0.03125,,,,,APRUSDT,
15,joint,symbols,3,-271.705206056326,-185.700747529593,0.0,3,-86.00445852673299,-156.963208929024,32.872873579715,0.875,0.125,,,,,APTUSDT,
15,joint,symbols,2,1117.719610224602,-5.5930249044164935,0.5,2,1123.3126351290184,-228.401253257803,2475.02652351584,0.5,0.25,,,,,ARBUSDT,
15,joint,symbols,6,-187.8928118029443,-179.14206518922467,0.0,6,-8.750746613719658,-109.80525973546234,148.5631858804057,0.5625,0.015625,,,,,ARCUSDT,
15,joint,symbols,3,-218.05362098967467,17.628108426140663,0.6666666666666666,3,-235.6817294158153,-487.866859475308,39.20097734530701,0.875,0.125,,,,,ARIAUSDT,
15,joint,symbols,1,-170.176678445229,-234.96130696474398,0.0,1,64.784628519515,,,,,,,,,ARKMUSDT,
15,joint,symbols,6,6.2659983558576755,-113.70651801639534,0.0,5,119.97251637225303,-105.3049242596095,488.06432862760903,0.3125,0.03125,,,,,ARKUSDT,
15,joint,symbols,8,-99.26836798967688,143.6470715295499,0.375,6,-242.91543951922674,-554.1242522982334,53.87646633271475,0.796875,0.015625,,,,,ARPAUSDT,
15,joint,symbols,5,-167.075801372599,-88.46396918678039,0.2,4,-78.6118321858186,-172.03223569876326,3.8655058131620024,0.875,0.0625,,,,,ARUSDT,
15,joint,symbols,2,-110.461414964726,-81.670019210918,0.0,2,-28.79139575380801,-58.356277868473015,0.773486360856994,0.75,0.25,,,,,ASRUSDT,
15,joint,symbols,5,-71.786820456866,-93.66874687672461,0.0,4,21.88192641985861,-8.663698181838996,42.24567615432368,0.1875,0.0625,,,,,ASTERUSDT,
15,joint,symbols,6,137.26524260331715,12.48293457216267,0.16666666666666666,5,124.78230803115453,-367.20770127340415,812.8992399670109,0.375,0.03125,,,,,ASTRUSDT,
15,joint,symbols,7,272.57630750188804,503.44819118100895,0.5714285714285714,6,-230.871883679121,-345.1344368261226,-106.4214104146805,1.0,0.015625,,,,,ATHUSDT,
15,joint,symbols,5,36.293271011866196,32.72291586728678,0.6,5,3.5703551445794064,-85.38358480811421,87.15244685008001,0.5,0.03125,,,,,ATOMUSDT,
15,joint,symbols,6,-179.64010647451232,-54.61686125374649,0.16666666666666666,4,-125.02324522076584,-188.10804423312132,0.583406717116992,0.9375,0.0625,,,,,ATUSDT,
15,joint,symbols,4,-68.13120572175525,-7.053866636061246,0.5,4,-61.07733908569401,-177.890053157374,30.553823872470495,0.75,0.0625,,,,,AUCTIONUSDT,
15,joint,symbols,8,-116.35326446824287,-69.45996436272013,0.125,5,-46.893300105522755,-63.11874818552344,-25.1033014440055,1.0,0.03125,,,,,AUSDT,
15,joint,symbols,8,392.09732974466743,-95.11965772791925,0.25,6,487.2169874725869,-194.46614964580885,1746.4714521146034,0.234375,0.015625,,,,,AVAAIUSDT,
15,joint,symbols,3,122.282559160672,-92.72942774192434,0.0,3,215.0119869025963,-93.62232481304999,822.0350205254109,0.5,0.125,,,,,AVAUSDT,
15,joint,symbols,5,-85.2162288378636,-69.3074941090222,0.2,4,-15.908734728841399,-159.17823352106478,131.17389763324178,0.75,0.0625,,,,,AVAXUSDT,
15,joint,symbols,5,-189.8094967335452,-84.15785589430119,0.2,5,-105.65164083924398,-196.9135141557836,-32.300218814062404,1.0,0.03125,,,,,AVNTUSDT,
15,joint,symbols,5,-144.5953113028674,-35.817071378409395,0.2,5,-108.778239924458,-275.62464222513125,-13.495916181254,1.0,0.03125,,,,,AWEUSDT,
15,joint,symbols,13,-20.397173678436783,-58.207380359563835,0.3076923076923077,8,37.81020668112706,-113.98158245607192,282.8802628663403,0.37109375,0.00390625,,,,,AXLUSDT,
15,joint,symbols,5,-91.0390585348246,-108.7559348385098,0.0,5,17.71687630368522,-77.43996874473625,169.43824713831722,0.5,0.03125,,,,,AXSUSDT,
15,joint,symbols,3,-44.99522435726132,-53.60839648117266,0.3333333333333333,3,8.613172123911331,-101.045517277903,176.32413366734195,0.5,0.125,,,,,AZTECUSDT,
15,joint,symbols,5,76.09998783824878,-83.25012302011339,0.4,5,159.35011085836217,-32.057815323842604,489.33620572679956,0.3125,0.03125,,,,,B2USDT,
15,joint,symbols,4,332.4326692361068,6.674119263648994,0.25,4,325.7585499724577,-409.697701520937,1061.2148014658524,0.25,0.0625,,,,,BABYUSDT,
15,joint,symbols,2,-228.55476202992548,-131.9452684088395,0.0,2,-96.60949362108599,-115.217907094464,-78.00108014770798,1.0,0.25,,,,,BANANAS31USDT,
15,joint,symbols,6,-176.40947690579617,-14.487759555983162,0.5,4,-161.92171734981298,-257.7507010424104,-117.45908762785713,1.0,0.0625,,,,,BANANAUSDT,
15,joint,symbols,6,-46.826721915275165,-87.60776215487735,0.16666666666666666,5,40.78104023960217,-92.190816448757,227.99397438807324,0.375,0.03125,,,,,BANDUSDT,
15,joint,symbols,7,-27.289199889361253,155.2459355657917,0.5714285714285714,4,-182.535135455153,-333.99101409063326,-102.770747678965,1.0,0.0625,,,,,BANKUSDT,
15,joint,symbols,3,-29.48926233623267,205.13023362166365,0.3333333333333333,2,-234.61949595789633,-715.83781996085,5.989666043580499,0.75,0.25,,,,,BANUSDT,
15,joint,symbols,7,-39.285277928586574,44.041940766711875,0.42857142857142855,6,-83.32721869529846,-126.48189439986143,-30.765740575662008,0.984375,0.015625,,,,,BARDUSDT,
15,joint,symbols,8,-107.42441833885412,-48.137952286552625,0.125,5,-59.286466052301506,-91.16555470047629,-26.088086384714344,1.0,0.03125,,,,,BASEDUSDT,
15,joint,symbols,5,-74.94522932661098,-11.479762035745997,0.4,3,-63.465467290865014,-128.255077866471,122.851778365742,0.875,0.125,,,,,BASUSDT,
15,joint,symbols,8,-74.96089651419062,-93.41971324046864,0.125,6,18.458816726278,-42.63362570935433,71.99078826086344,0.375,0.015625,,,,,BATUSDT,
15,joint,symbols,4,-301.2752132466468,-78.69111530625975,0.5,4,-222.58409794038698,-421.99353689908446,-23.174658981689483,1.0,0.0625,,,,,BBUSDT,
15,joint,symbols,4,-151.79837413567174,-29.432533573593997,0.25,4,-122.36584056207775,-179.056140165443,-50.380903894760245,1.0,0.0625,,,,,BCHUSDT,
15,joint,symbols,10,143.4088513712303,201.2519082596785,0.2,5,-57.84305688844815,-134.84404516897408,102.71704459419746,0.78125,0.03125,,,,,BEAMXUSDT,
15,joint,symbols,10,-174.26827642840692,61.1396573896769,0.2,8,-235.40793381808376,-664.6570066721553,243.93320843470414,0.765625,0.00390625,,,,,BEATUSDT,
15,joint,symbols,8,57.850681161182365,200.47876858284536,0.5,6,-142.628087421663,-212.5889407748748,-55.89531385124386,1.0,0.015625,,,,,BELUSDT,
15,joint,symbols,3,-148.68428028644868,-27.56349965210066,0.3333333333333333,3,-121.12078063434798,-179.39653732672798,-13.774348969880016,1.0,0.125,,,,,BERAUSDT,
15,joint,symbols,6,-88.99481600486901,142.4764236122973,0.16666666666666666,5,-231.47123961716628,-1176.0144332344862,266.8441210893197,0.625,0.03125,,,,,BICOUSDT,
15,joint,symbols,5,51.39077007509361,222.3237968268112,0.2,5,-170.9330267517176,-980.4482834243863,422.87778718025766,0.59375,0.03125,,,,,BIGTIMEUSDT,
15,joint,symbols,9,-143.649913567006,-153.7083634673449,0.0,6,10.058449900338891,-62.03430365975243,77.65233319478416,0.421875,0.015625,,,,,BIOUSDT,
15,joint,symbols,9,-139.5756855094648,216.16744417243467,0.4444444444444444,7,-355.7431296818994,-725.5080120833147,-73.79856801324749,0.9453125,0.0078125,,,,,BIRBUSDT,
15,joint,symbols,10,989.0710958851741,-70.4108960873676,0.2,7,1059.481991972542,-252.8421895376841,4034.89023652631,0.3359375,0.0078125,,,,,BLESSUSDT,
15,joint,symbols,7,-137.79693955194912,73.34790596992556,0.5714285714285714,5,-211.1448455218747,-526.0048398111419,-23.574372313011366,0.96875,0.03125,,,,,BLUAIUSDT,
15,joint,symbols,6,70.70153493096284,257.2575389855609,0.5,6,-186.5560040545981,-684.1167413522332,155.29335012055415,0.671875,0.015625,,,,,BLURUSDT,
15,joint,symbols,8,867.3700282984464,204.78796889871413,0.5,5,662.5820593997324,-131.03016663919266,2256.75422859452,0.1875,0.03125,,,,,BMTUSDT,
15,joint,symbols,4,35.168032261723496,-5.779762889536501,0.5,3,40.94779515125999,-110.086461030291,381.291694952863,0.5,0.125,,,,,BNBUSDT,
15,joint,symbols,4,110.706974459557,-31.888801635330758,0.25,3,142.59577609488775,74.825174825175,176.05597214739797,0.125,0.125,,,,,BNTUSDT,
15,joint,symbols,6,-131.25635459484033,235.47306214150586,0.16666666666666666,5,-366.7294167363462,-663.9084327090184,-57.445845522443996,0.96875,0.03125,,,,,BOMEUSDT,
