timeframe_min,arm,side,closed,wins,losses,flat,win_rate,win_ci_low,win_ci_high,gross_win_rate,mean_net_r,sum_net_r,median_net_r,mean_net_bp,mean_gross_bp,pf_r,average_win_r,average_loss_r,best_net_r,worst_net_r,event_ordered_drawdown_r_nonaccount,mean_holding_hours,median_holding_hours,median_risk_bp,stop_exits,stop_net_losses,fee_only_losses,net_gt5r,net_gt10r,net_float_to_stop_loss,net_float_to_any_loss,mfe_ge2r_no_close_arm_stop_losses,reached_0r,float_to_stop_loss_0r,float_to_any_loss_0r,ambiguous_stop_profit_0r,reached_0.5r,float_to_stop_loss_0.5r,float_to_any_loss_0.5r,ambiguous_stop_profit_0.5r,reached_1r,float_to_stop_loss_1r,float_to_any_loss_1r,ambiguous_stop_profit_1r,reached_2r,float_to_stop_loss_2r,float_to_any_loss_2r,ambiguous_stop_profit_2r,reached_3r,float_to_stop_loss_3r,float_to_any_loss_3r,ambiguous_stop_profit_3r,reached_5r,float_to_stop_loss_5r,float_to_any_loss_5r,ambiguous_stop_profit_5r,reached_10r,float_to_stop_loss_10r,float_to_any_loss_10r,ambiguous_stop_profit_10r
15,joint,1,2736,749,1987,0,0.2737573099415205,0.25737563291444526,0.2907734046924652,0.28362573099415206,0.02418725193242265,66.17632128710837,-1.0759034749034755,-4.975603852947959,15.024396147052043,1.0319400867849045,2.8545601265185625,-1.042722301698689,78.61485477178441,-2.0886936416184967,442.03496747148876,12.612481725146198,7.25,174.47428147147053,2461,1739,30,89,38,1390,1633,64,2649,1653,1900,17,1745,791,996,4,1326,447,578,6,877,126,148,2,580,34,34,2,283,8,8,0,88,1,1,0
15,v9_both,-1,2819,741,2078,0,0.2628591699184108,0.2469403354542799,0.27942342975346973,0.2738559772969138,-0.22577287689160505,-636.4537399574347,-1.0805333333333322,-44.92709693059897,-24.92709693059896,0.7051412425898461,2.054048625690817,-1.0387409872927478,17.308372093023273,-2.377349999999836,1095.6808907787163,15.439162823696346,9.25,165.99812238627598,2412,1758,40,56,6,1388,1703,65,2746,1685,2005,9,1819,819,1078,4,1345,426,606,8,808,101,133,2,472,21,22,2,178,0,0,1,23,0,0,1
15,v9_both,1,3023,829,2194,0,0.2742308964604697,0.2586216686201066,0.29041318551972783,0.2838240158782666,0.043365187832089876,131.0929628164077,-1.0737000000000008,-3.604842832893612,16.395157167106394,1.0574268052240738,2.911793066645992,-1.040466494727949,80.7416571428571,-2.8925263157896213,483.6980316328581,12.848412173337744,7.5,176.49591046061002,2700,1900,33,97,39,1527,1815,61,2922,1801,2093,19,1937,871,1108,4,1458,482,630,5,953,121,146,1,634,28,28,2,310,10,10,0,97,1,1,0
60,joint,1,656,249,407,0,0.3795731707317073,0.34324039421092734,0.4173081468463816,0.38414634146341464,0.589337724708446,386.6055474087406,-1.028348076923077,133.2737228416074,153.27372284160742,1.9517312528052675,3.1840099774270874,-0.9980661842029591,49.90969230769294,-1.3708453608247366,66.0501353895736,52.84146341463415,43.0,342.1130961705955,606,367,3,39,11,329,367,21,650,361,401,1,483,201,234,3,385,112,136,4,278,33,37,1,208,2,2,1,123,0,0,0,39,0,0,0
60,v9_both,-1,608,182,426,0,0.2993421052631579,0.26429186636289154,0.33691201340338833,0.3042763157894737,-0.11492470007363483,-69.87421764476997,-1.0382386670264434,-70.09360620198618,-50.09360620198617,0.831901494273973,1.9000000911896227,-0.9757611132424443,10.60521212121206,-1.3150273865414766,127.80125547803323,66.25986842105263,46.0,316.723058661202,522,357,4,8,1,324,393,12,602,351,420,4,397,161,215,2,299,82,120,1,186,14,15,0,104,1,1,0,37,0,0,0,4,0,0,0
60,v9_both,1,673,259,414,0,0.3848439821693908,0.3488361929073336,0.4221589227639365,0.38930163447251115,0.60590979392803,407.7772913135642,-1.0256984615384617,146.08287769809849,166.08287769809854,1.9911433511542904,3.162928165517504,-0.9937707815349501,49.90969230769294,-1.3708453608247366,72.07391651602228,54.74145616641902,44.0,352.436408213299,612,365,3,39,12,328,375,18,668,360,409,1,494,196,235,3,393,106,134,4,280,28,31,1,212,1,1,1,120,0,0,0,37,0,0,0
