stream_key,symbol,timeframe_min,window_bars_expected,window_bars_actual,window_gap_count,chart_gaps,partial_chart_buckets,partial_higher_buckets,valid_ready_window_bars,first,last,coverage_status
DFUSDT_60m,DFUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
DGBUSDT_15m,DGBUSDT,15,5968,5968,0,0,0,0,0,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,partial
DGBUSDT_60m,DGBUSDT,60,1492,1492,0,0,0,0,0,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,partial
DIAUSDT_15m,DIAUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
DIAUSDT_60m,DIAUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
DMCUSDT_15m,DMCUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
DMCUSDT_60m,DMCUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
DODOXUSDT_15m,DODOXUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
DODOXUSDT_60m,DODOXUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
DOGEUSDT_15m,DOGEUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
DOGEUSDT_60m,DOGEUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
DOGSUSDT_15m,DOGSUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
DOGSUSDT_60m,DOGSUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
DOLOUSDT_15m,DOLOUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
DOLOUSDT_60m,DOLOUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
DOODUSDT_15m,DOODUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
DOODUSDT_60m,DOODUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
DOTUSDT_15m,DOTUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
DOTUSDT_60m,DOTUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
DRIFTUSDT_15m,DRIFTUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
DRIFTUSDT_60m,DRIFTUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
DUSDT_15m,DUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
DUSDT_60m,DUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
DUSKUSDT_15m,DUSKUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
DUSKUSDT_60m,DUSKUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
DYDXUSDT_15m,DYDXUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
DYDXUSDT_60m,DYDXUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
DYMUSDT_15m,DYMUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
DYMUSDT_60m,DYMUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
EDENUSDT_15m,EDENUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
EDENUSDT_60m,EDENUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
EDGEUSDT_15m,EDGEUSDT,15,5968,5968,0,0,0,0,5968,2026-03-19 14:00:00+00:00,2026-09-23 03:45:00+00:00,complete
EDGEUSDT_60m,EDGEUSDT,60,1492,1492,0,0,0,1,1492,2026-03-19 14:00:00+00:00,2026-09-23 03:00:00+00:00,complete
EDUUSDT_15m,EDUUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
EDUUSDT_60m,EDUUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
EGLDUSDT_15m,EGLDUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
EGLDUSDT_60m,EGLDUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
EIGENUSDT_15m,EIGENUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
EIGENUSDT_60m,EIGENUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
ELSAUSDT_15m,ELSAUSDT,15,5968,5968,0,0,1,1,5968,2026-01-22 07:30:00+00:00,2026-09-23 03:45:00+00:00,complete
ELSAUSDT_60m,ELSAUSDT,60,1492,1492,0,0,1,1,1492,2026-01-22 08:00:00+00:00,2026-09-23 03:00:00+00:00,complete
ENAUSDT_15m,ENAUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
ENAUSDT_60m,ENAUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
ENJUSDT_15m,ENJUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
ENJUSDT_60m,ENJUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
ENSOUSDT_15m,ENSOUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
ENSOUSDT_60m,ENSOUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
ENSUSDT_15m,ENSUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
ENSUSDT_60m,ENSUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
EPICUSDT_15m,EPICUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
EPICUSDT_60m,EPICUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
EPTUSDT_15m,EPTUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
EPTUSDT_60m,EPTUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
ERAUSDT_15m,ERAUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
ERAUSDT_60m,ERAUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
ESPORTSUSDT_15m,ESPORTSUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
ESPORTSUSDT_60m,ESPORTSUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
ESPUSDT_15m,ESPUSDT,15,5968,5968,0,0,1,1,5968,2026-02-10 08:15:00+00:00,2026-09-23 03:45:00+00:00,complete
ESPUSDT_60m,ESPUSDT,60,1492,1492,0,0,1,1,1492,2026-02-10 09:00:00+00:00,2026-09-23 03:00:00+00:00,complete
ETCUSDT_15m,ETCUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
ETCUSDT_60m,ETCUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
ETHFIUSDT_15m,ETHFIUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
ETHFIUSDT_60m,ETHFIUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
ETHUSDT_15m,ETHUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
ETHUSDT_60m,ETHUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
ETHWUSDT_15m,ETHWUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
ETHWUSDT_60m,ETHWUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
EULUSDT_15m,EULUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
EULUSDT_60m,EULUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
EVAAUSDT_15m,EVAAUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
EVAAUSDT_60m,EVAAUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
FARTCOINUSDT_15m,FARTCOINUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
FARTCOINUSDT_60m,FARTCOINUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
FETUSDT_15m,FETUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
FETUSDT_60m,FETUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
FFUSDT_15m,FFUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
FFUSDT_60m,FFUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
FHEUSDT_15m,FHEUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
FHEUSDT_60m,FHEUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
FIDAUSDT_15m,FIDAUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
FIDAUSDT_60m,FIDAUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
FIGHTUSDT_15m,FIGHTUSDT,15,5968,5968,0,0,0,1,5968,2026-01-23 12:15:00+00:00,2026-09-23 03:45:00+00:00,complete
FIGHTUSDT_60m,FIGHTUSDT,60,1492,1492,0,0,1,1,1492,2026-01-23 13:00:00+00:00,2026-09-23 03:00:00+00:00,complete
FILUSDT_15m,FILUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
FILUSDT_60m,FILUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
FIOUSDT_15m,FIOUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
FIOUSDT_60m,FIOUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
FISUSDT_15m,FISUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
FISUSDT_60m,FISUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
FLMUSDT_15m,FLMUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
FLMUSDT_60m,FLMUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
FLOCKUSDT_15m,FLOCKUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
FLOCKUSDT_60m,FLOCKUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
FLOWUSDT_15m,FLOWUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
FLOWUSDT_60m,FLOWUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
FLUIDUSDT_15m,FLUIDUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
FLUIDUSDT_60m,FLUIDUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
FLUXUSDT_15m,FLUXUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
FLUXUSDT_60m,FLUXUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
FOGOUSDT_15m,FOGOUSDT,15,5968,5968,0,0,0,0,5968,2026-01-10 14:00:00+00:00,2026-09-23 03:45:00+00:00,complete
FOGOUSDT_60m,FOGOUSDT,60,1492,1492,0,0,0,1,1492,2026-01-10 14:00:00+00:00,2026-09-23 03:00:00+00:00,complete
FOLKSUSDT_15m,FOLKSUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
FOLKSUSDT_60m,FOLKSUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
FORMUSDT_15m,FORMUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
FORMUSDT_60m,FORMUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
FORTHUSDT_15m,FORTHUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
FORTHUSDT_60m,FORTHUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
FRAXUSDT_15m,FRAXUSDT,15,5968,5968,0,0,0,0,5968,2026-01-15 08:00:00+00:00,2026-09-23 03:45:00+00:00,complete
FRAXUSDT_60m,FRAXUSDT,60,1492,1492,0,0,0,0,1492,2026-01-15 08:00:00+00:00,2026-09-23 03:00:00+00:00,complete
FTMUSDT_15m,FTMUSDT,15,5968,5968,0,0,0,0,0,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,partial
FTMUSDT_60m,FTMUSDT,60,1492,1492,0,0,0,0,0,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,partial
FTTUSDT_15m,FTTUSDT,15,5968,5968,0,0,0,0,0,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,partial
FTTUSDT_60m,FTTUSDT,60,1492,1492,0,0,0,0,0,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,partial
FUNUSDT_15m,FUNUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
FUNUSDT_60m,FUNUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
FUSDT_15m,FUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
FUSDT_60m,FUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
FXSUSDT_15m,FXSUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
FXSUSDT_60m,FXSUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
GALAUSDT_15m,GALAUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
GALAUSDT_60m,GALAUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
GASUSDT_15m,GASUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
GASUSDT_60m,GASUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
GENIUSUSDT_15m,GENIUSUSDT,15,5968,5968,0,0,0,1,5968,2026-04-16 03:30:00+00:00,2026-09-23 03:45:00+00:00,complete
GENIUSUSDT_60m,GENIUSUSDT,60,1492,1492,0,0,1,1,1492,2026-04-16 04:00:00+00:00,2026-09-23 03:00:00+00:00,complete
GHSTUSDT_15m,GHSTUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
GHSTUSDT_60m,GHSTUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
GIGGLEUSDT_15m,GIGGLEUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
GIGGLEUSDT_60m,GIGGLEUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
GLMRUSDT_15m,GLMRUSDT,15,5968,5968,0,0,0,0,0,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,partial
GLMRUSDT_60m,GLMRUSDT,60,1492,1492,0,0,0,0,0,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,partial
GLMUSDT_15m,GLMUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
GLMUSDT_60m,GLMUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
GMTUSDT_15m,GMTUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
GMTUSDT_60m,GMTUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
GMXUSDT_15m,GMXUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
GMXUSDT_60m,GMXUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
GOATUSDT_15m,GOATUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
GOATUSDT_60m,GOATUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
GPSUSDT_15m,GPSUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
GPSUSDT_60m,GPSUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
GRASSUSDT_15m,GRASSUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
GRASSUSDT_60m,GRASSUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
GRIFFAINUSDT_15m,GRIFFAINUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
GRIFFAINUSDT_60m,GRIFFAINUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
GRTUSDT_15m,GRTUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
GRTUSDT_60m,GRTUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
GTCUSDT_15m,GTCUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
GTCUSDT_60m,GTCUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
GUAUSDT_15m,GUAUSDT,15,5968,5968,0,0,0,1,5968,2025-12-21 10:15:00+00:00,2026-09-23 03:45:00+00:00,complete
GUAUSDT_60m,GUAUSDT,60,1492,1492,0,0,1,1,1492,2025-12-21 11:00:00+00:00,2026-09-23 03:00:00+00:00,complete
GUNUSDT_15m,GUNUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
GUNUSDT_60m,GUNUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
GUSDT_15m,GUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
GUSDT_60m,GUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
GWEIUSDT_15m,GWEIUSDT,15,5968,5968,0,0,0,1,5968,2026-01-29 05:30:00+00:00,2026-09-23 03:45:00+00:00,complete
GWEIUSDT_60m,GWEIUSDT,60,1492,1492,0,0,1,1,1492,2026-01-29 06:00:00+00:00,2026-09-23 03:00:00+00:00,complete
HAEDALUSDT_15m,HAEDALUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
HAEDALUSDT_60m,HAEDALUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
HANAUSDT_15m,HANAUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
HANAUSDT_60m,HANAUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
HBARUSDT_15m,HBARUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
HBARUSDT_60m,HBARUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
HEIUSDT_15m,HEIUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
HEIUSDT_60m,HEIUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
HEMIUSDT_15m,HEMIUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
HEMIUSDT_60m,HEMIUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
HFTUSDT_15m,HFTUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
HFTUSDT_60m,HFTUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
HIFIUSDT_15m,HIFIUSDT,15,5968,5968,0,0,0,0,0,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,partial
HIFIUSDT_60m,HIFIUSDT,60,1492,1492,0,0,0,0,0,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,partial
HIGHUSDT_15m,HIGHUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
HIGHUSDT_60m,HIGHUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
HIPPOUSDT_15m,HIPPOUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
HIPPOUSDT_60m,HIPPOUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
HIVEUSDT_15m,HIVEUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
HIVEUSDT_60m,HIVEUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
HMSTRUSDT_15m,HMSTRUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
HMSTRUSDT_60m,HMSTRUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
HOLOUSDT_15m,HOLOUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
HOLOUSDT_60m,HOLOUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
HOMEUSDT_15m,HOMEUSDT,15,5968,5968,0,0,0,0,5968,2025-11-15 00:00:00+00:00,2026-09-23 03:45:00+00:00,complete
HOMEUSDT_60m,HOMEUSDT,60,1492,1492,0,0,0,0,1492,2025-11-15 00:00:00+00:00,2026-09-23 03:00:00+00:00,complete
