direction,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
-1,25,-40.684946069256014,-43.38653610046926,-1017.1236517314003,0.0,False,0.0,25,0
1,21,-18.208087365144134,-27.39199832535231,-382.36983466802684,0.4322248494403513,False,0.14285714285714285,18,0
