primary_loss_reason,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
cost_flip,6,-9.645228536269315,-10.359085683842011,-57.87137121761588,0.0,False,0.0,6,0
early_reversal,25,-43.063433963453754,-36.6747860886507,-1076.5858490863438,0.0,False,0.0,25,0
giveback,1,-23.261648745518375,-23.261648745518375,-23.261648745518375,0.0,False,0.0,1,0
hard_stop,4,-61.897086171676925,-63.05865064783476,-247.5883446867077,0.0,False,0.0,4,0
other_loss,7,-40.75276583554205,-43.38653610046926,-285.26936084879435,0.0,False,0.0,7,0
