fold,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
2023H1,12,-51.10999905444464,-46.39125798319375,-613.3199886533357,0.0,False,0.0,12,0
2023H2,12,-29.404745717570375,-25.326823535435345,-352.8569486108445,0.0,False,0.0,12,0
2024H1,12,-14.018901177791909,-38.998453682670394,-168.2268141335029,0.6040768216305135,False,0.16666666666666666,10,0
2024H2,10,-26.508973500174434,-24.79628082178163,-265.0897350017444,0.11489834769331306,False,0.1,9,0
