outcome,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
hard_stop,4,-61.897086171676925,-63.05865064783476,-247.5883446867077,0.0,False,0.0,4,0
transition_colour_exit,42,-27.426312897921896,-31.618834553763225,-1151.9051417127196,0.20172242722040343,False,0.07142857142857142,39,0
