event_id,mother_decision_time,baseline_net_bp,baseline_exit_time,baseline_exit_reason,baseline_mfe_r,baseline_hold_minutes,candidate_net_bp,candidate_exit_time,candidate_exit_reason,candidate_mfe_r,candidate_hold_minutes,delta_net_bp,exit_delay_minutes,outcome_transition
2023-01-02T02:00:00+00:00_L,2023-01-02 03:00:00+00:00,8.031467582965153,2023-01-02 06:50:00+00:00,transition_colour_exit,3.9908256880733055,230.0,44.80393043373444,2023-01-02 14:00:00+00:00,transition_colour_exit,5.547400611620716,660.0,36.77246285076929,430.0,win_to_win
2023-01-06T00:00:00+00:00_L,2023-01-06 01:00:00+00:00,-37.91062479613359,2023-01-06 01:55:00+00:00,transition_colour_exit,0.04411764705882353,55.0,-40.164279571806,2023-01-06 02:00:00+00:00,hard_stop,0.04411764705882353,60.0,-2.253654775672409,5.0,loss_to_loss
2023-01-08T14:00:00+00:00_L,2023-01-08 15:00:00+00:00,-33.97842486154377,2023-01-08 16:30:00+00:00,hard_stop,3.016877637130709,90.0,-33.97842486154377,2023-01-08 16:30:00+00:00,hard_stop,3.016877637130709,90.0,0.0,0.0,loss_to_loss
2023-01-08T20:00:00+00:00_L,2023-01-08 21:00:00+00:00,116.41801071308635,2023-01-09 05:50:00+00:00,transition_colour_exit,6.601830663615451,530.0,135.62849515907473,2023-01-09 14:15:00+00:00,transition_colour_exit,7.439359267734397,1035.0,19.210484445988385,505.0,win_to_win
2023-01-18T15:00:00+00:00_S,2023-01-18 16:00:00+00:00,-0.649639617366065,2023-01-18 18:30:00+00:00,transition_colour_exit,1.201974183750952,150.0,80.1274176064515,2023-01-19 04:30:00+00:00,transition_colour_exit,1.201974183750952,750.0,80.77705722381756,600.0,loss_to_win
2023-01-23T10:00:00+00:00_L,2023-01-23 11:00:00+00:00,-30.387524495789613,2023-01-23 13:15:00+00:00,transition_colour_exit,0.4922644163150593,135.0,-82.063276609301,2023-01-23 13:55:00+00:00,hard_stop,0.4922644163150593,175.0,-51.675752113511386,40.0,loss_to_loss
2023-01-23T20:00:00+00:00_L,2023-01-23 21:00:00+00:00,-75.67063135359595,2023-01-23 22:55:00+00:00,transition_colour_exit,0.09921377761138205,115.0,-67.6804627349825,2023-01-24 09:15:00+00:00,transition_colour_exit,0.5308873081242982,735.0,7.990168618613453,620.0,loss_to_loss
2023-01-25T20:00:00+00:00_L,2023-01-25 21:00:00+00:00,16.66357140677423,2023-01-25 22:55:00+00:00,transition_colour_exit,4.812802582033411,115.0,72.94498720480604,2023-01-26 06:15:00+00:00,transition_colour_exit,4.812802582033411,555.0,56.28141579803181,440.0,win_to_win
2023-01-27T16:00:00+00:00_L,2023-01-27 17:00:00+00:00,-8.02690272831084,2023-01-27 20:50:00+00:00,transition_colour_exit,1.838374291115293,230.0,-67.76271655313136,2023-01-27 22:15:00+00:00,transition_colour_exit,1.838374291115293,315.0,-59.73581382482051,85.0,loss_to_loss
2023-01-28T20:00:00+00:00_S,2023-01-28 21:00:00+00:00,-36.85114387480535,2023-01-28 23:35:00+00:00,transition_colour_exit,0.3417085427135676,155.0,-31.843698020534976,2023-01-28 21:30:00+00:00,transition_colour_exit,0.3417085427135676,30.0,5.007445854270376,-125.0,loss_to_loss
2023-01-30T09:00:00+00:00_S,2023-01-30 10:00:00+00:00,-14.222469420048771,2023-01-30 14:15:00+00:00,transition_colour_exit,0.6465852304275329,255.0,112.9694351385946,2023-01-31 02:30:00+00:00,transition_colour_exit,2.0358134369794496,990.0,127.19190455864337,735.0,loss_to_win
2023-02-05T11:00:00+00:00_S,2023-02-05 12:00:00+00:00,160.1227077919021,2023-02-05 20:30:00+00:00,transition_colour_exit,12.98286937901477,510.0,138.97209746406736,2023-02-05 23:00:00+00:00,transition_colour_exit,12.98286937901477,660.0,-21.150610327834727,150.0,win_to_win
2023-02-07T09:00:00+00:00_L,2023-02-07 10:00:00+00:00,-38.726998596562126,2023-02-07 13:25:00+00:00,transition_colour_exit,0.37490829053556457,205.0,-48.37292362773858,2023-02-07 15:15:00+00:00,transition_colour_exit,0.37490829053556457,315.0,-9.645925031176454,110.0,loss_to_loss
2023-02-11T21:00:00+00:00_L,2023-02-11 22:00:00+00:00,-22.611588120481347,2023-02-12 00:50:00+00:00,transition_colour_exit,0.4526901669758837,170.0,-37.73130881800422,2023-02-12 05:00:00+00:00,transition_colour_exit,0.4526901669758837,420.0,-15.119720697522876,250.0,loss_to_loss
2023-02-13T01:00:00+00:00_S,2023-02-13 02:00:00+00:00,-42.890040299368145,2023-02-13 03:00:00+00:00,transition_colour_exit,0.6990291262136122,60.0,-76.925734024178,2023-02-13 04:25:00+00:00,hard_stop,0.6990291262136122,145.0,-34.03569372480985,85.0,loss_to_loss
2023-02-13T08:00:00+00:00_S,2023-02-13 09:00:00+00:00,21.0622793247728,2023-02-13 11:45:00+00:00,transition_colour_exit,2.0013003901169926,165.0,34.688327172456304,2023-02-13 18:45:00+00:00,transition_colour_exit,2.452535760728153,585.0,13.626047847683505,420.0,win_to_win
2023-02-14T08:00:00+00:00_S,2023-02-14 09:00:00+00:00,-34.65687697902452,2023-02-14 09:45:00+00:00,transition_colour_exit,0.15159235668787027,45.0,-56.18128436645885,2023-02-14 09:55:00+00:00,hard_stop,0.15159235668787027,55.0,-21.52440738743433,10.0,loss_to_loss
2023-02-16T23:00:00+00:00_S,2023-02-17 00:00:00+00:00,-169.6659432316272,2023-02-17 02:00:00+00:00,transition_colour_exit,0.27685123415610474,120.0,-129.91957104557582,2023-02-17 09:15:00+00:00,transition_colour_exit,0.27685123415610474,555.0,39.74637218605139,435.0,loss_to_loss
2023-02-19T17:00:00+00:00_S,2023-02-19 18:00:00+00:00,-80.67149137750638,2023-02-19 20:55:00+00:00,transition_colour_exit,0.260270930490786,175.0,-38.841823100319566,2023-02-20 03:45:00+00:00,transition_colour_exit,1.1729957805907207,585.0,41.82966827718682,410.0,loss_to_loss
2023-02-20T09:00:00+00:00_L,2023-02-20 10:00:00+00:00,-46.99651696722927,2023-02-20 12:40:00+00:00,transition_colour_exit,0.1821490135989321,160.0,-58.325412480263445,2023-02-20 16:45:00+00:00,transition_colour_exit,0.49377513886229385,405.0,-11.328895513034176,245.0,loss_to_loss
2023-02-23T02:00:00+00:00_L,2023-02-23 03:00:00+00:00,-62.92720312761289,2023-02-23 05:35:00+00:00,transition_colour_exit,0.18662647300629837,155.0,-118.41051125361378,2023-02-23 10:00:00+00:00,transition_colour_exit,0.18662647300629837,420.0,-55.483308126000885,265.0,loss_to_loss
2023-02-23T11:00:00+00:00_S,2023-02-23 12:00:00+00:00,-158.78374968458343,2023-02-23 13:15:00+00:00,transition_colour_exit,0.3557400283458194,75.0,-113.06922365211578,2023-02-23 19:30:00+00:00,transition_colour_exit,0.3557400283458194,450.0,45.714526032467646,375.0,loss_to_loss
2023-02-28T19:00:00+00:00_S,2023-02-28 20:00:00+00:00,13.09920303996794,2023-03-01 00:20:00+00:00,transition_colour_exit,1.0323144104803557,260.0,-32.89579339219582,2023-03-01 02:45:00+00:00,transition_colour_exit,1.0510917030567717,405.0,-45.99499643216376,145.0,win_to_loss
2023-03-07T01:00:00+00:00_L,2023-03-07 02:00:00+00:00,-34.05593907906844,2023-03-07 03:40:00+00:00,transition_colour_exit,1.0455840455841097,100.0,-40.90598533912136,2023-03-07 06:30:00+00:00,transition_colour_exit,1.0455840455841097,270.0,-6.85004626005292,170.0,loss_to_loss
2023-03-11T01:00:00+00:00_L,2023-03-11 02:00:00+00:00,-125.00485908649048,2023-03-11 03:15:00+00:00,transition_colour_exit,0.15493348115299768,75.0,-195.3158406219624,2023-03-11 06:40:00+00:00,hard_stop,0.15493348115299768,280.0,-70.31098153547191,205.0,loss_to_loss
2023-03-11T07:00:00+00:00_S,2023-03-11 08:00:00+00:00,-154.57296251901064,2023-03-11 09:55:00+00:00,transition_colour_exit,0.19037433155080213,115.0,-180.2083060527604,2023-03-11 14:45:00+00:00,transition_colour_exit,0.19037433155080213,405.0,-25.63534353374976,290.0,loss_to_loss
2023-03-19T14:00:00+00:00_L,2023-03-19 15:00:00+00:00,251.6448711662722,2023-03-19 20:20:00+00:00,transition_colour_exit,6.697121401752225,320.0,218.7869651442753,2023-03-20 00:15:00+00:00,transition_colour_exit,6.697121401752225,555.0,-32.85790602199688,235.0,win_to_win
2023-03-20T18:00:00+00:00_L,2023-03-20 19:00:00+00:00,-115.9236042114886,2023-03-20 19:30:00+00:00,transition_colour_exit,0.07113476893298211,30.0,-54.2380077625204,2023-03-20 19:15:00+00:00,transition_colour_exit,0.07113476893298211,15.0,61.6855964489682,-15.0,loss_to_loss
2023-04-02T04:00:00+00:00_S,2023-04-02 05:00:00+00:00,-37.72056466244676,2023-04-02 05:40:00+00:00,transition_colour_exit,0.018867924528301886,40.0,-50.720342715016,2023-04-02 06:00:00+00:00,transition_colour_exit,0.018867924528301886,60.0,-12.99977805256924,20.0,loss_to_loss
2023-04-03T08:00:00+00:00_L,2023-04-03 09:00:00+00:00,-33.200155295944874,2023-04-03 11:05:00+00:00,transition_colour_exit,0.6626059322033944,125.0,-153.2721561430128,2023-04-03 14:50:00+00:00,hard_stop,0.6626059322033944,350.0,-120.07200084706793,225.0,loss_to_loss
2023-04-03T14:00:00+00:00_S,2023-04-03 15:00:00+00:00,-55.47061975352817,2023-04-03 18:30:00+00:00,transition_colour_exit,0.373740656483587,210.0,-77.18878371137714,2023-04-03 19:00:00+00:00,transition_colour_exit,0.373740656483587,240.0,-21.718163957848972,30.0,loss_to_loss
2023-04-09T06:00:00+00:00_S,2023-04-09 07:00:00+00:00,-30.255674687129623,2023-04-09 09:15:00+00:00,transition_colour_exit,0.9364791288566248,135.0,-45.31645569620267,2023-04-09 12:30:00+00:00,transition_colour_exit,0.9364791288566248,330.0,-15.060781009073043,195.0,loss_to_loss
2023-04-09T18:00:00+00:00_L,2023-04-09 19:00:00+00:00,86.23876252176201,2023-04-09 23:50:00+00:00,transition_colour_exit,4.054183266932265,290.0,54.38140357886924,2023-04-10 05:00:00+00:00,transition_colour_exit,4.054183266932265,600.0,-31.857358942892773,310.0,win_to_win
2023-04-14T15:00:00+00:00_S,2023-04-14 16:00:00+00:00,-32.00686673700879,2023-04-14 18:05:00+00:00,transition_colour_exit,0.6801650760897607,125.0,-106.76036212445393,2023-04-14 20:45:00+00:00,transition_colour_exit,0.6801650760897607,285.0,-74.75349538744514,160.0,loss_to_loss
2023-04-16T18:00:00+00:00_L,2023-04-16 19:00:00+00:00,-89.23341692481655,2023-04-16 20:00:00+00:00,hard_stop,0.3267045454545443,60.0,-89.23341692481655,2023-04-16 20:00:00+00:00,hard_stop,0.3267045454545443,60.0,0.0,0.0,loss_to_loss
2023-04-18T08:00:00+00:00_S,2023-04-18 09:00:00+00:00,-64.89182854217732,2023-04-18 09:30:00+00:00,hard_stop,0.018754688672167633,30.0,-64.89182854217732,2023-04-18 09:30:00+00:00,hard_stop,0.018754688672167633,30.0,0.0,0.0,loss_to_loss
2023-04-18T09:00:00+00:00_L,2023-04-18 10:00:00+00:00,100.50933763357419,2023-04-18 14:25:00+00:00,transition_colour_exit,3.065425264217413,265.0,28.310794986918815,2023-04-18 18:00:00+00:00,transition_colour_exit,3.065425264217413,480.0,-72.19854264665537,215.0,win_to_win
2023-04-19T08:00:00+00:00_S,2023-04-19 09:00:00+00:00,-64.01767563361192,2023-04-19 11:20:00+00:00,transition_colour_exit,0.16545414462080954,140.0,-70.32550454060924,2023-04-19 18:15:00+00:00,transition_colour_exit,0.16545414462080954,555.0,-6.3078289069973295,415.0,loss_to_loss
2023-04-25T17:00:00+00:00_L,2023-04-25 18:00:00+00:00,220.0214285455737,2023-04-26 01:20:00+00:00,transition_colour_exit,2.7863472267804332,440.0,504.63739787958593,2023-04-26 19:30:00+00:00,transition_colour_exit,8.066951099442054,1530.0,284.6159693340122,1090.0,win_to_win
2023-04-29T13:00:00+00:00_L,2023-04-29 14:00:00+00:00,-41.26718388457905,2023-04-29 14:55:00+00:00,transition_colour_exit,0.11311787072244651,55.0,-55.79692391452283,2023-04-29 15:50:00+00:00,hard_stop,0.11311787072244651,110.0,-14.529740029943781,55.0,loss_to_loss
2023-05-01T01:00:00+00:00_S,2023-05-01 02:00:00+00:00,-55.70664431201687,2023-05-01 05:10:00+00:00,transition_colour_exit,0.1102216748768473,190.0,-47.18334905875475,2023-05-01 12:45:00+00:00,transition_colour_exit,0.3589901477832512,645.0,8.52329525326212,455.0,loss_to_loss
2023-05-03T20:00:00+00:00_L,2023-05-03 21:00:00+00:00,145.71466641420284,2023-05-04 00:35:00+00:00,transition_colour_exit,3.2353937341236017,215.0,168.75202058985516,2023-05-04 08:00:00+00:00,transition_colour_exit,3.2353937341236017,660.0,23.037354175652325,445.0,win_to_win
2023-05-05T13:00:00+00:00_L,2023-05-05 14:00:00+00:00,75.90698599099889,2023-05-05 18:45:00+00:00,transition_colour_exit,1.875089477451702,285.0,80.53437809564025,2023-05-06 02:15:00+00:00,transition_colour_exit,2.403722261990005,735.0,4.627392104641359,450.0,win_to_win
2023-05-15T01:00:00+00:00_L,2023-05-15 02:00:00+00:00,57.76381263184362,2023-05-15 09:15:00+00:00,transition_colour_exit,0.7729479768786195,435.0,9.216555313003045,2023-05-15 14:15:00+00:00,transition_colour_exit,0.7729479768786195,735.0,-48.54725731884058,300.0,win_to_win
