fold,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,median_hold_bars,p90_net_bp,max_net_bp,mean_capture_of_horizon_mfe
2026-03,8,-31.449850318178676,-51.449850318178676,-62.566690627647844,0.125,0.22230712584039025,-0.11017239305583648,-0.11017239305583648,9.0,17.718836569842694,117.65743243063514,0.21424475892805778
2026-04,7,-29.231749851815756,-49.23174985181577,-50.394801990376585,0.0,0.0,-0.23128497903188194,-0.23128497903188194,4.0,-22.624405290367005,-22.382852776564583,
