failure_mode,events,mean_net_bp,total_net_bp,mean_horizon_mfe_atr,mean_giveback_atr
false_launch_or_other_loss,5,-85.24170436894374,-426.2085218447187,0.4598532663951523,2.2890184910940787
early_stop_then_later_recovered,6,-47.81438840678533,-286.886330440712,9.715079446189133,2.6212948797527393
early_stop_no_followthrough,2,-63.84062720742654,-127.68125441485309,5.496582644801404,2.0894807867987604
armed_profit_given_back,1,-33.10237723849117,-33.10237723849117,2.6089986017202973,3.0791577170801454
winner_large_giveback,1,117.65743243063514,117.65743243063514,9.082544392305195,7.136656858522386
