weight_power,stage_fractions_json,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,median_hold_bars,p90_net_bp,max_net_bp,mean_capture_of_horizon_mfe,banked_events,banked_to_nonpositive_events,banked_to_nonpositive_share,runner_armed_events,runner_armed_to_nonpositive_events,runner_armed_to_nonpositive_share,actual_mfe_2atr_events,actual_mfe_2atr_to_nonpositive_share,median_giveback_atr,p95_net_bp,mean_banked_gross_bp,profit_floor_gap_breaches,minimum_fold_events,eligible,robust_score_bp,worst_fold_net_bp,runner_loss_relative_reduction,mean_net_delta_bp,worst_fold_degradation_bp,p95_net_retention
0.0,"[0.1, 0.1, 0.1, 0.1]",182,-1.9824132738533964,-21.982413273853407,-63.03421279845938,0.2692307692307692,0.6211111935592979,-0.3719333896309306,-0.458222832201856,20.5,135.2431396092976,592.4785932513226,0.3161513980097024,90,41,0.45555555555555555,77,28,0.36363636363636365,90,0.45555555555555555,3.2188786103008433,224.19656878010744,16.322981788860627,0,41,True,-23.59338707078489,-30.289975756593172,0.28205128205128194,0.44861739789509514,-3.470159554160638,0.7856347609070865
0.25,"[0.08130916388351779, 0.09669343620520164, 0.10700887760199312, 0.1149885223092875]",182,-1.9422759035182997,-21.942275903518308,-64.24717923219134,0.25824175824175827,0.6249436794146905,-0.3713499091890632,-0.4582724071016312,20.5,138.54392582675345,602.0238349484025,0.3221287270009947,90,43,0.4777777777777778,77,30,0.38961038961038963,90,0.4777777777777778,3.226977732329521,227.74745635933377,16.402640581362956,0,41,True,-23.66276723192157,-30.139843776429537,0.23076923076923064,0.48875476823019426,-3.6202915343242736,0.7980778626436236
0.5,"[0.06508018137914504, 0.09203727514808785, 0.11272218071447714, 0.13016036275829007]",182,-1.906208382098516,-21.90620838209852,-64.41622784954876,0.25824175824175827,0.6284245701651313,-0.3709086859164261,-0.45841100403172175,20.5,141.77860692123258,610.9877581841716,0.32799646747370503,90,43,0.4777777777777778,77,30,0.38961038961038963,90,0.4777777777777778,3.226977732329521,231.0820899588967,16.46376967989986,0,41,True,-23.730290688238846,-29.990697170210968,0.23076923076923064,0.5248222896499826,-3.7694381405428423,0.8097631622222932
0.75,"[0.05134968136535501, 0.086359525969095, 0.11705196104470598, 0.14523883162084408]",182,-1.8738995135093632,-21.873899513509368,-65.13609525839846,0.25274725274725274,0.6314973843501173,-0.370594141690357,-0.4586182292393468,20.5,144.76157413237237,619.2541338528923,0.33395766834195356,90,44,0.4888888888888889,77,31,0.4025974025974026,90,0.4888888888888889,3.226977732329521,234.15723164925944,16.5077812009527,0,41,True,-23.795194897977108,-29.844038293734325,0.205128205128205,0.5571311582391338,-3.916097017019485,0.8205391442982415
1.0,"[0.04, 0.08, 0.12000000000000002, 0.16]",182,-1.8448356423679269,-21.844835642367933,-65.13609525839846,0.24725274725274726,0.6342483625929528,-0.37038528251618563,-0.45887259998744123,20.5,147.47251015670736,626.7666588003115,0.34596347048033865,90,45,0.5,77,32,0.4155844155844156,90,0.5,3.226977732329521,236.95193631688247,16.536900648188826,0,41,True,-23.85703820989052,-29.700906940547892,0.17948717948717935,0.5861950293805691,-4.059228370205918,0.8303324125239805
1.5,"[0.02349544074701376, 0.0664551419167206, 0.12208589136015564, 0.18796352597611007]",182,-1.7940184380352535,-21.794018438035263,-65.13609525839846,0.23626373626373626,0.6388917408613815,-0.370193653518222,-0.4594449948834466,20.5,152.3967918426403,639.5419638628518,0.3465848671789886,90,47,0.5222222222222223,77,34,0.44155844155844154,90,0.5222222222222223,3.226977732329521,241.70442698260132,16.56101209741745,0,41,True,-23.971077777737037,-29.427445436935717,0.12820512820512814,0.6370122337132393,-4.332689873818094,0.8469861993691183
2.0,"[0.013333333333333334, 0.05333333333333334, 0.12000000000000001, 0.21333333333333335]",182,-1.7492427864038806,-21.749242786403887,-65.13609525839846,0.23076923076923078,0.6424446186684187,-0.3701692950584635,-0.4600048250809128,20.5,156.3939829556896,649.6253691663043,0.3588722162116629,90,48,0.5333333333333333,77,35,0.45454545454545453,90,0.5333333333333333,3.2214344089956013,245.45551467473257,16.55635108586405,0,41,True,-24.073091371713556,-29.172195748636184,0.1025641025641025,0.6817878853446153,-4.587939562117626,0.8601308469352434
