signal_i,entry_i,exit_i,side,entry_price,initial_risk,initial_stop,exit_price,exit_reason,tp_i,tp_price,partial,gross_r,net_r,tail_price_r,gross_pnl,fees,net_pnl,censored,ambiguous_bar_count,entry_open_beyond_target,same_open_be_approximation,marketable_be_approximation,signal_time,entry_time,exit_time,signal_close,month,hold_hours
326,327,513,1,4595.3,137.859,4457.441,4604.4906,break_even,492.0,4620.76,True,0.1256740582769349,0.058881717551991314,0.06666666666666597,17.32529999999997,9.2079253,8.11737469999997,False,0,False,False,False,2026-01-15T13:32:00+00:00,2026-01-15T13:33:00+00:00,2026-01-15T16:39:00+00:00,2026-01-15T13:33:00+00:00,2026-01,3.1166666666666667
1109,1110,1299,1,4590.8,137.724,4453.076,4604.2,opposite_signal_close,1292.0,4600.46,True,0.08371816095959851,0.016967776131972246,0.09729604135807585,11.529999999999745,9.19313,2.3368699999997453,False,1,False,False,False,2026-01-16T02:35:00+00:00,2026-01-16T02:36:00+00:00,2026-01-16T05:45:00+00:00,2026-01-16T02:36:00+00:00,2026-01,3.1666666666666665
1299,1300,1600,-1,4604.1,138.12300000000002,4742.223,4597.7,break_even_marketable,1600.0,4597.7,True,0.04633551255041191,-0.02028481860370434,0.04633551255041191,6.400000000000546,9.2018,-2.8017999999994547,False,1,False,False,True,2026-01-16T05:45:00+00:00,2026-01-16T05:46:00+00:00,2026-01-16T10:46:00+00:00,2026-01-16T05:46:00+00:00,2026-01,5.016666666666667
1658,1659,1746,-1,4608.0,138.24,4746.24,4593.7,opposite_signal_close,1744.0,4596.63,True,0.09284577546296321,0.026271954571759504,0.10344328703703834,12.835000000000036,9.203165000000002,3.6318350000000343,False,0,False,False,False,2026-01-16T11:44:00+00:00,2026-01-16T11:45:00+00:00,2026-01-16T13:12:00+00:00,2026-01-16T11:45:00+00:00,2026-01,1.4666666666666666
1746,1747,1861,1,4594.4,137.832,4456.567999999999,4614.4,opposite_signal_close,1859.0,4612.92,True,0.13973532996691784,0.07292892797028425,0.14510418480468978,19.26000000000022,9.20806,10.051940000000219,False,0,False,False,False,2026-01-16T13:12:00+00:00,2026-01-16T13:13:00+00:00,2026-01-16T15:07:00+00:00,2026-01-16T13:13:00+00:00,2026-01,1.9166666666666667
1861,1862,1889,-1,4614.4,138.432,4752.831999999999,4550.0,opposite_signal_close,1878.0,4588.22,True,0.32716423948219714,0.2608247370550127,0.4652103559870524,45.28999999999951,9.18351,36.10648999999951,False,0,False,False,False,2026-01-16T15:07:00+00:00,2026-01-16T15:08:00+00:00,2026-01-16T15:35:00+00:00,2026-01-16T15:08:00+00:00,2026-01,0.4666666666666667
1889,1890,2234,1,4550.3,136.50900000000001,4413.791,4597.1,opposite_signal_close,2159.0,4596.47,True,0.34052699821989846,0.2735198045550119,0.342834538382086,46.48500000000013,9.147085,37.33791500000012,False,0,False,False,False,2026-01-16T15:35:00+00:00,2026-01-16T15:36:00+00:00,2026-01-16T21:20:00+00:00,2026-01-16T15:36:00+00:00,2026-01,5.75
2234,2235,3185,-1,4597.2,137.916,4735.116,4598.6900000000005,break_even_marketable,3185.0,4598.6900000000005,True,-0.010803677600863506,-0.07748114794513103,-0.010803677600863506,-1.4900000000006912,9.19589,-10.685890000000692,False,1,False,False,True,2026-01-16T21:20:00+00:00,2026-01-16T21:21:00+00:00,2026-01-17T13:11:00+00:00,2026-01-16T21:21:00+00:00,2026-01,15.85
3267,3268,3336,-1,4601.3,138.039,4739.339,4598.64,break_even_marketable,3336.0,4598.64,True,0.0192699164728798,-0.04737748027731399,0.0192699164728798,2.6599999999998545,9.19994,-6.539940000000145,False,1,False,False,True,2026-01-17T14:33:00+00:00,2026-01-17T14:34:00+00:00,2026-01-17T15:42:00+00:00,2026-01-17T14:34:00+00:00,2026-01,1.15
3350,3351,3733,1,4597.4,137.922,4459.478,4598.8,break_even_gap,3733.0,4598.8,True,0.010150664868552846,-0.05652615246298238,0.010150664868552846,1.4000000000005457,9.196200000000001,-7.796199999999455,False,1,False,True,False,2026-01-17T15:56:00+00:00,2026-01-17T15:57:00+00:00,2026-01-17T22:19:00+00:00,2026-01-17T15:57:00+00:00,2026-01,6.383333333333334
