venue,symbol,asset,timeframe_min,arm,signal_i,side,signal_bar_open,signal_close,in_window,htf_sma60,htf_slope,htf_slope_aligned,htf_close_time,signal_atr_pct,rv,momentum,signal_price,policy,entry_i,entry_time,entry_price,initial_stop,initial_risk,initial_risk_frac,exit_i,exit_time,exit_price,exit_reason,gross_return,net_return,gross_r,net_r,censored,mfe_r,mfe_known_r,mfe_upper_r,close_peak_r,stop_bar_excursion_ambiguous,trade_key,status,first_touch_i,first_touch_clock,first_touch_phase,first_close4_i,first_close4_clock,first4_observation,first4_ambiguous,max_giveback_r,first4_bar_close_features,four_r_target_price,four_r_stop_target_ambiguous,fee_r,entry_context,review_label,entry_time_beijing,exit_time_beijing,net_bp,gross_bp,month,week,period,protective_stop,loss,gross_loss,mfe_known_net_r,giveback_r,holding_hours,fold,matched,control_net_bp,control_net_r,excess_bp,control_exit_time,utc_week
binance_um,ETHUSDT,ETH,5,ordinary,690201,-1,2026-07-24 12:45:00+00:00,2026-07-24 12:50:00+00:00,True,1880.765666666667,-0.0673333333331811,True,2026-07-24 12:45:00+00:00,0.0016741313771481,7.0906364498012415,0.1490400122710534,1874.74,baseline,690202,2026-07-24 12:50:00+00:00,1874.74,1885.83,11.089999999999918,0.0059154869475233,690454,2026-07-25 09:50:00+00:00,1857.41,trailing_stop,0.0092439484941911,0.0072439484941911,1.562669071235358,1.2245734896303055,False,2.576194770063134,2.576194770063134,2.576194770063134,2.2497745716862245,False,ETHUSDT:5:ordinary:baseline:2026-07-24 12:50:00+00:00,closed,,,,,,not_reached,False,,,,,0.3380955816050547,上级SMA60斜率同向,盈利但未兑现4R,2026-07-24 20:50:00+08:00,2026-07-25 17:50:00+08:00,72.439484941911,92.439484941911,2026-07,2026-07-20,later,True,False,False,2.238099188458079,1.013525698827776,21.0,later,True,-7.324503453536284,-0.2484007285974586,79.76398839544818,2026-07-25 13:00:00+00:00,2026-W30
