交易标识,合约,周期,方向,入场北京时间,出场北京时间,入场价,初始止损价,出场价,初始止损距离百分比,退出原因,毛盈亏R,固定成本R,净盈亏R,可确认最大毛浮盈R,含退出K线歧义的毛浮盈上界R,最大收盘毛浮盈R,持仓小时,曾有净浮盈但最终亏损,人工判断状态
ETHUSDT:15:ordinary:baseline:2026-09-07 13:15:00+00:00,ETHUSDT,15m,多,2026-09-07 21:15:00+08:00,2026-09-07 22:00:00+08:00,2509.36,2486.34,2486.34,0.9173653840022901,初始止损,-1.0000000000000058,0.2180156385751533,-1.2180156385751584,0.0608166811468328,0.0608166811468328,0.0,0.75,False,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-09-08 02:25:00+00:00,ETHUSDT,5m,多,2026-09-08 10:25:00+08:00,2026-09-08 10:30:00+08:00,2505.71,2492.64,2492.64,0.52160864585287,初始止损,-0.9999999999999988,0.383429227237951,-1.3834292272379436,0.0221882172915042,0.0221882172915042,0.0,0.0833333333333333,False,尚未作出事前人工交易判断
ETHUSDT:15:ordinary:baseline:2026-09-09 04:45:00+00:00,ETHUSDT,15m,多,2026-09-09 12:45:00+08:00,2026-09-09 18:45:00+08:00,2511.42,2483.76,2483.76,1.1013689466516798,初始止损,-1.000000000000003,0.1815921908893734,-1.1815921908893754,0.409616775126536,0.409616775126536,0.3112798264642145,6.0,True,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-09-09 07:10:00+00:00,ETHUSDT,5m,多,2026-09-09 15:10:00+08:00,2026-09-09 17:40:00+08:00,2512.64,2497.12,2497.12,0.61767702496179,初始止损,-1.0000000000000018,0.3237938144329914,-1.3237938144329915,0.6514175257732049,0.6514175257732049,0.4832474226804129,2.5,True,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-09-10 11:05:00+00:00,ETHUSDT,5m,空,2026-09-10 19:05:00+08:00,2026-09-11 00:45:00+08:00,2458.42,2470.55,2447.0,0.49340633414958,追踪止损,0.9414674361088188,0.4053454245671853,0.5361220115416336,4.541632316570458,4.541632316570458,4.060181368507795,5.666666666666667,False,尚未作出事前人工交易判断
BTCUSDT:5:ordinary:baseline:2026-09-10 11:05:00+00:00,BTCUSDT,5m,空,2026-09-10 19:05:00+08:00,2026-09-11 01:30:00+08:00,77711.5,78036.6,77367.3,0.41834220160465996,追踪止损,1.0587511534912186,0.4780775146108811,0.5806736388803383,3.3134420178405963,3.3134420178405963,3.083974161796333,6.416666666666667,False,尚未作出事前人工交易判断
BTCUSDT:5:ordinary:baseline:2026-09-12 14:35:00+00:00,BTCUSDT,5m,多,2026-09-12 22:35:00+08:00,2026-09-13 00:05:00+08:00,77405.8,77327.40000000001,77327.40000000001,0.10128439987699998,初始止损,-0.9999999999999544,1.9746377551022711,-2.9746377551021417,0.9132653061224054,0.9132653061224054,0.5739795918367773,1.5,False,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-09-12 19:40:00+00:00,ETHUSDT,5m,空,2026-09-13 03:40:00+08:00,2026-09-13 04:15:00+08:00,2514.46,2522.05,2522.05,0.30185407602428,初始止损,-0.999999999999986,0.662571805006578,-1.662571805006561,0.1251646903820553,0.1251646903820553,0.0118577075099003,0.5833333333333334,False,尚未作出事前人工交易判断
BTCUSDT:15:ordinary:baseline:2026-09-14 02:15:00+00:00,BTCUSDT,15m,多,2026-09-14 10:15:00+08:00,2026-09-15 07:00:00+08:00,77357.5,76565.6,78383.1,1.02368871796528,追踪止损,1.2951130193206373,0.1953718903902029,1.0997411289304349,2.7950498800353714,2.7950498800353714,2.5863114029549448,20.75,False,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-09-16 08:05:00+00:00,ETHUSDT,5m,空,2026-09-16 16:05:00+08:00,2026-09-16 16:55:00+08:00,2389.53,2401.04,2401.04,0.48168468276187,初始止损,-0.9999999999999802,0.4152093831451016,-1.41520938314508,0.7410947002606755,0.7410947002606755,0.3145091225022085,0.8333333333333334,True,尚未作出事前人工交易判断
BTCUSDT:5:ordinary:baseline:2026-09-16 08:15:00+00:00,BTCUSDT,5m,空,2026-09-16 16:15:00+08:00,2026-09-16 17:00:00+08:00,75480.5,75840.3,75840.3,0.47667940726412994,初始止损,-0.9999999999999848,0.4195692051139503,-1.4195692051139337,0.4783212896053486,0.4783212896053486,0.2445803224013321,0.75,True,尚未作出事前人工交易判断
BTCUSDT:5:ordinary:baseline:2026-09-16 13:10:00+00:00,BTCUSDT,5m,空,2026-09-16 21:10:00+08:00,2026-09-17 02:05:00+08:00,75710.3,76060.40000000001,76060.40000000001,0.46242056893184,初始止损,-0.9999999999999976,0.4325067123678913,-1.4325067123678852,1.2902027992001988,1.2902027992001988,1.0551271065409955,4.916666666666667,True,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-09-16 13:10:00+00:00,ETHUSDT,5m,空,2026-09-16 21:10:00+08:00,2026-09-17 02:00:00+08:00,2398.76,2411.07,2398.02,0.51318181060214,追踪止损,0.0601137286759015,0.3897254264825379,-0.3296116978066347,2.4963444354183717,2.7424857839155456,2.22339561332254,4.833333333333333,True,尚未作出事前人工交易判断
BTCUSDT:60:ordinary:baseline:2026-09-18 06:00:00+00:00,BTCUSDT,1h,多,2026-09-18 14:00:00+08:00,2026-09-20 10:00:00+08:00,77457.8,76407.5,80395.70000000001,1.35596415080211,追踪止损,2.7972007997714967,0.1474965248024378,2.6497042749690594,4.261734742454517,4.261734742454517,4.129582024183558,44.0,False,尚未作出事前人工交易判断
BTCUSDT:5:ordinary:baseline:2026-09-19 07:20:00+00:00,BTCUSDT,5m,多,2026-09-19 15:20:00+08:00,2026-09-20 00:00:00+08:00,81188.8,80978.8,81505.5,0.25865636639536,追踪止损,1.508095238095206,0.7732266666666813,0.7348685714285392,3.5480952380951964,3.5480952380951964,3.3133333333333472,8.666666666666666,False,尚未作出事前人工交易判断
BTCUSDT:15:ordinary:baseline:2026-09-21 00:15:00+00:00,BTCUSDT,15m,多,2026-09-21 08:15:00+08:00,2026-09-21 09:45:00+08:00,81643.7,81045.5,81045.5,0.73269584793437,初始止损,-0.999999999999997,0.2729645603477129,-1.2729645603477084,0.7626211969241045,0.7626211969241045,0.2069541959211025,1.5,True,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-09-22 14:40:00+00:00,ETHUSDT,5m,空,2026-09-22 22:40:00+08:00,2026-09-23 01:30:00+08:00,2728.54,2757.76,2757.76,1.07090238735735,初始止损,-0.999999999999992,0.186758384668034,-1.186758384668026,0.319301848049276,0.319301848049276,0.0807665982204006,2.8333333333333335,True,尚未作出事前人工交易判断
BTCUSDT:5:ordinary:baseline:2026-09-22 23:15:00+00:00,BTCUSDT,5m,多,2026-09-23 07:15:00+08:00,2026-09-23 07:40:00+08:00,86349.2,86055.6,86055.6,0.34001473088342,初始止损,-1.000000000000015,0.588209809264333,-1.5882098092643375,0.2803133514986558,0.2803133514986558,0.0,0.4166666666666667,False,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-09-22 23:15:00+00:00,ETHUSDT,5m,多,2026-09-23 07:15:00+08:00,2026-09-23 07:30:00+08:00,2765.76,2750.23,2750.23,0.56150931389564,初始止损,-1.0000000000000036,0.3561828718609131,-1.3561828718609132,0.1551835157759062,0.1551835157759062,0.0,0.25,False,尚未作出事前人工交易判断
BTCUSDT:5:ordinary:baseline:2026-09-23 00:50:00+00:00,BTCUSDT,5m,多,2026-09-23 08:50:00+08:00,2026-09-23 09:45:00+08:00,86441.0,86208.20000000001,86208.20000000001,0.26931664372229003,初始止损,-1.0000000000000029,0.7426202749141382,-1.742620274914129,1.616408934707997,1.616408934707997,1.0515463917526424,0.9166666666666666,True,尚未作出事前人工交易判断
BTCUSDT:5:ordinary:baseline:2026-09-23 03:25:00+00:00,BTCUSDT,5m,多,2026-09-23 11:25:00+08:00,2026-09-23 13:55:00+08:00,86700.1,86367.40000000001,86367.40000000001,0.3837365816187,初始止损,-0.9999999999999892,0.5211908626390227,-1.521190862639008,1.6447249774571742,1.6447249774571742,1.5022542831379402,2.5,True,尚未作出事前人工交易判断
BTCUSDT:5:ordinary:baseline:2026-09-24 08:30:00+00:00,BTCUSDT,5m,空,2026-09-24 16:30:00+08:00,2026-09-24 22:00:00+08:00,83728.1,84614.70000000001,84217.0,1.05890376110291,反向信号后下一开盘,-0.5514324385292114,0.1888745770358662,-0.7403070155650776,1.0107150913602525,1.0107150913602525,0.9060455673358871,5.5,True,尚未作出事前人工交易判断
