交易编号,方向_1多_负1空,入场时间UTC,退出K线开盘时间UTC,入场价,原始1h止损,3R目标价,退出价,止损距离比例,毛R,净R,毛价格收益比例,净价格收益比例,退出原因,持仓5m根数,大菱形1h开盘UTC,大菱形确认UTC,5m确认可用UTC,等待5m根数
85,1,2024-07-03 16:30:00+00:00,2024-07-03 19:50:00+00:00,60615.9,59760.0,63183.600000000006,59760.0,0.0141200576086472,-1.0,-1.1416424815983173,-0.0141200576086472,-0.0161200576086472,stop,41,2024-07-03 13:00:00+00:00,2024-07-03 14:00:00+00:00,2024-07-03 16:30:00+00:00,30
86,1,2024-07-04 16:05:00+00:00,2024-07-04 23:40:00+00:00,57956.0,57364.0,59732.0,57364.0,0.0102146455932086,-1.0,-1.1957972972972972,-0.0102146455932086,-0.0122146455932086,stop,92,2024-07-04 15:00:00+00:00,2024-07-04 16:00:00+00:00,2024-07-04 16:05:00+00:00,1
87,1,2024-07-05 11:10:00+00:00,2024-07-06 16:20:00+00:00,55178.3,54400.0,57513.20000000001,57513.20000000001,0.0141051826533257,3.0,2.858208145959142,0.0423155479599771,0.0403155479599771,target,351,2024-07-05 10:00:00+00:00,2024-07-05 11:00:00+00:00,2024-07-05 11:10:00+00:00,2
88,1,2024-07-08 07:30:00+00:00,2024-07-08 08:45:00+00:00,55723.1,55205.9,57274.69999999999,57274.69999999999,0.0092816085250102,3.0,2.7845201082753275,0.0278448255750306,0.0258448255750306,target,16,2024-07-08 06:00:00+00:00,2024-07-08 07:00:00+00:00,2024-07-08 07:30:00+00:00,6
89,-1,2024-07-10 13:05:00+00:00,2024-07-11 11:35:00+00:00,58060.0,58572.4,56522.8,58572.4,0.0088253530830175,-1.0,-1.2266198282591718,-0.0088253530830175,-0.0108253530830175,stop,271,2024-07-10 12:00:00+00:00,2024-07-10 13:00:00+00:00,2024-07-10 13:05:00+00:00,1
90,-1,2024-07-14 12:35:00+00:00,2024-07-14 14:50:00+00:00,59722.1,60234.7,58184.3,60234.7,0.0085830873328298,-1.0,-1.2330163870464306,-0.0085830873328298,-0.0105830873328298,stop,28,2024-07-14 10:00:00+00:00,2024-07-14 11:00:00+00:00,2024-07-14 12:35:00+00:00,19
91,-1,2024-07-16 05:30:00+00:00,2024-07-16 16:00:00+00:00,63975.4,65000.0,60901.600000000006,65000.0,0.0160155309697164,-1.0,-1.1248787819636934,-0.0160155309697164,-0.0180155309697164,stop,127,2024-07-16 04:00:00+00:00,2024-07-16 05:00:00+00:00,2024-07-16 05:30:00+00:00,6
92,-1,2024-07-20 00:40:00+00:00,2024-07-20 16:25:00+00:00,66394.5,66920.8,64815.59999999999,66920.8,0.0079268614117133,-1.0,-1.2523066692000746,-0.0079268614117133,-0.0099268614117133,stop,190,2024-07-19 23:00:00+00:00,2024-07-20 00:00:00+00:00,2024-07-20 00:40:00+00:00,8
93,-1,2024-07-21 00:45:00+00:00,2024-07-21 01:45:00+00:00,66994.7,67349.8,65929.39999999998,67349.8,0.0053004192868989,-1.0,-1.3773286398197628,-0.0053004192868989,-0.0073004192868989,stop,13,2024-07-20 21:00:00+00:00,2024-07-20 22:00:00+00:00,2024-07-21 00:45:00+00:00,33
94,1,2024-07-25 15:05:00+00:00,2024-07-27 13:10:00+00:00,64725.6,63433.6,68601.6,68601.6,0.0199611900082811,3.0000000000000058,2.8998055727554237,0.0598835700248434,0.0578835700248434,target,554,2024-07-25 14:00:00+00:00,2024-07-25 15:00:00+00:00,2024-07-25 15:05:00+00:00,1
95,1,2024-07-30 21:45:00+00:00,2024-07-31 19:50:00+00:00,66230.5,65280.0,69082.0,65280.0,0.0143513939952136,-1.0,-1.1393592845870597,-0.0143513939952136,-0.0163513939952136,stop,266,2024-07-30 20:00:00+00:00,2024-07-30 21:00:00+00:00,2024-07-30 21:45:00+00:00,9
96,1,2024-08-01 09:05:00+00:00,2024-08-01 14:25:00+00:00,64522.6,64297.9,65196.69999999999,64297.9,0.0034825007051792,-1.0,-1.5742999554962245,-0.0034825007051792,-0.0054825007051792,stop,65,2024-08-01 08:00:00+00:00,2024-08-01 09:00:00+00:00,2024-08-01 09:05:00+00:00,1
97,1,2024-08-01 21:05:00+00:00,2024-08-02 14:55:00+00:00,64784.3,63326.7,69157.10000000002,63326.7,0.0224992783745445,-1.0,-1.0888917398463225,-0.0224992783745445,-0.0244992783745445,stop,215,2024-08-01 20:00:00+00:00,2024-08-01 21:00:00+00:00,2024-08-01 21:05:00+00:00,1
98,1,2024-08-03 10:45:00+00:00,2024-08-03 15:35:00+00:00,61790.3,61305.7,63244.10000000002,61305.7,0.0078426549150919,-1.0,-1.2550156830375536,-0.0078426549150919,-0.0098426549150919,stop,59,2024-08-03 03:00:00+00:00,2024-08-03 04:00:00+00:00,2024-08-03 10:45:00+00:00,81
99,-1,2024-08-09 05:05:00+00:00,2024-08-11 09:20:00+00:00,60618.4,61754.6,57209.80000000001,61754.6,0.0187434838266928,-1.0,-1.1067037493399052,-0.0187434838266928,-0.0207434838266928,stop,628,2024-08-09 00:00:00+00:00,2024-08-09 01:00:00+00:00,2024-08-09 05:05:00+00:00,49
100,1,2024-08-15 09:50:00+00:00,2024-08-15 18:10:00+00:00,58453.8,57969.9,59905.50000000001,57969.9,0.0082783326319247,-1.0,-1.2415945443273395,-0.0082783326319247,-0.0102783326319247,stop,101,2024-08-15 08:00:00+00:00,2024-08-15 09:00:00+00:00,2024-08-15 09:50:00+00:00,10
101,1,2024-08-16 05:05:00+00:00,2024-08-16 12:30:00+00:00,58238.7,57808.0,59530.79999999999,57808.0,0.0073954260654856,-1.0,-1.270437427443698,-0.0073954260654856,-0.0093954260654856,stop,90,2024-08-16 04:00:00+00:00,2024-08-16 05:00:00+00:00,2024-08-16 05:05:00+00:00,1
102,-1,2024-08-22 03:05:00+00:00,2024-08-22 07:55:00+00:00,60180.0,60977.9,57786.3,60977.9,0.0132585576603523,-1.0,-1.1508459706730163,-0.0132585576603523,-0.0152585576603523,stop,59,2024-08-22 02:00:00+00:00,2024-08-22 03:00:00+00:00,2024-08-22 03:05:00+00:00,1
103,1,2024-08-27 05:20:00+00:00,2024-08-27 06:30:00+00:00,63137.7,62903.7,63839.7,62903.7,0.0037061850526705,-1.0,-1.5396384615384615,-0.0037061850526705,-0.0057061850526705,stop,15,2024-08-27 04:00:00+00:00,2024-08-27 05:00:00+00:00,2024-08-27 05:20:00+00:00,4
104,1,2024-08-28 09:55:00+00:00,2024-08-28 15:20:00+00:00,59924.4,58537.5,64085.100000000006,58537.5,0.023144161643671,-1.0,-1.0864148821111832,-0.023144161643671,-0.025144161643671,stop,66,2024-08-28 08:00:00+00:00,2024-08-28 09:00:00+00:00,2024-08-28 09:55:00+00:00,11
105,1,2024-09-07 04:50:00+00:00,2024-09-07 15:05:00+00:00,53985.6,53744.0,54710.399999999994,54710.399999999994,0.004475267478735,3.0,2.5530993377483413,0.0134258024362051,0.0114258024362051,target,124,2024-09-07 01:00:00+00:00,2024-09-07 02:00:00+00:00,2024-09-07 04:50:00+00:00,34
106,-1,2024-09-10 03:15:00+00:00,2024-09-10 05:25:00+00:00,56676.0,56927.1,55922.7,56927.1,0.004430446749947,-1.0,-1.4514217443249726,-0.004430446749947,-0.006430446749947,stop,27,2024-09-10 02:00:00+00:00,2024-09-10 03:00:00+00:00,2024-09-10 03:15:00+00:00,3
107,-1,2024-09-14 05:30:00+00:00,2024-09-14 18:05:00+00:00,60118.3,60356.0,59405.20000000001,59405.20000000001,0.003953870951108,3.0,2.4941665965502673,0.011861612853324,0.009861612853324,target,152,2024-09-14 04:00:00+00:00,2024-09-14 05:00:00+00:00,2024-09-14 05:30:00+00:00,6
108,1,2024-09-16 07:35:00+00:00,2024-09-16 13:30:00+00:00,58904.0,58355.8,60548.59999999999,58355.8,0.0093066684775226,-1.0,-1.2148996716526828,-0.0093066684775226,-0.0113066684775226,stop,72,2024-09-16 05:00:00+00:00,2024-09-16 06:00:00+00:00,2024-09-16 07:35:00+00:00,19
109,1,2024-09-16 23:10:00+00:00,2024-09-17 14:10:00+00:00,58109.9,57602.9,59630.9,59630.9,0.0087248472291296,3.0,2.770769625246549,0.0261745416873888,0.0241745416873888,target,181,2024-09-16 21:00:00+00:00,2024-09-16 22:00:00+00:00,2024-09-16 23:10:00+00:00,14
110,-1,2024-09-17 20:05:00+00:00,2024-09-18 18:00:00+00:00,59878.1,61086.0,56254.399999999994,61086.0,0.0201726507688119,-1.0,-1.0991441344482158,-0.0201726507688119,-0.0221726507688119,stop,264,2024-09-17 18:00:00+00:00,2024-09-17 19:00:00+00:00,2024-09-17 20:05:00+00:00,13
111,-1,2024-09-19 20:55:00+00:00,2024-09-20 03:50:00+00:00,63118.9,63653.5,61515.100000000006,63653.5,0.008469729352064,-1.0,-1.236135054246166,-0.008469729352064,-0.010469729352064,stop,84,2024-09-19 19:00:00+00:00,2024-09-19 20:00:00+00:00,2024-09-19 20:55:00+00:00,11
112,-1,2024-09-23 07:05:00+00:00,2024-09-24 08:55:00+00:00,63623.5,63940.0,62674.0,63940.0,0.00497457700378,-1.0,-1.402044233807267,-0.00497457700378,-0.00697457700378,stop,311,2024-09-23 05:00:00+00:00,2024-09-23 06:00:00+00:00,2024-09-23 07:05:00+00:00,13
113,-1,2024-09-26 20:05:00+00:00,2024-09-27 01:05:00+00:00,64774.1,65303.5,63185.899999999994,65303.5,0.0081730197717915,-1.0,-1.2447075935020773,-0.0081730197717915,-0.0101730197717915,stop,61,2024-09-26 19:00:00+00:00,2024-09-26 20:00:00+00:00,2024-09-26 20:05:00+00:00,1
114,-1,2024-09-27 18:15:00+00:00,2024-09-30 08:45:00+00:00,65780.1,66352.9,64061.70000000004,64061.70000000004,0.0087078006874417,3.0,2.7703208798882635,0.0261234020623253,0.0241234020623253,target,751,2024-09-27 17:00:00+00:00,2024-09-27 18:00:00+00:00,2024-09-27 18:15:00+00:00,3
115,1,2024-10-02 02:00:00+00:00,2024-10-02 12:55:00+00:00,61517.6,60737.4,63858.19999999999,60737.4,0.0126825493842412,-1.0,-1.157697000769034,-0.0126825493842412,-0.0146825493842412,stop,132,2024-10-02 00:00:00+00:00,2024-10-02 01:00:00+00:00,2024-10-02 02:00:00+00:00,12
116,1,2024-10-02 16:05:00+00:00,2024-10-02 18:15:00+00:00,62159.3,61057.0,65466.20000000001,61057.0,0.0177334686844929,-1.0,-1.1127810940760223,-0.0177334686844929,-0.0197334686844929,stop,27,2024-10-02 15:00:00+00:00,2024-10-02 16:00:00+00:00,2024-10-02 16:05:00+00:00,1
117,-1,2024-10-06 21:25:00+00:00,2024-10-06 23:00:00+00:00,62484.1,62769.2,61628.8,62769.2,0.0045627607663389,-1.0,-1.438331111890567,-0.0045627607663389,-0.0065627607663389,stop,20,2024-10-06 20:00:00+00:00,2024-10-06 21:00:00+00:00,2024-10-06 21:25:00+00:00,5
118,-1,2024-10-07 10:05:00+00:00,2024-10-07 13:45:00+00:00,63171.4,63557.9,62011.9,63557.9,0.0061182750421868,-1.0,-1.3268895213454075,-0.0061182750421868,-0.0081182750421868,stop,45,2024-10-07 09:00:00+00:00,2024-10-07 10:00:00+00:00,2024-10-07 10:05:00+00:00,1
119,1,2024-10-10 06:15:00+00:00,2024-10-10 08:50:00+00:00,60996.2,60831.0,61491.79999999999,60831.0,0.0027083654391584,-1.0,-1.7384527845036448,-0.0027083654391584,-0.0047083654391584,stop,32,2024-10-10 05:00:00+00:00,2024-10-10 06:00:00+00:00,2024-10-10 06:15:00+00:00,3
120,1,2024-10-11 00:05:00+00:00,2024-10-11 01:00:00+00:00,60279.8,60137.9,60705.50000000001,60137.9,0.0023540224088334,-1.0,-1.8496095842142264,-0.0023540224088334,-0.0043540224088334,stop,12,2024-10-10 23:00:00+00:00,2024-10-11 00:00:00+00:00,2024-10-11 00:05:00+00:00,1
121,-1,2024-10-11 22:45:00+00:00,2024-10-12 11:15:00+00:00,62418.4,63172.4,60156.4,63172.4,0.0120797713494738,-1.0,-1.165566047745358,-0.0120797713494738,-0.0140797713494738,stop,151,2024-10-11 21:00:00+00:00,2024-10-11 22:00:00+00:00,2024-10-11 22:45:00+00:00,9
122,-1,2024-10-12 19:05:00+00:00,2024-10-12 21:25:00+00:00,62994.0,63187.0,62415.0,63187.0,0.0030637838524303,-1.0,-1.6527875647668395,-0.0030637838524303,-0.0050637838524303,stop,29,2024-10-12 18:00:00+00:00,2024-10-12 19:00:00+00:00,2024-10-12 19:05:00+00:00,1
123,-1,2024-10-15 15:05:00+00:00,2024-10-16 11:25:00+00:00,65307.2,67990.0,57258.79999999999,67990.0,0.0410796971849964,-1.0,-1.0486858506038468,-0.0410796971849964,-0.0430796971849965,stop,245,2024-10-15 14:00:00+00:00,2024-10-15 15:00:00+00:00,2024-10-15 15:05:00+00:00,1
124,-1,2024-10-21 03:05:00+00:00,2024-10-21 13:50:00+00:00,68819.4,69289.6,67408.79999999996,67408.79999999996,0.0068323757545112,3.0,2.7072760527435213,0.0204971272635337,0.0184971272635337,target,130,2024-10-21 02:00:00+00:00,2024-10-21 03:00:00+00:00,2024-10-21 03:05:00+00:00,1
125,1,2024-10-21 20:05:00+00:00,2024-10-22 00:00:00+00:00,67788.0,67324.7,69177.90000000001,67324.7,0.0068345429869593,-1.0,-1.292631124541332,-0.0068345429869593,-0.0088345429869593,stop,48,2024-10-21 19:00:00+00:00,2024-10-21 20:00:00+00:00,2024-10-21 20:05:00+00:00,1
126,1,2024-10-23 20:05:00+00:00,2024-10-24 19:25:00+00:00,66413.9,65867.9,68051.9,68051.9,0.0082211705682093,3.0,2.7567256410256404,0.024663511704628,0.022663511704628,target,281,2024-10-23 19:00:00+00:00,2024-10-23 20:00:00+00:00,2024-10-23 20:05:00+00:00,1
127,-1,2024-10-28 01:05:00+00:00,2024-10-28 07:05:00+00:00,67861.7,68128.6,67060.99999999997,68128.6,0.0039329990259602,-1.0,-1.5085177969276715,-0.0039329990259602,-0.0059329990259602,stop,73,2024-10-28 00:00:00+00:00,2024-10-28 01:00:00+00:00,2024-10-28 01:05:00+00:00,1
128,-1,2024-10-28 16:05:00+00:00,2024-10-28 16:15:00+00:00,68541.7,68863.7,67575.7,68863.7,0.004697870055747,-1.0,-1.4257248447204969,-0.004697870055747,-0.006697870055747,stop,3,2024-10-28 15:00:00+00:00,2024-10-28 16:00:00+00:00,2024-10-28 16:05:00+00:00,1
129,-1,2024-11-05 20:05:00+00:00,2024-11-06 00:25:00+00:00,69307.5,70272.5,66412.5,70272.5,0.013923457057317,-1.0,-1.143642487046632,-0.013923457057317,-0.015923457057317,stop,53,2024-11-05 19:00:00+00:00,2024-11-05 20:00:00+00:00,2024-11-05 20:05:00+00:00,1
130,-1,2024-11-13 21:05:00+00:00,2024-11-14 08:00:00+00:00,88962.6,91189.8,82281.00000000001,91189.8,0.0250352395276216,-1.0,-1.0798873922413794,-0.0250352395276216,-0.0270352395276216,stop,132,2024-11-13 20:00:00+00:00,2024-11-13 21:00:00+00:00,2024-11-13 21:05:00+00:00,1
131,-1,2024-11-20 18:45:00+00:00,2024-11-20 20:35:00+00:00,93400.1,94352.8,90542.0,94352.8,0.0102002032117738,-1.0,-1.1960745250341145,-0.0102002032117738,-0.0122002032117738,stop,23,2024-11-20 17:00:00+00:00,2024-11-20 18:00:00+00:00,2024-11-20 18:45:00+00:00,9
132,-1,2024-11-21 15:05:00+00:00,2024-11-21 17:45:00+00:00,96958.0,97711.3,94698.1,97711.3,0.0077693434270509,-1.0,-1.2574220098234423,-0.0077693434270509,-0.0097693434270509,stop,33,2024-11-21 14:00:00+00:00,2024-11-21 15:00:00+00:00,2024-11-21 15:05:00+00:00,1
133,-1,2024-11-22 11:05:00+00:00,2024-11-22 11:30:00+00:00,98475.7,98831.9,97407.1,98831.9,0.0036171360041106,-1.0,-1.5529236384053948,-0.0036171360041106,-0.0056171360041106,stop,6,2024-11-22 10:00:00+00:00,2024-11-22 11:00:00+00:00,2024-11-22 11:05:00+00:00,1
134,1,2024-11-24 21:05:00+00:00,2024-11-25 09:05:00+00:00,96776.6,96225.3,98430.5,98430.5,0.0056966250105914,3.0,2.6489149283511715,0.0170898750317743,0.0150898750317743,target,145,2024-11-24 20:00:00+00:00,2024-11-24 21:00:00+00:00,2024-11-24 21:05:00+00:00,1
135,1,2024-11-26 06:05:00+00:00,2024-11-26 07:10:00+00:00,94731.7,94213.0,96287.8,94213.0,0.0054754638626774,-1.0,-1.3652658569500695,-0.0054754638626774,-0.0074754638626774,stop,14,2024-11-26 05:00:00+00:00,2024-11-26 06:00:00+00:00,2024-11-26 06:05:00+00:00,1
136,-1,2024-11-29 23:10:00+00:00,2024-11-30 02:00:00+00:00,97228.0,97505.3,96396.1,96396.1,0.0028520590776319,3.0,2.298752253876675,0.0085561772328959,0.0065561772328959,target,35,2024-11-29 22:00:00+00:00,2024-11-29 23:00:00+00:00,2024-11-29 23:10:00+00:00,2
137,-1,2024-12-05 16:05:00+00:00,2024-12-05 22:25:00+00:00,101742.7,103564.0,96278.8,96278.8,0.0179010386003123,3.0,2.8882746389941256,0.0537031158009371,0.0517031158009371,target,77,2024-12-05 15:00:00+00:00,2024-12-05 16:00:00+00:00,2024-12-05 16:05:00+00:00,1
138,-1,2024-12-12 01:40:00+00:00,2024-12-12 16:00:00+00:00,100538.1,101899.8,96453.0,101899.8,0.0135441190951489,-1.0,-1.147665565102446,-0.0135441190951489,-0.0155441190951489,stop,173,2024-12-11 22:00:00+00:00,2024-12-11 23:00:00+00:00,2024-12-12 01:40:00+00:00,32
139,-1,2024-12-16 09:05:00+00:00,2024-12-16 14:35:00+00:00,104538.1,105036.3,103043.5,105036.3,0.0047657265628512,-1.0,-1.4196631874749122,-0.0047657265628512,-0.0067657265628512,stop,67,2024-12-16 08:00:00+00:00,2024-12-16 09:00:00+00:00,2024-12-16 09:05:00+00:00,1
140,-1,2024-12-17 01:05:00+00:00,2024-12-17 01:35:00+00:00,105915.4,106300.0,104761.59999999998,106300.0,0.0036311999954681,-1.0,-1.550782111284443,-0.0036311999954681,-0.0056311999954681,stop,7,2024-12-17 00:00:00+00:00,2024-12-17 01:00:00+00:00,2024-12-17 01:05:00+00:00,1
141,1,2024-12-18 10:55:00+00:00,2024-12-18 15:00:00+00:00,104599.9,103779.3,107061.69999999995,103779.3,0.0078451317831086,-1.0,-1.2549351693882551,-0.0078451317831086,-0.0098451317831086,stop,50,2024-12-18 09:00:00+00:00,2024-12-18 10:00:00+00:00,2024-12-18 10:55:00+00:00,11
142,1,2024-12-19 06:05:00+00:00,2024-12-19 15:05:00+00:00,101291.4,100668.0,103161.59999999998,100668.0,0.0061545205219791,-1.0,-1.3249643888354217,-0.0061545205219791,-0.0081545205219791,stop,109,2024-12-19 05:00:00+00:00,2024-12-19 06:00:00+00:00,2024-12-19 06:05:00+00:00,1
143,1,2024-12-20 07:10:00+00:00,2024-12-20 08:40:00+00:00,98189.8,96000.0,104759.2,96000.0,0.0223017054724625,-1.0,-1.0896792401132522,-0.0223017054724625,-0.0243017054724625,stop,19,2024-12-20 02:00:00+00:00,2024-12-20 03:00:00+00:00,2024-12-20 07:10:00+00:00,50
144,1,2024-12-20 15:05:00+00:00,2024-12-22 19:55:00+00:00,95939.1,94716.0,99608.40000000002,94716.0,0.0127487124644697,-1.0,-1.1568785871964673,-0.0127487124644697,-0.0147487124644697,stop,635,2024-12-20 14:00:00+00:00,2024-12-20 15:00:00+00:00,2024-12-20 15:05:00+00:00,1
145,-1,2024-12-25 02:15:00+00:00,2024-12-25 06:15:00+00:00,97894.1,98611.7,95741.30000000005,98611.7,0.0073303702674624,-1.0,-1.2728375139353434,-0.0073303702674624,-0.0093303702674624,stop,49,2024-12-25 01:00:00+00:00,2024-12-25 02:00:00+00:00,2024-12-25 02:15:00+00:00,3
146,1,2024-12-26 16:20:00+00:00,2024-12-27 07:35:00+00:00,96477.9,95255.1,100146.29999999996,95255.1,0.0126744052264818,-1.0,-1.1577983316977445,-0.0126744052264818,-0.0146744052264818,stop,184,2024-12-26 15:00:00+00:00,2024-12-26 16:00:00+00:00,2024-12-26 16:20:00+00:00,4
147,1,2024-12-30 01:35:00+00:00,2024-12-30 13:45:00+00:00,93949.9,93011.1,96766.29999999996,93011.1,0.0099925598643531,-1.0,-1.2001489135066066,-0.0099925598643531,-0.0119925598643531,stop,147,2024-12-29 23:00:00+00:00,2024-12-30 00:00:00+00:00,2024-12-30 01:35:00+00:00,19
148,1,2024-12-30 18:05:00+00:00,2024-12-30 21:50:00+00:00,93737.2,91973.0,99029.8,91973.0,0.0188207029866477,-1.0,-1.106265956240789,-0.0188207029866477,-0.0208207029866477,stop,46,2024-12-30 17:00:00+00:00,2024-12-30 18:00:00+00:00,2024-12-30 18:05:00+00:00,1
149,-1,2024-12-31 18:05:00+00:00,2025-01-01 21:20:00+00:00,94088.8,95075.3,91129.3,95075.3,0.0104847760838697,-1.0,-1.1907527622909275,-0.0104847760838697,-0.0124847760838697,stop,328,2024-12-31 17:00:00+00:00,2024-12-31 18:00:00+00:00,2024-12-31 18:05:00+00:00,1
150,-1,2025-01-04 01:05:00+00:00,2025-01-04 02:45:00+00:00,97971.7,98308.8,96960.39999999998,98308.8,0.0034407895341206,-1.0,-1.5812619400771184,-0.0034407895341206,-0.0054407895341206,stop,21,2025-01-04 00:00:00+00:00,2025-01-04 01:00:00+00:00,2025-01-04 01:05:00+00:00,1
151,-1,2025-01-06 09:45:00+00:00,2025-01-06 12:20:00+00:00,99070.3,99644.8,97346.8,99644.8,0.005798912489414,-1.0,-1.3448922541340296,-0.005798912489414,-0.007798912489414,stop,32,2025-01-06 08:00:00+00:00,2025-01-06 09:00:00+00:00,2025-01-06 09:45:00+00:00,9
152,-1,2025-01-07 03:20:00+00:00,2025-01-07 11:40:00+00:00,101679.9,102027.5,100637.09999999998,100637.09999999998,0.0034185714187367,3.0,2.414960299194486,0.0102557142562101,0.0082557142562101,target,101,2025-01-07 02:00:00+00:00,2025-01-07 03:00:00+00:00,2025-01-07 03:20:00+00:00,4
153,1,2025-01-08 23:05:00+00:00,2025-01-09 02:05:00+00:00,95007.1,94440.5,96706.90000000002,94440.5,0.0059637648133666,-1.0,-1.3353586304271057,-0.0059637648133666,-0.0079637648133666,stop,37,2025-01-08 22:00:00+00:00,2025-01-08 23:00:00+00:00,2025-01-08 23:05:00+00:00,1
154,1,2025-01-09 16:05:00+00:00,2025-01-09 17:50:00+00:00,94300.5,92666.0,99204.0,92666.0,0.0173328879486323,-1.0,-1.1153875802997857,-0.0173328879486323,-0.0193328879486322,stop,22,2025-01-09 15:00:00+00:00,2025-01-09 16:00:00+00:00,2025-01-09 16:05:00+00:00,1
155,-1,2025-01-16 03:25:00+00:00,2025-01-16 14:45:00+00:00,99544.3,100137.9,97763.50000000004,97763.50000000004,0.0059631741847598,3.0,2.664608153638809,0.0178895225542795,0.0158895225542795,target,137,2025-01-16 02:00:00+00:00,2025-01-16 03:00:00+00:00,2025-01-16 03:25:00+00:00,5
156,-1,2025-01-17 23:55:00+00:00,2025-01-19 19:50:00+00:00,104175.9,105837.5,99191.09999999998,105837.5,0.0159499461967691,-1.0,-1.125392272508425,-0.0159499461967691,-0.0179499461967691,stop,528,2025-01-17 20:00:00+00:00,2025-01-17 21:00:00+00:00,2025-01-17 23:55:00+00:00,35
157,1,2025-01-20 07:05:00+00:00,2025-01-20 17:05:00+00:00,108767.6,102231.8,128375.0,102231.8,0.0600895855015648,-1.0,-1.0332836378102146,-0.0600895855015648,-0.0620895855015648,stop,121,2025-01-20 06:00:00+00:00,2025-01-20 07:00:00+00:00,2025-01-20 07:05:00+00:00,1
158,1,2025-01-23 14:05:00+00:00,2025-01-23 14:45:00+00:00,102357.4,101291.8,105554.19999999995,105554.19999999995,0.0104105809643464,3.0,2.807887762762761,0.0312317428930392,0.0292317428930392,target,9,2025-01-23 13:00:00+00:00,2025-01-23 14:00:00+00:00,2025-01-23 14:05:00+00:00,1
159,1,2025-01-27 13:00:00+00:00,2025-02-02 12:55:00+00:00,100626.4,98317.6,107552.79999999996,98317.6,0.0229442770485676,-1.0,-1.0871677061677067,-0.0229442770485676,-0.0249442770485676,stop,1728,2025-01-27 11:00:00+00:00,2025-01-27 12:00:00+00:00,2025-01-27 13:00:00+00:00,12
160,1,2025-02-03 08:05:00+00:00,2025-02-03 15:45:00+00:00,95140.1,93826.7,99080.30000000005,99080.30000000005,0.0138049045565435,3.0,2.855123953098828,0.0414147136696306,0.0394147136696306,target,93,2025-02-03 07:00:00+00:00,2025-02-03 08:00:00+00:00,2025-02-03 08:05:00+00:00,1
161,-1,2025-02-04 04:15:00+00:00,2025-02-04 21:40:00+00:00,100302.0,101449.3,96860.1,96860.1,0.0114384558632928,3.0,2.825151224614312,0.0343153675898786,0.0323153675898786,target,210,2025-02-04 02:00:00+00:00,2025-02-04 03:00:00+00:00,2025-02-04 04:15:00+00:00,15
162,-1,2025-02-07 17:25:00+00:00,2025-02-14 17:50:00+00:00,97368.6,98599.0,93677.40000000002,98599.0,0.0126365173166708,-1.0,-1.158271456436932,-0.0126365173166708,-0.0146365173166708,stop,2022,2025-02-07 16:00:00+00:00,2025-02-07 17:00:00+00:00,2025-02-07 17:25:00+00:00,5
163,-1,2025-02-14 21:05:00+00:00,2025-02-18 17:30:00+00:00,97297.5,98272.8,94371.6,94371.6,0.0100238957835504,3.0,2.8004767763765,0.0300716873506514,0.0280716873506514,target,1110,2025-02-14 20:00:00+00:00,2025-02-14 21:00:00+00:00,2025-02-14 21:05:00+00:00,1
164,1,2025-02-18 23:05:00+00:00,2025-02-20 02:50:00+00:00,95425.9,94873.2,97084.0,97084.0,0.0057919286063846,3.0,2.654691876243892,0.0173757858191538,0.0153757858191538,target,334,2025-02-18 22:00:00+00:00,2025-02-18 23:00:00+00:00,2025-02-18 23:05:00+00:00,1
165,-1,2025-02-21 03:55:00+00:00,2025-02-21 05:45:00+00:00,98101.3,98387.8,97241.8,98387.8,0.0029204505954559,-1.0,-1.6848258289703315,-0.0029204505954559,-0.0049204505954559,stop,23,2025-02-21 02:00:00+00:00,2025-02-21 03:00:00+00:00,2025-02-21 03:55:00+00:00,11
166,-1,2025-02-21 16:05:00+00:00,2025-02-24 15:05:00+00:00,98078.1,99345.9,94274.70000000004,94274.70000000004,0.0129264331180965,3.0,2.8452782773308076,0.0387792993542897,0.0367792993542897,target,853,2025-02-21 15:00:00+00:00,2025-02-21 16:00:00+00:00,2025-02-21 16:05:00+00:00,1
167,1,2025-02-27 03:55:00+00:00,2025-02-27 19:25:00+00:00,85200.4,84026.2,88722.99999999999,84026.2,0.0137816254383781,-1.0,-1.1451207630727307,-0.0137816254383781,-0.0157816254383781,stop,187,2025-02-27 00:00:00+00:00,2025-02-27 01:00:00+00:00,2025-02-27 03:55:00+00:00,35
168,1,2025-02-28 11:35:00+00:00,2025-03-01 04:10:00+00:00,80603.9,78888.0,85751.59999999998,85751.59999999998,0.0212880518188325,3.0,2.906050585698467,0.0638641554564975,0.0618641554564975,target,200,2025-02-28 09:00:00+00:00,2025-02-28 10:00:00+00:00,2025-02-28 11:35:00+00:00,19
169,-1,2025-03-05 15:20:00+00:00,2025-03-05 17:25:00+00:00,88338.8,89843.0,83826.20000000001,89843.0,0.0170276254601601,-1.0,-1.1174561893365245,-0.0170276254601601,-0.0190276254601601,stop,26,2025-03-05 14:00:00+00:00,2025-03-05 15:00:00+00:00,2025-03-05 15:20:00+00:00,4
170,-1,2025-03-06 09:05:00+00:00,2025-03-06 17:15:00+00:00,91116.7,92000.0,88466.79999999999,88466.79999999999,0.0096941614435114,3.0,2.793690252462358,0.0290824843305344,0.0270824843305344,target,99,2025-03-06 07:00:00+00:00,2025-03-06 08:00:00+00:00,2025-03-06 09:05:00+00:00,13
