panel,entry,thr_spread,gap,order_max,ret8_max,exit,n,pf_maker,sum_net_maker,win_rate,pf_legacy,pf_2026_04,n_2026_04,sum_net_2026_04,owner_recall_w18,rule_precision_w18,jaccard_w18,ge_1_3,apr_not_collapse
two_stage,two_stage,0.006,36,0.0,-0.015,baseline_tp5_sl2_h72,293,1.47,1.05688,0.3823,1.258,1.238,28,0.04282,0.1711,0.0444,0.0365,True,True
two_stage,two_stage,0.006,36,0.0,-0.015,no_tp_sl2_h144,293,1.79,2.23558,0.2628,1.583,0.648,28,-0.07642,0.1711,0.0444,0.0365,True,False
two_stage,two_stage,0.006,36,0.0,-0.015,trail4_atr_h144,293,2.043,2.20434,0.4539,1.765,1.153,28,0.01796,0.1711,0.0444,0.0365,True,True
