symbol,signal_time,segment,outcome,net_ret,ctrl_mean,excess,cell,week,n_ctrl
0G_USDT_SWAP,2026-04-01 14:00:00+00:00,preholdout,tp,0.029442733817076117,0.0019617857505367133,0.027480948066539404,0G_USDT_SWAP|2026-04|q3,2026-W13,8
0G_USDT_SWAP,2026-04-02 04:00:00+00:00,preholdout,tp,0.04807511520737322,0.0017387118012538337,0.046336403406119386,0G_USDT_SWAP|2026-04|q4,2026-W13,8
0G_USDT_SWAP,2026-04-02 10:00:00+00:00,preholdout,timeout,0.0025268321282000857,-0.02334129707573973,0.025868129203939817,0G_USDT_SWAP|2026-04|q4,2026-W13,8
0G_USDT_SWAP,2026-04-03 00:00:00+00:00,preholdout,tp,0.0511881571233143,-0.005165687610142659,0.05635384473345696,0G_USDT_SWAP|2026-04|q4,2026-W13,8
0G_USDT_SWAP,2026-04-04 00:00:00+00:00,preholdout,sl,-0.00834593338497287,-0.008810351644861002,0.000464418259888133,0G_USDT_SWAP|2026-04|q1,2026-W13,8
0G_USDT_SWAP,2026-04-05 05:30:00+00:00,preholdout,sl,-0.010932166339339088,0.000692555051923175,-0.011624721391262263,0G_USDT_SWAP|2026-04|q2,2026-W13,8
0G_USDT_SWAP,2026-04-06 02:30:00+00:00,preholdout,tp,0.020776749006736917,-0.004851846994818037,0.025628596001554954,0G_USDT_SWAP|2026-04|q1,2026-W14,8
0G_USDT_SWAP,2026-04-06 07:00:00+00:00,preholdout,tp,0.012294024088053735,-0.006446512185809199,0.018740536273862934,0G_USDT_SWAP|2026-04|q0,2026-W14,8
0G_USDT_SWAP,2026-04-07 01:00:00+00:00,preholdout,timeout,0.007012179487179516,0.0055041056059214645,0.0015080738812580513,0G_USDT_SWAP|2026-04|q3,2026-W14,8
0G_USDT_SWAP,2026-04-07 10:30:00+00:00,preholdout,sl,-0.011041858480097932,0.0025591980330854393,-0.013601056513183371,0G_USDT_SWAP|2026-04|q2,2026-W14,8
0G_USDT_SWAP,2026-04-07 17:30:00+00:00,preholdout,sl,-0.012147408839933881,-0.005246172720202707,-0.0069012361197311745,0G_USDT_SWAP|2026-04|q3,2026-W14,8
0G_USDT_SWAP,2026-04-07 22:00:00+00:00,preholdout,tp,0.02183464689816621,0.001480210061951124,0.020354436836215087,0G_USDT_SWAP|2026-04|q1,2026-W14,8
0G_USDT_SWAP,2026-04-08 23:30:00+00:00,preholdout,sl,-0.009586262692077917,0.00041926476356821465,-0.010005527455646132,0G_USDT_SWAP|2026-04|q1,2026-W14,8
0G_USDT_SWAP,2026-04-09 20:00:00+00:00,preholdout,sl,-0.010627420829076927,0.0029459883376970093,-0.013573409166773936,0G_USDT_SWAP|2026-04|q2,2026-W14,8
0G_USDT_SWAP,2026-04-10 00:30:00+00:00,preholdout,timeout,0.023001065854586878,0.0018433198130925511,0.021157746041494327,0G_USDT_SWAP|2026-04|q2,2026-W14,8
0G_USDT_SWAP,2026-04-11 05:30:00+00:00,preholdout,sl,-0.007238343069569785,-0.0020000474735965383,-0.005238295595973247,0G_USDT_SWAP|2026-04|q0,2026-W14,8
0G_USDT_SWAP,2026-04-11 12:00:00+00:00,preholdout,sl,-0.007377408637873794,-0.00643720591618847,-0.0009402027216853237,0G_USDT_SWAP|2026-04|q0,2026-W14,8
0G_USDT_SWAP,2026-04-11 16:30:00+00:00,preholdout,tp,0.023666035528135444,-0.006074183083939293,0.029740218612074737,0G_USDT_SWAP|2026-04|q2,2026-W14,8
0G_USDT_SWAP,2026-04-12 01:30:00+00:00,preholdout,sl,-0.014147256016575582,-0.003763856381166355,-0.010383399635409227,0G_USDT_SWAP|2026-04|q3,2026-W14,8
0G_USDT_SWAP,2026-04-12 07:00:00+00:00,preholdout,tp,0.02337920908798623,-0.0003193072199932333,0.023698516307979464,0G_USDT_SWAP|2026-04|q2,2026-W14,8
0G_USDT_SWAP,2026-04-12 11:30:00+00:00,preholdout,sl,-0.010910354728407023,0.005611595970201406,-0.01652195069860843,0G_USDT_SWAP|2026-04|q2,2026-W14,8
0G_USDT_SWAP,2026-04-12 16:00:00+00:00,preholdout,sl,-0.05344350442707764,-0.01908838380578022,-0.03435512062129742,0G_USDT_SWAP|2026-04|q4,2026-W14,8
0G_USDT_SWAP,2026-04-13 11:30:00+00:00,preholdout,timeout,0.010317775503241245,0.0022988510415475633,0.008018924461693682,0G_USDT_SWAP|2026-04|q4,2026-W15,8
0G_USDT_SWAP,2026-04-14 00:30:00+00:00,preholdout,sl,-0.01866736821873056,0.010108603934159065,-0.02877597215288963,0G_USDT_SWAP|2026-04|q4,2026-W15,8
0G_USDT_SWAP,2026-04-14 08:30:00+00:00,preholdout,sl,-0.015628706518068202,-0.008502795507776908,-0.007125911010291294,0G_USDT_SWAP|2026-04|q3,2026-W15,8
0G_USDT_SWAP,2026-04-14 14:30:00+00:00,preholdout,sl,-0.01557579910864033,0.002195227839104755,-0.017771026947745086,0G_USDT_SWAP|2026-04|q3,2026-W15,8
0G_USDT_SWAP,2026-04-14 20:00:00+00:00,preholdout,sl,-0.017909594460929722,-0.009267422226257009,-0.008642172234672714,0G_USDT_SWAP|2026-04|q4,2026-W15,8
0G_USDT_SWAP,2026-04-15 00:30:00+00:00,preholdout,sl,-0.02297634433796487,-0.002035446352055669,-0.0209408979859092,0G_USDT_SWAP|2026-04|q4,2026-W15,8
0G_USDT_SWAP,2026-04-15 08:00:00+00:00,preholdout,timeout,0.0022716216216215786,0.011823437780098981,-0.009551816158477403,0G_USDT_SWAP|2026-04|q3,2026-W15,8
0G_USDT_SWAP,2026-04-15 22:00:00+00:00,preholdout,sl,-0.008182600427858299,-0.005047651365910299,-0.0031349490619480003,0G_USDT_SWAP|2026-04|q1,2026-W15,8
0G_USDT_SWAP,2026-04-16 04:30:00+00:00,preholdout,tp,0.022693220540927084,0.0029988492911365468,0.019694371249790538,0G_USDT_SWAP|2026-04|q2,2026-W15,8
0G_USDT_SWAP,2026-04-16 09:00:00+00:00,preholdout,tp,0.021519661389832235,0.004901740211676959,0.016617921178155276,0G_USDT_SWAP|2026-04|q1,2026-W15,8
0G_USDT_SWAP,2026-04-18 00:00:00+00:00,preholdout,sl,-0.00947282287216573,-0.0017162300424188141,-0.007756592829746917,0G_USDT_SWAP|2026-04|q1,2026-W15,8
0G_USDT_SWAP,2026-04-19 13:00:00+00:00,preholdout,sl,-0.013134784643041918,0.009423951878718351,-0.02255873652176027,0G_USDT_SWAP|2026-04|q3,2026-W15,8
0G_USDT_SWAP,2026-04-19 17:30:00+00:00,preholdout,sl,-0.010800510025501375,0.0052891847057644804,-0.016089694731265855,0G_USDT_SWAP|2026-04|q2,2026-W15,8
0G_USDT_SWAP,2026-04-19 22:00:00+00:00,preholdout,sl,-0.010575564904149081,-0.002035898288439624,-0.008539666615709457,0G_USDT_SWAP|2026-04|q2,2026-W15,8
0G_USDT_SWAP,2026-04-20 05:30:00+00:00,preholdout,tp,0.02406075809924395,-0.0011900754540035523,0.025250833553247504,0G_USDT_SWAP|2026-04|q2,2026-W16,8
0G_USDT_SWAP,2026-04-21 02:00:00+00:00,preholdout,sl,-0.007249134123951739,-0.004006463998125594,-0.0032426701258261442,0G_USDT_SWAP|2026-04|q0,2026-W16,8
0G_USDT_SWAP,2026-04-21 09:00:00+00:00,preholdout,tp,0.018170735114370885,0.00202800516723849,0.016142729947132395,0G_USDT_SWAP|2026-04|q1,2026-W16,8
