scope,n_pos,n_neg,fav_pos_mean,fav_pos_median,fav_pos_q25,fav_pos_q75,fav_neg_mean,fav_neg_median,fav_neg_q25,fav_neg_q75,fav_U_p,fav_rank_biserial,adv_pos_mean,adv_pos_median,adv_pos_q25,adv_pos_q75,adv_neg_mean,adv_neg_median,adv_neg_q25,adv_neg_q75,adv_U_p,adv_rank_biserial,pos_median_net,neg_median_net,pos_net_minus_cost,covers_cost
group:auto_positive,26,237,0.0595455123076923,0.039170705,0.0168976475,0.071023955,0.03956152911392405,0.01976921,0.00871384,0.04266533,0.020592063221346556,0.27685816293411225,-0.013463613076923077,-0.002442085,-0.0070239325,-0.00028171,-0.02574072451476793,-0.01942646,-0.03676759,-0.00705329,1.994792386855932e-05,0.5098993833171048,0.036728620000000003,0.0003427499999999993,0.03472862,True
group:auto_positive_volume,68,259,0.048676914999999994,0.024081230000000002,0.012710745,0.052432765,0.029113761505791504,0.01838557,0.007443760000000001,0.034352955,0.01049740473505353,0.2016806722689075,-0.00985239132352941,-0.003638545,-0.011426295,-0.0010331925,-0.02676716077220077,-0.02108963,-0.040355035,-0.007241475,2.025947071652655e-11,0.5282761753349989,0.020442685000000002,-0.002704060000000001,0.018442685,True
group:current_model_box,133,297,0.023104246165413532,0.01597234,0.00806681,0.03148469,0.01512184397306397,0.00958084,0.00338346,0.02001873,1.677663838753856e-05,0.2595883648515227,-0.009039315263157894,-0.00247612,-0.01168452,-0.00088298,-0.015078184208754208,-0.00906932,-0.01891488,-0.00390625,1.6257778001422555e-09,0.36376294271031107,0.013496220000000001,0.0005115199999999997,0.011496220000000001,True
group:dual_ma_positive,52,0,0.016867588846153844,0.01032632,0.004787665,0.019483195,,,,,,,-0.013010849423076926,-0.008466485,-0.02017291,-0.00172102,,,,,,,0.0018598350000000007,,-0.0001401649999999994,False
group:model_miss_rule_candidate,16,107,0.02963114625,0.016926875,0.00545313,0.039324567500000004,0.017275031121495327,0.01280488,0.00684289,0.02121912,0.26421298027487594,0.1740654205607477,-0.01879469125,-0.012769305,-0.022316175,-0.0066676875,-0.01806194859813084,-0.01339356,-0.022592575,-0.00550507,0.8953222411795918,-0.0210280373831776,0.004157570000000001,-0.0005886800000000011,0.002157570000000001,True
