feature,gain,split
volume_ratio,79.21659851074219,3
atr_pct,68.2830982208252,2
ret_4,34.872798919677734,2
spread_chg8,31.254899978637695,2
fast_slow_gap,26.496999740600586,2
pre_range168,17.07979965209961,1
ma_spread_pct,13.976400375366211,1
ret_48,13.325200080871582,1
vol_ratio_mean8,0.0,0
spread_pos96,0.0,0
