outcome,gross_ret,entry_time,symbol,signal_time
tp,0.01453059966633008,2026-04-05 00:15:00+00:00,UNI_USDT,2026-04-05 00:00:00+00:00
sl,-0.00905475850538795,2026-04-05 17:00:00+00:00,UNI_USDT,2026-04-05 16:45:00+00:00
sl,-0.006610860045071609,2026-04-05 21:30:00+00:00,UNI_USDT,2026-04-05 21:15:00+00:00
tp,0.015039259209629785,2026-04-06 21:30:00+00:00,UNI_USDT,2026-04-06 21:15:00+00:00
sl,-0.008015047649061247,2026-04-07 10:30:00+00:00,UNI_USDT,2026-04-07 10:15:00+00:00
tp,0.028524846733391063,2026-04-08 15:00:00+00:00,UNI_USDT,2026-04-08 14:45:00+00:00
sl,-0.011939670167630423,2026-04-09 23:45:00+00:00,UNI_USDT,2026-04-09 23:30:00+00:00
sl,-0.01004741819639099,2026-04-10 06:45:00+00:00,UNI_USDT,2026-04-10 06:30:00+00:00
sl,-0.006275375690005358,2026-04-11 05:15:00+00:00,UNI_USDT,2026-04-11 05:00:00+00:00
sl,-0.005724745217564831,2026-04-11 10:45:00+00:00,UNI_USDT,2026-04-11 10:30:00+00:00
tp,0.02165000059900679,2026-04-11 23:15:00+00:00,UNI_USDT,2026-04-11 23:00:00+00:00
sl,-0.007373431912327755,2026-04-13 08:15:00+00:00,UNI_USDT,2026-04-13 08:00:00+00:00
timeout,-0.002868068833651982,2026-04-14 17:00:00+00:00,UNI_USDT,2026-04-14 16:45:00+00:00
sl,-0.006998988800922756,2026-04-15 06:15:00+00:00,UNI_USDT,2026-04-15 06:00:00+00:00
sl,-0.009769777449647021,2026-04-18 04:00:00+00:00,UNI_USDT,2026-04-18 03:45:00+00:00
tp,0.021726239802826064,2026-04-18 08:30:00+00:00,UNI_USDT,2026-04-18 08:15:00+00:00
tp,0.025244845111666026,2026-04-19 17:00:00+00:00,UNI_USDT,2026-04-19 16:45:00+00:00
sl,-0.008270516662622018,2026-04-20 05:15:00+00:00,UNI_USDT,2026-04-20 05:00:00+00:00
timeout,0.00795593635250913,2026-04-20 10:00:00+00:00,UNI_USDT,2026-04-20 09:45:00+00:00
timeout,-0.004299754299754266,2026-04-20 14:45:00+00:00,UNI_USDT,2026-04-20 14:30:00+00:00
sl,-0.009311382373905053,2026-04-20 22:30:00+00:00,UNI_USDT,2026-04-20 22:15:00+00:00
sl,-0.008037797029312177,2026-04-21 03:00:00+00:00,UNI_USDT,2026-04-21 02:45:00+00:00
sl,-0.008526538339787448,2026-04-21 12:45:00+00:00,UNI_USDT,2026-04-21 12:30:00+00:00
tp,0.018900050301711935,2026-04-22 23:30:00+00:00,UNI_USDT,2026-04-22 23:15:00+00:00
sl,-0.009160254577623483,2026-04-23 17:15:00+00:00,UNI_USDT,2026-04-23 17:00:00+00:00
sl,-0.008651370505049494,2026-04-24 01:45:00+00:00,UNI_USDT,2026-04-24 01:30:00+00:00
sl,-0.007629960547069103,2026-04-24 09:15:00+00:00,UNI_USDT,2026-04-24 09:00:00+00:00
sl,-0.00765952301171513,2026-04-24 14:15:00+00:00,UNI_USDT,2026-04-24 14:00:00+00:00
sl,-0.007221348962362262,2026-04-24 22:15:00+00:00,UNI_USDT,2026-04-24 22:00:00+00:00
sl,-0.005800343563862276,2026-04-25 05:15:00+00:00,UNI_USDT,2026-04-25 05:00:00+00:00
sl,-0.0052564766221423476,2026-04-25 11:15:00+00:00,UNI_USDT,2026-04-25 11:00:00+00:00
sl,-0.005906445299549867,2026-04-25 16:00:00+00:00,UNI_USDT,2026-04-25 15:45:00+00:00
sl,-0.004417531183615875,2026-04-26 01:00:00+00:00,UNI_USDT,2026-04-26 00:45:00+00:00
timeout,0.005214723926380338,2026-04-27 05:30:00+00:00,UNI_USDT,2026-04-27 05:15:00+00:00
sl,-0.006637001860098524,2026-04-27 14:00:00+00:00,UNI_USDT,2026-04-27 13:45:00+00:00
sl,-0.006657826008921397,2026-04-28 02:45:00+00:00,UNI_USDT,2026-04-28 02:30:00+00:00
sl,-0.007358114115418646,2026-04-28 07:15:00+00:00,UNI_USDT,2026-04-28 07:00:00+00:00
sl,-0.006330354728072418,2026-04-28 11:45:00+00:00,UNI_USDT,2026-04-28 11:30:00+00:00
tp,0.022388473259604358,2026-04-29 12:30:00+00:00,UNI_USDT,2026-04-29 12:15:00+00:00
sl,-0.00881903497560832,2026-04-30 02:45:00+00:00,UNI_USDT,2026-04-30 02:30:00+00:00
sl,-0.008384427745056433,2026-04-30 14:30:00+00:00,UNI_USDT,2026-04-30 14:15:00+00:00
sl,-0.006944965488052235,2026-04-30 20:00:00+00:00,UNI_USDT,2026-04-30 19:45:00+00:00
sl,-0.005990174466033338,2026-05-01 10:15:00+00:00,UNI_USDT,2026-05-01 10:00:00+00:00
sl,-0.006661606693985744,2026-05-01 20:45:00+00:00,UNI_USDT,2026-05-01 20:30:00+00:00
sl,-0.004924890078397803,2026-05-02 03:15:00+00:00,UNI_USDT,2026-05-02 03:00:00+00:00
sl,-0.007970249983400457,2026-04-01 02:00:00+00:00,SHIB_USDT,2026-04-01 01:45:00+00:00
timeout,0.01722391084093211,2026-04-02 01:30:00+00:00,SHIB_USDT,2026-04-02 01:15:00+00:00
sl,-0.010537270105961838,2026-04-02 18:00:00+00:00,SHIB_USDT,2026-04-02 17:45:00+00:00
sl,-0.006620543055917638,2026-04-03 02:45:00+00:00,SHIB_USDT,2026-04-03 02:30:00+00:00
tp,0.013706840429842937,2026-04-04 00:30:00+00:00,SHIB_USDT,2026-04-04 00:15:00+00:00
tp,0.011291467034245328,2026-04-05 03:45:00+00:00,SHIB_USDT,2026-04-05 03:30:00+00:00
tp,0.015873892965862613,2026-04-06 19:45:00+00:00,SHIB_USDT,2026-04-06 19:30:00+00:00
sl,-0.0063665927545708545,2026-04-07 10:30:00+00:00,SHIB_USDT,2026-04-07 10:15:00+00:00
tp,0.023549009783599306,2026-04-08 15:00:00+00:00,SHIB_USDT,2026-04-08 14:45:00+00:00
tp,0.01579453261231767,2026-04-08 22:30:00+00:00,SHIB_USDT,2026-04-08 22:15:00+00:00
sl,-0.009610649866111931,2026-04-09 23:30:00+00:00,SHIB_USDT,2026-04-09 23:15:00+00:00
sl,-0.008042837638874367,2026-04-10 06:45:00+00:00,SHIB_USDT,2026-04-10 06:30:00+00:00
sl,-0.006539488320441933,2026-04-11 01:15:00+00:00,SHIB_USDT,2026-04-11 01:00:00+00:00
sl,-0.006940349467378315,2026-04-11 06:00:00+00:00,SHIB_USDT,2026-04-11 05:45:00+00:00
tp,0.02095313759048678,2026-04-11 23:15:00+00:00,SHIB_USDT,2026-04-11 23:00:00+00:00
sl,-0.006649454322314563,2026-04-13 02:45:00+00:00,SHIB_USDT,2026-04-13 02:30:00+00:00
sl,-0.006728466641214181,2026-04-13 15:45:00+00:00,SHIB_USDT,2026-04-13 15:30:00+00:00
timeout,-0.007352941176470562,2026-04-14 18:30:00+00:00,SHIB_USDT,2026-04-14 18:15:00+00:00
sl,-0.007005659134997622,2026-04-15 02:45:00+00:00,SHIB_USDT,2026-04-15 02:30:00+00:00
sl,-0.010416290092139846,2026-04-17 05:15:00+00:00,SHIB_USDT,2026-04-17 05:00:00+00:00
tp,0.024644953724757168,2026-04-18 00:45:00+00:00,SHIB_USDT,2026-04-18 00:30:00+00:00
tp,0.02041321456372469,2026-04-18 08:30:00+00:00,SHIB_USDT,2026-04-18 08:15:00+00:00
sl,-0.008921910749967177,2026-04-19 15:45:00+00:00,SHIB_USDT,2026-04-19 15:30:00+00:00
sl,-0.007830832848128244,2026-04-20 05:30:00+00:00,SHIB_USDT,2026-04-20 05:15:00+00:00
sl,-0.005757240821874676,2026-04-20 23:30:00+00:00,SHIB_USDT,2026-04-20 23:15:00+00:00
sl,-0.008397091015403646,2026-04-21 17:15:00+00:00,SHIB_USDT,2026-04-21 17:00:00+00:00
sl,-0.008026423818044304,2026-04-23 17:45:00+00:00,SHIB_USDT,2026-04-23 17:30:00+00:00
sl,-0.005902441905479616,2026-04-24 03:45:00+00:00,SHIB_USDT,2026-04-24 03:30:00+00:00
sl,-0.004775811240351535,2026-04-25 11:45:00+00:00,SHIB_USDT,2026-04-25 11:30:00+00:00
sl,-0.003917043868136849,2026-04-26 02:00:00+00:00,SHIB_USDT,2026-04-26 01:45:00+00:00
sl,-0.00409617277189267,2026-04-26 14:00:00+00:00,SHIB_USDT,2026-04-26 13:45:00+00:00
timeout,0.00146484375,2026-04-27 05:30:00+00:00,SHIB_USDT,2026-04-27 05:15:00+00:00
sl,-0.007027895400994799,2026-04-27 15:15:00+00:00,SHIB_USDT,2026-04-27 15:00:00+00:00
sl,-0.004995351490983735,2026-04-28 02:45:00+00:00,SHIB_USDT,2026-04-28 02:30:00+00:00
sl,-0.006490661472066117,2026-04-28 07:30:00+00:00,SHIB_USDT,2026-04-28 07:15:00+00:00
sl,-0.01555895173678179,2026-04-29 15:15:00+00:00,SHIB_USDT,2026-04-29 15:00:00+00:00
sl,-0.0062017714925433065,2026-04-30 22:45:00+00:00,SHIB_USDT,2026-04-30 22:30:00+00:00
sl,-0.007132826501637712,2026-05-01 10:15:00+00:00,SHIB_USDT,2026-05-01 10:00:00+00:00
timeout,0.0007921419518377437,2026-05-01 20:30:00+00:00,SHIB_USDT,2026-05-01 20:15:00+00:00
sl,-0.004780878996734739,2026-05-02 18:15:00+00:00,SHIB_USDT,2026-05-02 18:00:00+00:00
tp,0.011740447644863483,2026-05-02 23:15:00+00:00,SHIB_USDT,2026-05-02 23:00:00+00:00
sl,-0.01791840315297799,2026-04-02 00:15:00+00:00,MINA_USDT_SWAP,2026-04-02 00:00:00+00:00
timeout,0.02612330198537094,2026-04-02 08:30:00+00:00,MINA_USDT_SWAP,2026-04-02 08:15:00+00:00
timeout,0.01041666666666663,2026-04-03 22:15:00+00:00,MINA_USDT_SWAP,2026-04-03 22:00:00+00:00
sl,-0.007035246173435539,2026-04-04 11:30:00+00:00,MINA_USDT_SWAP,2026-04-04 11:15:00+00:00
timeout,0.014064447213815168,2026-04-04 16:00:00+00:00,MINA_USDT_SWAP,2026-04-04 15:45:00+00:00
sl,-0.005829165184160212,2026-04-04 23:30:00+00:00,MINA_USDT_SWAP,2026-04-04 23:15:00+00:00
tp,0.016073691586702354,2026-04-05 05:45:00+00:00,MINA_USDT_SWAP,2026-04-05 05:30:00+00:00
sl,-0.008075928859195614,2026-04-06 04:15:00+00:00,MINA_USDT_SWAP,2026-04-06 04:00:00+00:00
tp,0.019486394840821153,2026-04-06 19:15:00+00:00,MINA_USDT_SWAP,2026-04-06 19:00:00+00:00
sl,-0.00910520423940575,2026-04-08 15:00:00+00:00,MINA_USDT_SWAP,2026-04-08 14:45:00+00:00
tp,0.021536879270886322,2026-04-08 22:30:00+00:00,MINA_USDT_SWAP,2026-04-08 22:15:00+00:00
sl,-0.01216721337559279,2026-04-09 07:45:00+00:00,MINA_USDT_SWAP,2026-04-09 07:30:00+00:00
sl,-0.009768705197021665,2026-04-09 23:45:00+00:00,MINA_USDT_SWAP,2026-04-09 23:30:00+00:00
timeout,-0.0006926406926406337,2026-04-10 17:45:00+00:00,MINA_USDT_SWAP,2026-04-10 17:30:00+00:00
tp,0.01942787456870354,2026-04-12 01:00:00+00:00,MINA_USDT_SWAP,2026-04-12 00:45:00+00:00
tp,0.021357388813454725,2026-04-12 13:30:00+00:00,MINA_USDT_SWAP,2026-04-12 13:15:00+00:00
sl,-0.0067571195968674225,2026-04-13 11:15:00+00:00,MINA_USDT_SWAP,2026-04-13 11:00:00+00:00
sl,-0.0074021476457966084,2026-04-13 18:30:00+00:00,MINA_USDT_SWAP,2026-04-13 18:15:00+00:00
timeout,0.007542536397123323,2026-04-14 17:45:00+00:00,MINA_USDT_SWAP,2026-04-14 17:30:00+00:00
sl,-0.006540558558513876,2026-04-15 02:45:00+00:00,MINA_USDT_SWAP,2026-04-15 02:30:00+00:00
sl,-0.006420676442781881,2026-04-15 14:15:00+00:00,MINA_USDT_SWAP,2026-04-15 14:00:00+00:00
tp,0.02384701462757388,2026-04-18 02:00:00+00:00,MINA_USDT_SWAP,2026-04-18 01:45:00+00:00
tp,0.023627513835735692,2026-04-18 08:30:00+00:00,MINA_USDT_SWAP,2026-04-18 08:15:00+00:00
sl,-0.011548415954323765,2026-04-19 17:30:00+00:00,MINA_USDT_SWAP,2026-04-19 17:15:00+00:00
sl,-0.013888815564718104,2026-04-19 22:15:00+00:00,MINA_USDT_SWAP,2026-04-19 22:00:00+00:00
tp,0.020005595279368182,2026-04-21 03:00:00+00:00,MINA_USDT_SWAP,2026-04-21 02:45:00+00:00
tp,0.018239711251492374,2026-04-21 11:15:00+00:00,MINA_USDT_SWAP,2026-04-21 11:00:00+00:00
tp,0.018400655809906796,2026-04-22 23:30:00+00:00,MINA_USDT_SWAP,2026-04-22 23:15:00+00:00
sl,-0.00948765714484523,2026-04-23 17:45:00+00:00,MINA_USDT_SWAP,2026-04-23 17:30:00+00:00
sl,-0.011484531687956157,2026-04-25 17:30:00+00:00,MINA_USDT_SWAP,2026-04-25 17:15:00+00:00
sl,-0.012612043715553689,2026-04-26 17:45:00+00:00,MINA_USDT_SWAP,2026-04-26 17:30:00+00:00
sl,-0.009534280232934123,2026-04-27 00:00:00+00:00,MINA_USDT_SWAP,2026-04-26 23:45:00+00:00
timeout,0.02370486656200954,2026-04-27 05:30:00+00:00,MINA_USDT_SWAP,2026-04-27 05:15:00+00:00
sl,-0.011215879269748985,2026-04-27 11:30:00+00:00,MINA_USDT_SWAP,2026-04-27 11:15:00+00:00
timeout,0.019751513220771066,2026-04-27 16:00:00+00:00,MINA_USDT_SWAP,2026-04-27 15:45:00+00:00
sl,-0.0052996022739568716,2026-04-28 21:45:00+00:00,MINA_USDT_SWAP,2026-04-28 21:30:00+00:00
sl,-0.005957657362800406,2026-04-29 06:30:00+00:00,MINA_USDT_SWAP,2026-04-29 06:15:00+00:00
tp,0.01674270937090272,2026-04-29 12:30:00+00:00,MINA_USDT_SWAP,2026-04-29 12:15:00+00:00
sl,-0.0079962905556763,2026-04-30 17:45:00+00:00,MINA_USDT_SWAP,2026-04-30 17:30:00+00:00
sl,-0.006336472284603989,2026-04-30 22:15:00+00:00,MINA_USDT_SWAP,2026-04-30 22:00:00+00:00
sl,-0.0058682187100280725,2026-05-01 10:45:00+00:00,MINA_USDT_SWAP,2026-05-01 10:30:00+00:00
sl,-0.006840851940232984,2026-05-01 21:15:00+00:00,MINA_USDT_SWAP,2026-05-01 21:00:00+00:00
tp,0.020036588183989457,2026-04-01 22:30:00+00:00,XLM_USDT_SWAP,2026-04-01 22:15:00+00:00
sl,-0.007424121366678138,2026-04-02 23:15:00+00:00,XLM_USDT_SWAP,2026-04-02 23:00:00+00:00
timeout,0.009830860352934012,2026-04-03 13:15:00+00:00,XLM_USDT_SWAP,2026-04-03 13:00:00+00:00
timeout,0.008090714066809612,2026-04-03 17:45:00+00:00,XLM_USDT_SWAP,2026-04-03 17:30:00+00:00
timeout,0.012502298216583996,2026-04-03 22:15:00+00:00,XLM_USDT_SWAP,2026-04-03 22:00:00+00:00
