outcome,gross_ret,entry_time,symbol,signal_time
sl,-0.0056340005469091015,2026-04-04 16:15:00+00:00,XLM_USDT_SWAP,2026-04-04 16:00:00+00:00
sl,-0.00543693321749017,2026-04-04 21:00:00+00:00,XLM_USDT_SWAP,2026-04-04 20:45:00+00:00
sl,-0.004700382713586082,2026-04-05 01:30:00+00:00,XLM_USDT_SWAP,2026-04-05 01:15:00+00:00
sl,-0.00709116857873382,2026-04-05 19:45:00+00:00,XLM_USDT_SWAP,2026-04-05 19:30:00+00:00
tp,0.021438011699345894,2026-04-06 16:30:00+00:00,XLM_USDT_SWAP,2026-04-06 16:15:00+00:00
sl,-0.007738748181983279,2026-04-07 10:30:00+00:00,XLM_USDT_SWAP,2026-04-07 10:15:00+00:00
sl,-0.00853396844826837,2026-04-07 19:45:00+00:00,XLM_USDT_SWAP,2026-04-07 19:30:00+00:00
tp,0.02964424672573185,2026-04-08 15:00:00+00:00,XLM_USDT_SWAP,2026-04-08 14:45:00+00:00
sl,-0.01051806568885505,2026-04-09 19:30:00+00:00,XLM_USDT_SWAP,2026-04-09 19:15:00+00:00
sl,-0.010709778433333428,2026-04-10 00:00:00+00:00,XLM_USDT_SWAP,2026-04-09 23:45:00+00:00
sl,-0.007732921547193072,2026-04-10 07:15:00+00:00,XLM_USDT_SWAP,2026-04-10 07:00:00+00:00
sl,-0.009335332237604854,2026-04-10 15:45:00+00:00,XLM_USDT_SWAP,2026-04-10 15:30:00+00:00
timeout,0.0018094868812201792,2026-04-10 23:15:00+00:00,XLM_USDT_SWAP,2026-04-10 23:00:00+00:00
sl,-0.0071266799239635414,2026-04-11 04:00:00+00:00,XLM_USDT_SWAP,2026-04-11 03:45:00+00:00
sl,-0.005655122567276294,2026-04-11 13:15:00+00:00,XLM_USDT_SWAP,2026-04-11 13:00:00+00:00
tp,0.01906216468707045,2026-04-11 22:45:00+00:00,XLM_USDT_SWAP,2026-04-11 22:30:00+00:00
sl,-0.005832624506465267,2026-04-12 22:15:00+00:00,XLM_USDT_SWAP,2026-04-12 22:00:00+00:00
sl,-0.005841919876748092,2026-04-13 03:00:00+00:00,XLM_USDT_SWAP,2026-04-13 02:45:00+00:00
sl,-0.005134011151423534,2026-04-13 08:30:00+00:00,XLM_USDT_SWAP,2026-04-13 08:15:00+00:00
sl,-0.008865760157086289,2026-04-13 18:30:00+00:00,XLM_USDT_SWAP,2026-04-13 18:15:00+00:00
sl,-0.010337293160938898,2026-04-14 19:00:00+00:00,XLM_USDT_SWAP,2026-04-14 18:45:00+00:00
sl,-0.008086785063330382,2026-04-15 04:45:00+00:00,XLM_USDT_SWAP,2026-04-15 04:30:00+00:00
timeout,0.004079254079254135,2026-04-18 08:45:00+00:00,XLM_USDT_SWAP,2026-04-18 08:30:00+00:00
sl,-0.009680875158518454,2026-04-19 03:00:00+00:00,XLM_USDT_SWAP,2026-04-19 02:45:00+00:00
sl,-0.010764304198985775,2026-04-19 07:30:00+00:00,XLM_USDT_SWAP,2026-04-19 07:15:00+00:00
timeout,0.011771630370806418,2026-04-19 17:30:00+00:00,XLM_USDT_SWAP,2026-04-19 17:15:00+00:00
sl,-0.009557790063764005,2026-04-19 22:00:00+00:00,XLM_USDT_SWAP,2026-04-19 21:45:00+00:00
sl,-0.00923691777151614,2026-04-20 05:15:00+00:00,XLM_USDT_SWAP,2026-04-20 05:00:00+00:00
sl,-0.010070466582824178,2026-04-20 11:30:00+00:00,XLM_USDT_SWAP,2026-04-20 11:15:00+00:00
sl,-0.007235487296167076,2026-04-22 14:00:00+00:00,XLM_USDT_SWAP,2026-04-22 13:45:00+00:00
tp,0.025964131368674814,2026-04-22 18:45:00+00:00,XLM_USDT_SWAP,2026-04-22 18:30:00+00:00
sl,-0.010111410211792071,2026-04-23 09:15:00+00:00,XLM_USDT_SWAP,2026-04-23 09:00:00+00:00
sl,-0.009471765798418241,2026-04-23 17:45:00+00:00,XLM_USDT_SWAP,2026-04-23 17:30:00+00:00
sl,-0.007845120112280668,2026-04-24 00:00:00+00:00,XLM_USDT_SWAP,2026-04-23 23:45:00+00:00
sl,-0.00826252644313974,2026-04-24 10:15:00+00:00,XLM_USDT_SWAP,2026-04-24 10:00:00+00:00
timeout,0.009169054441260704,2026-04-24 14:45:00+00:00,XLM_USDT_SWAP,2026-04-24 14:30:00+00:00
tp,0.014092517607219746,2026-04-25 05:15:00+00:00,XLM_USDT_SWAP,2026-04-25 05:00:00+00:00
tp,0.01633729650094562,2026-04-25 11:45:00+00:00,XLM_USDT_SWAP,2026-04-25 11:30:00+00:00
sl,-0.007418062554819915,2026-04-26 16:45:00+00:00,XLM_USDT_SWAP,2026-04-26 16:30:00+00:00
sl,-0.006527368989199589,2026-04-26 21:45:00+00:00,XLM_USDT_SWAP,2026-04-26 21:30:00+00:00
tp,0.01990269287536872,2026-04-27 05:15:00+00:00,XLM_USDT_SWAP,2026-04-27 05:00:00+00:00
sl,-0.007958852426521723,2026-04-29 08:45:00+00:00,XLM_USDT_SWAP,2026-04-29 08:30:00+00:00
sl,-0.007026151251015911,2026-04-30 02:45:00+00:00,XLM_USDT_SWAP,2026-04-30 02:30:00+00:00
sl,-0.005640256220662332,2026-04-30 10:30:00+00:00,XLM_USDT_SWAP,2026-04-30 10:15:00+00:00
sl,-0.0072795873639301956,2026-04-30 15:45:00+00:00,XLM_USDT_SWAP,2026-04-30 15:30:00+00:00
sl,-0.005809714713809644,2026-04-30 22:00:00+00:00,XLM_USDT_SWAP,2026-04-30 21:45:00+00:00
sl,-0.006300732251306007,2026-05-01 06:00:00+00:00,XLM_USDT_SWAP,2026-05-01 05:45:00+00:00
sl,-0.00534022268297929,2026-05-01 23:00:00+00:00,XLM_USDT_SWAP,2026-05-01 22:45:00+00:00
sl,-0.005127850554681457,2026-05-02 03:45:00+00:00,XLM_USDT_SWAP,2026-05-02 03:30:00+00:00
sl,-0.0037926192191419794,2026-05-02 12:00:00+00:00,XLM_USDT_SWAP,2026-05-02 11:45:00+00:00
sl,-0.00506448590118036,2026-05-02 18:15:00+00:00,XLM_USDT_SWAP,2026-05-02 18:00:00+00:00
timeout,0.007509386733416834,2026-05-03 00:00:00+00:00,XLM_USDT_SWAP,2026-05-02 23:45:00+00:00
tp,0.02959218519330309,2026-04-02 01:30:00+00:00,BIGTIME_USDT_SWAP,2026-04-02 01:15:00+00:00
sl,-0.011003979026845245,2026-04-02 18:00:00+00:00,BIGTIME_USDT_SWAP,2026-04-02 17:45:00+00:00
sl,-0.008943297087981028,2026-04-03 23:00:00+00:00,BIGTIME_USDT_SWAP,2026-04-03 22:45:00+00:00
sl,-0.008636577051893468,2026-04-04 04:15:00+00:00,BIGTIME_USDT_SWAP,2026-04-04 04:00:00+00:00
sl,-0.008352248562292441,2026-04-04 12:15:00+00:00,BIGTIME_USDT_SWAP,2026-04-04 12:00:00+00:00
sl,-0.007470941645142393,2026-04-04 21:15:00+00:00,BIGTIME_USDT_SWAP,2026-04-04 21:00:00+00:00
sl,-0.005820284476433013,2026-04-05 05:30:00+00:00,BIGTIME_USDT_SWAP,2026-04-05 05:15:00+00:00
sl,-0.014898031455229388,2026-04-05 13:00:00+00:00,BIGTIME_USDT_SWAP,2026-04-05 12:45:00+00:00
sl,-0.010133763931994055,2026-04-05 20:15:00+00:00,BIGTIME_USDT_SWAP,2026-04-05 20:00:00+00:00
sl,-0.008610905236425603,2026-04-06 06:30:00+00:00,BIGTIME_USDT_SWAP,2026-04-06 06:15:00+00:00
sl,-0.01277220226949738,2026-04-07 00:30:00+00:00,BIGTIME_USDT_SWAP,2026-04-07 00:15:00+00:00
sl,-0.01472791521782102,2026-04-07 11:00:00+00:00,BIGTIME_USDT_SWAP,2026-04-07 10:45:00+00:00
sl,-0.008901218155717538,2026-04-08 14:45:00+00:00,BIGTIME_USDT_SWAP,2026-04-08 14:30:00+00:00
sl,-0.008139605019710672,2026-04-08 19:15:00+00:00,BIGTIME_USDT_SWAP,2026-04-08 19:00:00+00:00
sl,-0.009176612636503823,2026-04-08 23:45:00+00:00,BIGTIME_USDT_SWAP,2026-04-08 23:30:00+00:00
sl,-0.011889556086686737,2026-04-09 06:00:00+00:00,BIGTIME_USDT_SWAP,2026-04-09 05:45:00+00:00
sl,-0.008913793730087605,2026-04-09 23:45:00+00:00,BIGTIME_USDT_SWAP,2026-04-09 23:30:00+00:00
sl,-0.007156790606826613,2026-04-11 01:30:00+00:00,BIGTIME_USDT_SWAP,2026-04-11 01:15:00+00:00
sl,-0.008676609996538076,2026-04-11 06:00:00+00:00,BIGTIME_USDT_SWAP,2026-04-11 05:45:00+00:00
sl,-0.008350856472322477,2026-04-11 11:45:00+00:00,BIGTIME_USDT_SWAP,2026-04-11 11:30:00+00:00
tp,0.02007326296474954,2026-04-11 23:15:00+00:00,BIGTIME_USDT_SWAP,2026-04-11 23:00:00+00:00
sl,-0.007675938255497616,2026-04-12 20:15:00+00:00,BIGTIME_USDT_SWAP,2026-04-12 20:00:00+00:00
sl,-0.0065662848451557565,2026-04-14 12:15:00+00:00,BIGTIME_USDT_SWAP,2026-04-14 12:00:00+00:00
sl,-0.009497309442584312,2026-04-14 17:45:00+00:00,BIGTIME_USDT_SWAP,2026-04-14 17:30:00+00:00
sl,-0.014668238522333343,2026-04-16 14:30:00+00:00,BIGTIME_USDT_SWAP,2026-04-16 14:15:00+00:00
sl,-0.02336848335944275,2026-04-17 06:00:00+00:00,BIGTIME_USDT_SWAP,2026-04-17 05:45:00+00:00
sl,-0.009569739384807985,2026-04-18 00:15:00+00:00,BIGTIME_USDT_SWAP,2026-04-18 00:00:00+00:00
timeout,0.05777460770328102,2026-04-18 12:45:00+00:00,BIGTIME_USDT_SWAP,2026-04-18 12:30:00+00:00
tp,0.06700045255475151,2026-04-18 18:00:00+00:00,BIGTIME_USDT_SWAP,2026-04-18 17:45:00+00:00
sl,-0.009942962783232812,2026-04-20 06:00:00+00:00,BIGTIME_USDT_SWAP,2026-04-20 05:45:00+00:00
sl,-0.00808324017306905,2026-04-21 08:45:00+00:00,BIGTIME_USDT_SWAP,2026-04-21 08:30:00+00:00
sl,-0.00925483633306623,2026-04-21 13:15:00+00:00,BIGTIME_USDT_SWAP,2026-04-21 13:00:00+00:00
tp,0.01752555734106831,2026-04-22 19:45:00+00:00,BIGTIME_USDT_SWAP,2026-04-22 19:30:00+00:00
sl,-0.008290922920025201,2026-04-23 17:45:00+00:00,BIGTIME_USDT_SWAP,2026-04-23 17:30:00+00:00
timeout,0.013475177304964503,2026-04-25 13:00:00+00:00,BIGTIME_USDT_SWAP,2026-04-25 12:45:00+00:00
sl,-0.013670793931915837,2026-04-25 20:30:00+00:00,BIGTIME_USDT_SWAP,2026-04-25 20:15:00+00:00
timeout,0.01642857142857146,2026-04-26 01:00:00+00:00,BIGTIME_USDT_SWAP,2026-04-26 00:45:00+00:00
tp,0.021705821572303163,2026-04-26 13:30:00+00:00,BIGTIME_USDT_SWAP,2026-04-26 13:15:00+00:00
tp,0.022053590436099668,2026-04-27 04:30:00+00:00,BIGTIME_USDT_SWAP,2026-04-27 04:15:00+00:00
sl,-0.006816726350407976,2026-04-28 00:30:00+00:00,BIGTIME_USDT_SWAP,2026-04-28 00:15:00+00:00
sl,-0.006926068194362367,2026-04-28 11:45:00+00:00,BIGTIME_USDT_SWAP,2026-04-28 11:30:00+00:00
sl,-0.005119791699130127,2026-04-28 21:15:00+00:00,BIGTIME_USDT_SWAP,2026-04-28 21:00:00+00:00
sl,-0.004242464998627904,2026-04-29 01:45:00+00:00,BIGTIME_USDT_SWAP,2026-04-29 01:30:00+00:00
sl,-0.00538222206738137,2026-04-29 07:45:00+00:00,BIGTIME_USDT_SWAP,2026-04-29 07:30:00+00:00
sl,-0.007033187432500476,2026-04-29 12:15:00+00:00,BIGTIME_USDT_SWAP,2026-04-29 12:00:00+00:00
sl,-0.009433603458837814,2026-04-30 02:45:00+00:00,BIGTIME_USDT_SWAP,2026-04-30 02:30:00+00:00
sl,-0.007949159488508606,2026-04-30 21:15:00+00:00,BIGTIME_USDT_SWAP,2026-04-30 21:00:00+00:00
sl,-0.008458379062434629,2026-05-01 07:00:00+00:00,BIGTIME_USDT_SWAP,2026-05-01 06:45:00+00:00
sl,-0.006940330749197754,2026-05-01 18:30:00+00:00,BIGTIME_USDT_SWAP,2026-05-01 18:15:00+00:00
sl,-0.005634219891166303,2026-05-01 23:30:00+00:00,BIGTIME_USDT_SWAP,2026-05-01 23:15:00+00:00
tp,0.02827974208130446,2026-04-01 22:45:00+00:00,VIRTUAL_USDT_SWAP,2026-04-01 22:30:00+00:00
sl,-0.01163215498070258,2026-04-02 21:30:00+00:00,VIRTUAL_USDT_SWAP,2026-04-02 21:15:00+00:00
timeout,0.010172143974961023,2026-04-03 19:00:00+00:00,VIRTUAL_USDT_SWAP,2026-04-03 18:45:00+00:00
tp,0.012963897996419727,2026-04-04 08:15:00+00:00,VIRTUAL_USDT_SWAP,2026-04-04 08:00:00+00:00
sl,-0.007867065523020855,2026-04-04 17:00:00+00:00,VIRTUAL_USDT_SWAP,2026-04-04 16:45:00+00:00
tp,0.014899624675687173,2026-04-04 23:30:00+00:00,VIRTUAL_USDT_SWAP,2026-04-04 23:15:00+00:00
tp,0.019559064533248405,2026-04-06 22:15:00+00:00,VIRTUAL_USDT_SWAP,2026-04-06 22:00:00+00:00
tp,0.027035527226214495,2026-04-07 10:30:00+00:00,VIRTUAL_USDT_SWAP,2026-04-07 10:15:00+00:00
timeout,0.0057194461167972,2026-04-08 19:00:00+00:00,VIRTUAL_USDT_SWAP,2026-04-08 18:45:00+00:00
sl,-0.013229474780168005,2026-04-08 23:30:00+00:00,VIRTUAL_USDT_SWAP,2026-04-08 23:15:00+00:00
sl,-0.008908833180945708,2026-04-09 11:30:00+00:00,VIRTUAL_USDT_SWAP,2026-04-09 11:15:00+00:00
sl,-0.013494367247026906,2026-04-10 00:00:00+00:00,VIRTUAL_USDT_SWAP,2026-04-09 23:45:00+00:00
sl,-0.008649330578593961,2026-04-11 00:45:00+00:00,VIRTUAL_USDT_SWAP,2026-04-11 00:30:00+00:00
sl,-0.008056976975576058,2026-04-11 05:15:00+00:00,VIRTUAL_USDT_SWAP,2026-04-11 05:00:00+00:00
sl,-0.006646182583285309,2026-04-11 13:00:00+00:00,VIRTUAL_USDT_SWAP,2026-04-11 12:45:00+00:00
timeout,0.015002273071677563,2026-04-12 01:45:00+00:00,VIRTUAL_USDT_SWAP,2026-04-12 01:30:00+00:00
sl,-0.00887801569941038,2026-04-13 05:30:00+00:00,VIRTUAL_USDT_SWAP,2026-04-13 05:15:00+00:00
timeout,0.0033913299911532135,2026-04-14 17:15:00+00:00,VIRTUAL_USDT_SWAP,2026-04-14 17:00:00+00:00
sl,-0.009329319762942045,2026-04-15 05:30:00+00:00,VIRTUAL_USDT_SWAP,2026-04-15 05:15:00+00:00
sl,-0.013797358867796872,2026-04-17 05:15:00+00:00,VIRTUAL_USDT_SWAP,2026-04-17 05:00:00+00:00
sl,-0.013444832505318471,2026-04-17 10:45:00+00:00,VIRTUAL_USDT_SWAP,2026-04-17 10:30:00+00:00
tp,0.026310022453092996,2026-04-18 08:30:00+00:00,VIRTUAL_USDT_SWAP,2026-04-18 08:15:00+00:00
tp,0.033987543985711244,2026-04-19 15:45:00+00:00,VIRTUAL_USDT_SWAP,2026-04-19 15:30:00+00:00
sl,-0.010045896007906396,2026-04-20 05:45:00+00:00,VIRTUAL_USDT_SWAP,2026-04-20 05:30:00+00:00
sl,-0.013345190093102088,2026-04-20 17:00:00+00:00,VIRTUAL_USDT_SWAP,2026-04-20 16:45:00+00:00
sl,-0.008244909298941172,2026-04-21 03:15:00+00:00,VIRTUAL_USDT_SWAP,2026-04-21 03:00:00+00:00
tp,0.023023757546414836,2026-04-21 12:15:00+00:00,VIRTUAL_USDT_SWAP,2026-04-21 12:00:00+00:00
tp,0.022555245433258375,2026-04-22 23:15:00+00:00,VIRTUAL_USDT_SWAP,2026-04-22 23:00:00+00:00
sl,-0.00860715839520343,2026-04-23 08:45:00+00:00,VIRTUAL_USDT_SWAP,2026-04-23 08:30:00+00:00
sl,-0.010393666099109522,2026-04-23 17:30:00+00:00,VIRTUAL_USDT_SWAP,2026-04-23 17:15:00+00:00
sl,-0.008929116096329626,2026-04-24 22:45:00+00:00,VIRTUAL_USDT_SWAP,2026-04-24 22:30:00+00:00
sl,-0.007630453853379127,2026-04-25 05:15:00+00:00,VIRTUAL_USDT_SWAP,2026-04-25 05:00:00+00:00
tp,0.01751363179938248,2026-04-25 11:30:00+00:00,VIRTUAL_USDT_SWAP,2026-04-25 11:15:00+00:00
sl,-0.00755146383408567,2026-04-25 16:00:00+00:00,VIRTUAL_USDT_SWAP,2026-04-25 15:45:00+00:00
sl,-0.005816830448674315,2026-04-26 01:00:00+00:00,VIRTUAL_USDT_SWAP,2026-04-26 00:45:00+00:00
timeout,0.010778612962700218,2026-04-27 05:30:00+00:00,VIRTUAL_USDT_SWAP,2026-04-27 05:15:00+00:00
timeout,0.006482281763180775,2026-04-27 15:15:00+00:00,VIRTUAL_USDT_SWAP,2026-04-27 15:00:00+00:00
sl,-0.008590421617161281,2026-04-28 02:45:00+00:00,VIRTUAL_USDT_SWAP,2026-04-28 02:30:00+00:00
sl,-0.009173817984401422,2026-04-28 07:15:00+00:00,VIRTUAL_USDT_SWAP,2026-04-28 07:00:00+00:00
tp,0.03520222947004581,2026-04-29 15:15:00+00:00,VIRTUAL_USDT_SWAP,2026-04-29 15:00:00+00:00
sl,-0.015469220949789975,2026-04-30 02:45:00+00:00,VIRTUAL_USDT_SWAP,2026-04-30 02:30:00+00:00
sl,-0.008952172013837023,2026-04-30 10:30:00+00:00,VIRTUAL_USDT_SWAP,2026-04-30 10:15:00+00:00
sl,-0.011274861691487281,2026-04-30 16:30:00+00:00,VIRTUAL_USDT_SWAP,2026-04-30 16:15:00+00:00
sl,-0.008242075725640063,2026-05-01 23:30:00+00:00,VIRTUAL_USDT_SWAP,2026-05-01 23:15:00+00:00
sl,-0.007277551907781676,2026-05-02 05:15:00+00:00,VIRTUAL_USDT_SWAP,2026-05-02 05:00:00+00:00
sl,-0.0056878461268630165,2026-05-02 11:15:00+00:00,VIRTUAL_USDT_SWAP,2026-05-02 11:00:00+00:00
