scope,n_pos,n_neg,fav_pos_mean,fav_pos_median,fav_pos_q25,fav_pos_q75,fav_neg_mean,fav_neg_median,fav_neg_q25,fav_neg_q75,fav_U_p,fav_rank_biserial,adv_pos_mean,adv_pos_median,adv_pos_q25,adv_pos_q75,adv_neg_mean,adv_neg_median,adv_neg_q25,adv_neg_q75,adv_U_p,adv_rank_biserial,pos_median_net,neg_median_net,pos_net_minus_cost,covers_cost
symbol:ADA_USDT,17,53,0.013841140588235294,0.01086957,0.00550148,0.01531915,0.011168412641509435,0.00935374,0.0044661,0.01458671,0.8265196189854445,0.03662597114317423,-0.009646007647058823,-0.00243408,-0.0081666,-0.00127551,-0.01131776528301887,-0.004851,-0.01741149,-0.00279135,0.261309283859642,0.18312985571587115,0.00843549,0.004502739999999999,0.00643549,True
symbol:BTC_USDT,15,32,0.008530008,0.00806888,0.00462115,0.011184955,0.006741246875,0.0050789,0.0024231475000000002,0.008729754999999999,0.16385922039713907,0.2562500000000001,-0.0028005653333333332,-0.00124987,-0.005255025,-0.000547105,-0.0114893228125,-0.00716314,-0.0188835625,-0.0027702775,0.0032381268461373095,0.5395833333333333,0.00681901,-0.0020842400000000002,0.00481901,True
symbol:DOGE_USDT,19,38,0.01484402105263158,0.01651884,0.00363561,0.01806727,0.01009612105263158,0.007403025,0.0038800675000000002,0.0123174775,0.11540340457353696,0.2590027700831026,-0.010593284210526317,-0.01020326,-0.015735875,-0.001669195,-0.015611823947368422,-0.010733389999999999,-0.0233009725,-0.00492903,0.20421000858984906,0.20914127423822704,0.0063155799999999995,-0.003330364999999999,0.004315579999999999,True
symbol:ETH_USDT,12,31,0.019197681666666667,0.01125234,0.0044963325,0.01782902,0.006857624516129033,0.00394593,0.001689565,0.00912197,0.0117952552759753,0.5026881720430108,-0.0026752808333333333,-0.0008756650000000001,-0.0026920925,-0.00039782,-0.00583630064516129,-0.00270322,-0.0068074,-0.00142883,0.021358252226661826,0.45967741935483875,0.010376675,0.0012427100000000002,0.008376675,True
symbol:LTC_USDT,10,23,0.027685729,0.027605184999999997,0.021561762499999998,0.0417298975,0.00938889,0.00829952,0.00310961,0.01214792,0.0023900445660553064,0.6782608695652175,-0.006279275999999999,-0.000988515,-0.0021824,-0.0005357525,-0.017352202608695654,-0.01515152,-0.02526561,-0.00911092,0.0030908677930971762,0.6608695652173913,0.02661667,-0.0068520000000000005,0.02461667,True
symbol:SOL_USDT,14,32,0.014999590714285716,0.009153405,0.00614921,0.012259095,0.011556483749999999,0.006972835,0.004712725,0.0121547175,0.650089071456114,0.0870535714285714,-0.007322043571428571,-0.0040608,-0.0065121725,-0.0025468025,-0.009384723125,-0.00672592,-0.010900002499999999,-0.0031632275,0.2014646700750704,0.2410714285714286,0.005092605,0.00024691500000000033,0.003092605,True
symbol:TRX_USDT,32,34,0.0125631371875,0.010663889999999999,0.007076815,0.016408917500000002,0.007258695294117648,0.006550165,0.0032944949999999997,0.0103797625,0.0008890211511631258,0.47702205882352944,-0.0031112990625000005,-0.001177835,-0.004213935,-0.000694675,-0.006289570882352941,-0.003374135,-0.009129967499999999,-0.0014536275,0.018221720244509177,0.33915441176470584,0.009486054999999998,0.0031760300000000003,0.007486054999999998,True
