symbol,signal_i,signal_time,entry_time,conf,atr,atr_pct,outcome,gross_ret,net_ret,segment
0G_USDT_SWAP,15522,2026-03-03 03:00:00+00:00,2026-03-03 03:15:00+00:00,0.15204662084579468,0.0040357142857142935,0.0064457982522189644,sl,-0.012891596504437941,-0.013491596504437941,preholdout
0G_USDT_SWAP,15550,2026-03-03 10:00:00+00:00,2026-03-03 10:15:00+00:00,0.15123921632766724,0.0037714285714285528,0.006172550853401887,sl,-0.012341062079281873,-0.012941062079281872,preholdout
0G_USDT_SWAP,15782,2026-03-05 20:00:00+00:00,2026-03-05 20:15:00+00:00,0.29615893959999084,0.0034857142857142903,0.005624841513174585,sl,-0.011251498662731785,-0.011851498662731785,preholdout
0G_USDT_SWAP,15806,2026-03-06 02:00:00+00:00,2026-03-06 02:15:00+00:00,0.15075290203094482,0.0029071428571428542,0.004701832212749239,sl,-0.009400623628594396,-0.010000623628594395,preholdout
0G_USDT_SWAP,15824,2026-03-06 06:30:00+00:00,2026-03-06 06:45:00+00:00,0.1836024671792984,0.0029357142857142954,0.004730445191289551,sl,-0.009460890382579135,-0.010060890382579134,preholdout
0G_USDT_SWAP,15854,2026-03-06 14:00:00+00:00,2026-03-06 14:15:00+00:00,0.17268556356430054,0.0050428571428571345,0.008357403286140428,timeout,0.007292011932383158,0.006692011932383158,preholdout
0G_USDT_SWAP,16214,2026-03-10 08:00:00+00:00,2026-03-10 08:15:00+00:00,0.1812310814857483,0.0019785714285714246,0.0034821742847085963,sl,-0.00696312309896685,-0.00756312309896685,preholdout
0G_USDT_SWAP,16234,2026-03-10 13:00:00+00:00,2026-03-10 13:15:00+00:00,0.31189027428627014,0.002742857142857134,0.0048002400120005844,sl,-0.009595442164971657,-0.010195442164971657,preholdout
0G_USDT_SWAP,16274,2026-03-10 23:00:00+00:00,2026-03-10 23:15:00+00:00,0.17327992618083954,0.0031357142857142894,0.005496431701514968,sl,-0.010990936858444766,-0.011590936858444766,preholdout
0G_USDT_SWAP,16760,2026-03-16 00:30:00+00:00,2026-03-16 00:45:00+00:00,0.18941418826580048,0.00294285714285712,0.005119793220001948,tp,0.02557671773732939,0.02497671773732939,preholdout
0G_USDT_SWAP,16828,2026-03-16 17:30:00+00:00,2026-03-16 17:45:00+00:00,0.1581466645002365,0.0031571428571428506,0.005372031405722053,sl,-0.010744062811444133,-0.011344062811444133,preholdout
0G_USDT_SWAP,16986,2026-03-18 09:00:00+00:00,2026-03-18 09:15:00+00:00,0.22547514736652374,0.003028571428571436,0.005163804652295713,sl,-0.01033113228235183,-0.010931132282351829,preholdout
0G_USDT_SWAP,17196,2026-03-20 13:30:00+00:00,2026-03-20 13:45:00+00:00,0.201623797416687,0.0022857142857143037,0.0042604180535215355,sl,-0.00851607408984456,-0.00911607408984456,preholdout
