symbol,signal_time,segment,outcome,net_ret,ctrl_mean,excess,cell,week,n_ctrl
0G_USDT_SWAP,2026-03-20 13:30:00+00:00,preholdout,sl,-0.00911607408984456,-0.0019420319280212504,-0.00717404216182331,0G_USDT_SWAP|2026-03|q1,2026-W11,8
0G_USDT_SWAP,2026-03-21 16:30:00+00:00,preholdout,sl,-0.008844867166029013,-0.010053588061827528,0.0012087208957985152,0G_USDT_SWAP|2026-03|q1,2026-W11,8
0G_USDT_SWAP,2026-03-23 00:00:00+00:00,preholdout,sl,-0.026317937348391895,-0.013472324961043818,-0.012845612387348077,0G_USDT_SWAP|2026-03|q4,2026-W12,8
0G_USDT_SWAP,2026-03-23 11:00:00+00:00,preholdout,sl,-0.016112060423942264,-0.0027395775249501294,-0.013372482898992136,0G_USDT_SWAP|2026-03|q3,2026-W12,8
0G_USDT_SWAP,2026-03-23 22:30:00+00:00,preholdout,sl,-0.0086556472011436,-0.0045402471840145335,-0.004115400017129067,0G_USDT_SWAP|2026-03|q0,2026-W12,8
0G_USDT_SWAP,2026-03-24 07:30:00+00:00,preholdout,sl,-0.013080287128174616,0.008071431587078435,-0.02115171871525305,0G_USDT_SWAP|2026-03|q2,2026-W12,8
0G_USDT_SWAP,2026-03-24 23:30:00+00:00,preholdout,sl,-0.008475947021311225,-0.0014036600357162192,-0.0070722869855950055,0G_USDT_SWAP|2026-03|q0,2026-W12,8
0G_USDT_SWAP,2026-03-25 05:30:00+00:00,preholdout,sl,-0.007621282408545715,-0.007154501611985425,-0.0004667807965602899,0G_USDT_SWAP|2026-03|q0,2026-W12,8
0G_USDT_SWAP,2026-03-25 10:00:00+00:00,preholdout,sl,-0.007797802197802194,-0.004330301771823582,-0.003467500425978612,0G_USDT_SWAP|2026-03|q0,2026-W12,8
0G_USDT_SWAP,2026-03-25 15:30:00+00:00,preholdout,sl,-0.010171621658897245,-0.004405299991009675,-0.0057663216678875695,0G_USDT_SWAP|2026-03|q1,2026-W12,8
0G_USDT_SWAP,2026-03-26 02:30:00+00:00,preholdout,sl,-0.010068438538206003,-0.0015117447382689518,-0.008556693799937051,0G_USDT_SWAP|2026-03|q1,2026-W12,8
0G_USDT_SWAP,2026-03-28 12:30:00+00:00,preholdout,sl,-0.01447543449769213,-0.013448122323211516,-0.001027312174480613,0G_USDT_SWAP|2026-03|q3,2026-W12,8
0G_USDT_SWAP,2026-03-30 02:00:00+00:00,preholdout,timeout,-0.005820296512841949,-0.00039935385860847845,-0.00542094265423347,0G_USDT_SWAP|2026-03|q3,2026-W13,8
0G_USDT_SWAP,2026-03-31 09:30:00+00:00,preholdout,tp,0.022434260667322615,-0.0023659850888199906,0.024800245756142605,0G_USDT_SWAP|2026-03|q1,2026-W13,8
0G_USDT_SWAP,2026-03-31 14:00:00+00:00,preholdout,tp,0.02582520422803263,-0.0032407149032902365,0.029065919131322865,0G_USDT_SWAP|2026-03|q2,2026-W13,8
0G_USDT_SWAP,2026-04-02 10:00:00+00:00,preholdout,timeout,0.0025268321282000857,-0.00128554701629034,0.0038123791444904256,0G_USDT_SWAP|2026-04|q4,2026-W13,8
0G_USDT_SWAP,2026-04-06 02:30:00+00:00,preholdout,tp,0.020776749006736917,-0.00037753886651082855,0.021154287873247746,0G_USDT_SWAP|2026-04|q1,2026-W14,8
0G_USDT_SWAP,2026-04-07 22:30:00+00:00,preholdout,tp,0.02004169345007194,-0.005554200853465332,0.025595894303537273,0G_USDT_SWAP|2026-04|q1,2026-W14,8
0G_USDT_SWAP,2026-04-11 15:00:00+00:00,preholdout,tp,0.024405938085561175,-0.0026326248669503553,0.02703856295251153,0G_USDT_SWAP|2026-04|q1,2026-W14,8
0G_USDT_SWAP,2026-04-12 11:30:00+00:00,preholdout,sl,-0.010910354728407023,-0.0047653892756574605,-0.006144965452749562,0G_USDT_SWAP|2026-04|q2,2026-W14,8
0G_USDT_SWAP,2026-04-14 12:00:00+00:00,preholdout,sl,-0.019630065109153504,-0.025125180862459448,0.005495115753305944,0G_USDT_SWAP|2026-04|q4,2026-W15,8
0G_USDT_SWAP,2026-04-14 20:00:00+00:00,preholdout,sl,-0.017909594460929722,-0.0023267817043771647,-0.015582812756552558,0G_USDT_SWAP|2026-04|q4,2026-W15,8
0G_USDT_SWAP,2026-04-16 04:30:00+00:00,preholdout,tp,0.022693220540927084,0.012680289805206777,0.010012930735720307,0G_USDT_SWAP|2026-04|q1,2026-W15,8
0G_USDT_SWAP,2026-04-16 09:30:00+00:00,preholdout,sl,-0.010133295389869134,-0.005738542059241899,-0.004394753330627235,0G_USDT_SWAP|2026-04|q1,2026-W15,8
0G_USDT_SWAP,2026-04-19 23:00:00+00:00,preholdout,tp,0.028627132945332857,0.007479451947772279,0.021147680997560578,0G_USDT_SWAP|2026-04|q2,2026-W15,8
0G_USDT_SWAP,2026-04-20 06:30:00+00:00,preholdout,timeout,-0.0038775573572537685,-0.001769555233830055,-0.0021080021234237134,0G_USDT_SWAP|2026-04|q2,2026-W16,8
0G_USDT_SWAP,2026-04-21 12:00:00+00:00,preholdout,sl,-0.012308407219374717,-0.002474611534406184,-0.009833795684968533,0G_USDT_SWAP|2026-04|q2,2026-W16,8
0G_USDT_SWAP,2026-04-21 23:30:00+00:00,preholdout,sl,-0.009574547594526871,0.006676234971717879,-0.01625078256624475,0G_USDT_SWAP|2026-04|q1,2026-W16,8
0G_USDT_SWAP,2026-04-22 15:30:00+00:00,preholdout,sl,-0.007786559191997732,-0.004354678471221406,-0.0034318807207763258,0G_USDT_SWAP|2026-04|q0,2026-W16,8
0G_USDT_SWAP,2026-04-22 21:30:00+00:00,preholdout,sl,-0.00499224441262831,-0.007589561868712801,0.0025973174560844914,0G_USDT_SWAP|2026-04|q0,2026-W16,8
0G_USDT_SWAP,2026-04-24 06:30:00+00:00,preholdout,tp,0.019654921756688305,-0.0013434308577611569,0.02099835261444946,0G_USDT_SWAP|2026-04|q1,2026-W16,8
0G_USDT_SWAP,2026-04-24 20:00:00+00:00,preholdout,sl,-0.008583782160376318,-0.003796442492729351,-0.004787339667646967,0G_USDT_SWAP|2026-04|q0,2026-W16,8
0G_USDT_SWAP,2026-04-27 00:00:00+00:00,preholdout,sl,-0.02127140730940953,-0.014032669100237868,-0.007238738209171661,0G_USDT_SWAP|2026-04|q4,2026-W17,8
0G_USDT_SWAP,2026-04-28 00:00:00+00:00,preholdout,sl,-0.0154088384561329,0.008540975328827196,-0.023949813784960097,0G_USDT_SWAP|2026-04|q3,2026-W17,8
0G_USDT_SWAP,2026-04-29 01:30:00+00:00,preholdout,sl,-0.00936535229476405,-0.0017626627712421204,-0.00760268952352193,0G_USDT_SWAP|2026-04|q1,2026-W17,8
0G_USDT_SWAP,2026-04-29 12:30:00+00:00,preholdout,sl,-0.009607613885662624,-0.0012368528494006402,-0.008370761036261984,0G_USDT_SWAP|2026-04|q1,2026-W17,8
0G_USDT_SWAP,2026-04-30 02:30:00+00:00,preholdout,sl,-0.011239132139589447,-0.0068968174728194186,-0.004342314666770028,0G_USDT_SWAP|2026-04|q2,2026-W17,8
0G_USDT_SWAP,2026-05-02 02:00:00+00:00,preholdout,tp,0.016935545023696697,0.0009004555510124836,0.016035089472684214,0G_USDT_SWAP|2026-05|q0,2026-W17,8
0G_USDT_SWAP,2026-05-02 08:30:00+00:00,preholdout,tp,0.014945505935556925,-0.00497098424991722,0.019916490185474145,0G_USDT_SWAP|2026-05|q0,2026-W17,8
0G_USDT_SWAP,2026-05-03 12:00:00+00:00,preholdout,sl,-0.006951578554081749,-0.0024087797887105515,-0.004542798765371198,0G_USDT_SWAP|2026-05|q0,2026-W17,8
0G_USDT_SWAP,2026-05-03 22:00:00+00:00,preholdout,sl,-0.005808889838657971,-0.0036299773436744807,-0.00217891249498349,0G_USDT_SWAP|2026-05|q0,2026-W17,8
1INCH_USDT_SWAP,2026-03-02 03:30:00+00:00,preholdout,sl,-0.01593108457167176,-0.009483477735253234,-0.006447606836418526,1INCH_USDT_SWAP|2026-03|q3,2026-W09,8
1INCH_USDT_SWAP,2026-03-02 11:30:00+00:00,preholdout,tp,0.02712944758590712,-0.0024895571841678336,0.029619004770074953,1INCH_USDT_SWAP|2026-03|q2,2026-W09,8
1INCH_USDT_SWAP,2026-03-03 09:30:00+00:00,preholdout,sl,-0.011637493658821451,0.018854396170931643,-0.030491889829753094,1INCH_USDT_SWAP|2026-03|q2,2026-W09,8
1INCH_USDT_SWAP,2026-03-04 00:00:00+00:00,preholdout,tp,0.047125782596099494,-0.0017037152980263867,0.048829497894125884,1INCH_USDT_SWAP|2026-03|q4,2026-W09,8
1INCH_USDT_SWAP,2026-03-04 08:00:00+00:00,preholdout,tp,0.02834736842105261,-0.005420235440539736,0.033767603861592346,1INCH_USDT_SWAP|2026-03|q2,2026-W09,8
1INCH_USDT_SWAP,2026-03-05 16:00:00+00:00,preholdout,timeout,0.006543596645615702,0.017547522120563416,-0.011003925474947714,1INCH_USDT_SWAP|2026-03|q3,2026-W09,8
1INCH_USDT_SWAP,2026-03-06 02:30:00+00:00,preholdout,sl,-0.009399488029787472,-0.005508204702258265,-0.0038912833275292075,1INCH_USDT_SWAP|2026-03|q1,2026-W09,8
1INCH_USDT_SWAP,2026-03-06 09:00:00+00:00,preholdout,sl,-0.009283473389355822,-0.0031128614125885377,-0.006170611976767285,1INCH_USDT_SWAP|2026-03|q1,2026-W09,8
1INCH_USDT_SWAP,2026-03-09 02:30:00+00:00,preholdout,tp,0.03587033015246226,0.009754473165964868,0.02611585698649739,1INCH_USDT_SWAP|2026-03|q3,2026-W10,8
1INCH_USDT_SWAP,2026-03-11 13:00:00+00:00,preholdout,timeout,-0.0054431248683932225,-0.007153929381178908,0.0017108045127856852,1INCH_USDT_SWAP|2026-03|q1,2026-W10,8
1INCH_USDT_SWAP,2026-03-12 11:00:00+00:00,preholdout,sl,-0.008858415220572801,-0.0055583723784324406,-0.0033000428421403605,1INCH_USDT_SWAP|2026-03|q1,2026-W10,8
1INCH_USDT_SWAP,2026-03-14 05:30:00+00:00,preholdout,sl,-0.007232863628323715,0.0006685418766240354,-0.00790140550494775,1INCH_USDT_SWAP|2026-03|q0,2026-W10,8
1INCH_USDT_SWAP,2026-03-15 03:00:00+00:00,preholdout,sl,-0.007117526862779621,-0.004092164857152077,-0.0030253620056275438,1INCH_USDT_SWAP|2026-03|q0,2026-W10,8
1INCH_USDT_SWAP,2026-03-17 15:00:00+00:00,preholdout,sl,-0.010326738152888381,-0.001902007759353782,-0.008424730393534599,1INCH_USDT_SWAP|2026-03|q1,2026-W11,8
1INCH_USDT_SWAP,2026-03-18 03:00:00+00:00,preholdout,sl,-0.00987412163367225,-0.005698784986481239,-0.004175336647191011,1INCH_USDT_SWAP|2026-03|q1,2026-W11,8
1INCH_USDT_SWAP,2026-03-21 01:00:00+00:00,preholdout,sl,-0.0063041317624573205,-0.00463417592309091,-0.0016699558393664105,1INCH_USDT_SWAP|2026-03|q0,2026-W11,8
1INCH_USDT_SWAP,2026-03-21 21:00:00+00:00,preholdout,sl,-0.005601497454327652,0.00219027107150652,-0.007791768525834172,1INCH_USDT_SWAP|2026-03|q0,2026-W11,8
1INCH_USDT_SWAP,2026-03-23 11:00:00+00:00,preholdout,timeout,0.006983039624051935,-0.0016939775123617044,0.00867701713641364,1INCH_USDT_SWAP|2026-03|q2,2026-W12,8
1INCH_USDT_SWAP,2026-03-24 23:30:00+00:00,preholdout,tp,0.021029035661531848,-0.006012726653309621,0.02704176231484147,1INCH_USDT_SWAP|2026-03|q1,2026-W12,8
1INCH_USDT_SWAP,2026-03-25 07:00:00+00:00,preholdout,tp,0.015459796475849986,0.00014056560922741726,0.015319230866622568,1INCH_USDT_SWAP|2026-03|q0,2026-W12,8
1INCH_USDT_SWAP,2026-03-26 03:00:00+00:00,preholdout,sl,-0.007884928359833076,-0.0019857824533976824,-0.0058991459064353935,1INCH_USDT_SWAP|2026-03|q0,2026-W12,8
1INCH_USDT_SWAP,2026-03-30 02:00:00+00:00,preholdout,timeout,-0.005588662131519272,0.01414375377310327,-0.019732415904622543,1INCH_USDT_SWAP|2026-03|q3,2026-W13,8
1INCH_USDT_SWAP,2026-03-31 02:30:00+00:00,preholdout,sl,-0.009854996586922415,0.006433216577254795,-0.01628821316417721,1INCH_USDT_SWAP|2026-03|q1,2026-W13,8
1INCH_USDT_SWAP,2026-03-31 12:00:00+00:00,preholdout,tp,0.022542567860758856,0.0029585652569377764,0.01958400260382108,1INCH_USDT_SWAP|2026-03|q1,2026-W13,8
1INCH_USDT_SWAP,2026-04-02 02:30:00+00:00,preholdout,sl,-0.012804362616279995,-0.0035445751030655052,-0.00925978751321449,1INCH_USDT_SWAP|2026-04|q2,2026-W13,8
1INCH_USDT_SWAP,2026-04-04 17:30:00+00:00,preholdout,tp,0.016006551223254274,0.004634123149977357,0.011372428073276916,1INCH_USDT_SWAP|2026-04|q0,2026-W13,8
1INCH_USDT_SWAP,2026-04-05 00:00:00+00:00,preholdout,sl,-0.010272954355243735,-0.0016553360946241873,-0.008617618260619547,1INCH_USDT_SWAP|2026-04|q1,2026-W13,8
1INCH_USDT_SWAP,2026-04-06 00:00:00+00:00,preholdout,tp,0.022344596607563428,0.003391388420041736,0.018953208187521692,1INCH_USDT_SWAP|2026-04|q1,2026-W14,8
1INCH_USDT_SWAP,2026-04-09 16:30:00+00:00,preholdout,tp,0.019380559455664793,-0.0017328867963618232,0.021113446252026616,1INCH_USDT_SWAP|2026-04|q0,2026-W14,8
1INCH_USDT_SWAP,2026-04-10 14:00:00+00:00,preholdout,tp,0.017753495244251672,0.0007295435393372858,0.017023951704914386,1INCH_USDT_SWAP|2026-04|q0,2026-W14,8
1INCH_USDT_SWAP,2026-04-13 08:30:00+00:00,preholdout,tp,0.01304401314858199,-0.006403308072354976,0.019447321220936967,1INCH_USDT_SWAP|2026-04|q0,2026-W15,8
1INCH_USDT_SWAP,2026-04-13 17:00:00+00:00,preholdout,tp,0.02295730978642412,-0.0031692538551263937,0.026126563641550513,1INCH_USDT_SWAP|2026-04|q1,2026-W15,8
1INCH_USDT_SWAP,2026-04-15 03:00:00+00:00,preholdout,timeout,0.004601698513800368,0.0009074518951163631,0.003694246618684005,1INCH_USDT_SWAP|2026-04|q0,2026-W15,8
1INCH_USDT_SWAP,2026-04-15 11:30:00+00:00,preholdout,tp,0.01565438490383435,0.0035464342372144055,0.012107950666619946,1INCH_USDT_SWAP|2026-04|q0,2026-W15,8
1INCH_USDT_SWAP,2026-04-17 07:30:00+00:00,preholdout,sl,-0.008243593519882197,0.0019200997669580784,-0.010163693286840275,1INCH_USDT_SWAP|2026-04|q0,2026-W15,8
1INCH_USDT_SWAP,2026-04-17 12:00:00+00:00,preholdout,tp,0.0235924793424948,0.0018878876521010064,0.021704591690393793,1INCH_USDT_SWAP|2026-04|q1,2026-W15,8
1INCH_USDT_SWAP,2026-04-18 09:30:00+00:00,preholdout,sl,-0.011310966199967586,0.009215590527674514,-0.0205265567276421,1INCH_USDT_SWAP|2026-04|q2,2026-W15,8
1INCH_USDT_SWAP,2026-04-19 15:00:00+00:00,preholdout,sl,-0.008410743144985976,-0.004398551544423587,-0.00401219160056239,1INCH_USDT_SWAP|2026-04|q0,2026-W15,8
1INCH_USDT_SWAP,2026-04-20 14:30:00+00:00,preholdout,sl,-0.010080326426599461,0.006720274050181597,-0.016800600476781058,1INCH_USDT_SWAP|2026-04|q1,2026-W16,8
1INCH_USDT_SWAP,2026-04-21 11:30:00+00:00,preholdout,sl,-0.006749429629069947,0.0010210589982482705,-0.007770488627318217,1INCH_USDT_SWAP|2026-04|q0,2026-W16,8
1INCH_USDT_SWAP,2026-04-21 17:00:00+00:00,preholdout,tp,0.02235537048900287,-0.0014535011541740965,0.023808871643176965,1INCH_USDT_SWAP|2026-04|q1,2026-W16,8
1INCH_USDT_SWAP,2026-04-22 00:00:00+00:00,preholdout,sl,-0.006575585893402857,-0.001888602234604516,-0.004686983658798341,1INCH_USDT_SWAP|2026-04|q0,2026-W16,8
1INCH_USDT_SWAP,2026-04-27 06:00:00+00:00,preholdout,sl,-0.009083738250398054,0.010102276638754213,-0.019186014889152267,1INCH_USDT_SWAP|2026-04|q1,2026-W17,8
1INCH_USDT_SWAP,2026-04-27 14:30:00+00:00,preholdout,sl,-0.006862432770942405,0.0016388966377824839,-0.00850132940872489,1INCH_USDT_SWAP|2026-04|q0,2026-W17,8
1INCH_USDT_SWAP,2026-04-29 15:00:00+00:00,preholdout,sl,-0.009248302370275362,0.0007152934625041275,-0.00996359583277949,1INCH_USDT_SWAP|2026-04|q1,2026-W17,8
1INCH_USDT_SWAP,2026-05-02 07:00:00+00:00,preholdout,sl,-0.00692577754348973,0.0006562078796986011,-0.007581985423188331,1INCH_USDT_SWAP|2026-05|q0,2026-W17,8
1INCH_USDT_SWAP,2026-05-02 13:30:00+00:00,preholdout,tp,0.010371030447437302,0.0011293678797060537,0.009241662567731249,1INCH_USDT_SWAP|2026-05|q0,2026-W17,8
1INCH_USDT_SWAP,2026-05-03 11:30:00+00:00,preholdout,sl,-0.005436777478286924,-0.0037082867141893343,-0.00172849076409759,1INCH_USDT_SWAP|2026-05|q0,2026-W17,8
1INCH_USDT_SWAP,2026-05-03 23:00:00+00:00,preholdout,sl,-0.007662634017604097,-0.0055818595979265605,-0.0020807744196775363,1INCH_USDT_SWAP|2026-05|q0,2026-W17,8
2Z_USDT_SWAP,2026-03-02 14:00:00+00:00,preholdout,tp,0.02781677943166454,-0.0021719298743359643,0.029988709306000505,2Z_USDT_SWAP|2026-03|q2,2026-W09,8
2Z_USDT_SWAP,2026-03-04 10:00:00+00:00,preholdout,sl,-0.014042635689032145,-0.00029227854346203013,-0.013750357145570115,2Z_USDT_SWAP|2026-03|q3,2026-W09,8
2Z_USDT_SWAP,2026-03-05 11:00:00+00:00,preholdout,sl,-0.011192032781181704,0.008562080968051767,-0.01975411374923347,2Z_USDT_SWAP|2026-03|q2,2026-W09,8
2Z_USDT_SWAP,2026-03-07 06:30:00+00:00,preholdout,sl,-0.010971584907818643,-0.0011822870678719725,-0.00978929783994667,2Z_USDT_SWAP|2026-03|q2,2026-W09,8
2Z_USDT_SWAP,2026-03-08 13:00:00+00:00,preholdout,sl,-0.0157089588377723,0.009227180806808082,-0.024936139644580385,2Z_USDT_SWAP|2026-03|q3,2026-W09,8
2Z_USDT_SWAP,2026-03-08 19:30:00+00:00,preholdout,sl,-0.011805986760049913,-0.006715080399138606,-0.005090906360911307,2Z_USDT_SWAP|2026-03|q2,2026-W09,8
2Z_USDT_SWAP,2026-03-09 01:00:00+00:00,preholdout,timeout,0.025804874746106977,-0.01643482131624063,0.042239696062347606,2Z_USDT_SWAP|2026-03|q4,2026-W10,8
2Z_USDT_SWAP,2026-03-10 14:00:00+00:00,preholdout,timeout,0.004965862708719838,0.00820316469971712,-0.0032373019909972822,2Z_USDT_SWAP|2026-03|q2,2026-W10,8
2Z_USDT_SWAP,2026-03-10 20:00:00+00:00,preholdout,tp,0.02944625417045781,-0.0023669101388806117,0.03181316430933842,2Z_USDT_SWAP|2026-03|q2,2026-W10,8
2Z_USDT_SWAP,2026-03-11 01:30:00+00:00,preholdout,sl,-0.013047513296631518,0.003944890149096551,-0.01699240344572807,2Z_USDT_SWAP|2026-03|q2,2026-W10,8
2Z_USDT_SWAP,2026-03-11 07:00:00+00:00,preholdout,sl,-0.009974416433239996,0.0025486982637958934,-0.01252311469703589,2Z_USDT_SWAP|2026-03|q1,2026-W10,8
2Z_USDT_SWAP,2026-03-12 09:30:00+00:00,preholdout,sl,-0.006179058210637089,-0.007534979500523033,0.0013559212898859446,2Z_USDT_SWAP|2026-03|q0,2026-W10,8
2Z_USDT_SWAP,2026-03-12 14:00:00+00:00,preholdout,tp,0.023891404549208173,-0.00991429308226285,0.033805697631471024,2Z_USDT_SWAP|2026-03|q1,2026-W10,8
2Z_USDT_SWAP,2026-03-13 22:30:00+00:00,preholdout,sl,-0.011770044609926544,-0.0042301773992666596,-0.007539867210659884,2Z_USDT_SWAP|2026-03|q2,2026-W10,8
2Z_USDT_SWAP,2026-03-15 04:30:00+00:00,preholdout,sl,-0.010312040549045064,-0.005864913895606363,-0.004447126653438702,2Z_USDT_SWAP|2026-03|q1,2026-W10,8
2Z_USDT_SWAP,2026-03-15 13:00:00+00:00,preholdout,sl,-0.011919097175294002,0.0034131752731386446,-0.015332272448432646,2Z_USDT_SWAP|2026-03|q2,2026-W10,8
2Z_USDT_SWAP,2026-03-16 13:30:00+00:00,preholdout,sl,-0.011279145668346601,-6.897837236232926e-05,-0.011210167295984272,2Z_USDT_SWAP|2026-03|q2,2026-W11,8
2Z_USDT_SWAP,2026-03-20 03:30:00+00:00,preholdout,sl,-0.00875959807103428,-0.0012734905394209232,-0.007486107531613356,2Z_USDT_SWAP|2026-03|q1,2026-W11,8
2Z_USDT_SWAP,2026-03-23 11:30:00+00:00,preholdout,tp,0.03405356038934852,0.003499420096887101,0.03055414029246142,2Z_USDT_SWAP|2026-03|q3,2026-W12,8
2Z_USDT_SWAP,2026-03-25 00:30:00+00:00,preholdout,sl,-0.006919947333772169,-0.007905866846846975,0.0009859195130748066,2Z_USDT_SWAP|2026-03|q0,2026-W12,8
2Z_USDT_SWAP,2026-03-25 11:00:00+00:00,preholdout,tp,0.016228968516592546,-0.0013322390113750214,0.017561207527967568,2Z_USDT_SWAP|2026-03|q0,2026-W12,8
2Z_USDT_SWAP,2026-03-29 00:00:00+00:00,preholdout,sl,-0.008031394528168655,-0.0068774623374046155,-0.0011539321907640399,2Z_USDT_SWAP|2026-03|q0,2026-W12,8
2Z_USDT_SWAP,2026-04-02 21:30:00+00:00,preholdout,timeout,-0.007027072402938161,-0.005745489055247032,-0.0012815833476911287,2Z_USDT_SWAP|2026-04|q1,2026-W13,8
2Z_USDT_SWAP,2026-04-03 14:00:00+00:00,preholdout,sl,-0.009772238440531166,-0.001960021913783385,-0.007812216526747781,2Z_USDT_SWAP|2026-04|q1,2026-W13,8
2Z_USDT_SWAP,2026-04-04 11:00:00+00:00,preholdout,tp,0.034010102809635276,0.004403140540413341,0.029606962269221937,2Z_USDT_SWAP|2026-04|q3,2026-W13,8
2Z_USDT_SWAP,2026-04-08 08:30:00+00:00,preholdout,sl,-0.010205679294798386,0.0005449250098150428,-0.010750604304613429,2Z_USDT_SWAP|2026-04|q1,2026-W14,8
2Z_USDT_SWAP,2026-04-08 17:30:00+00:00,preholdout,sl,-0.017293872742877258,-0.00764324773593136,-0.009650625006945898,2Z_USDT_SWAP|2026-04|q3,2026-W14,8
2Z_USDT_SWAP,2026-04-10 08:00:00+00:00,preholdout,sl,-0.014055624877797279,0.004485685311563475,-0.018541310189360755,2Z_USDT_SWAP|2026-04|q3,2026-W14,8
2Z_USDT_SWAP,2026-04-10 19:30:00+00:00,preholdout,sl,-0.012164287490673952,0.0038032093655026057,-0.015967496856176558,2Z_USDT_SWAP|2026-04|q2,2026-W14,8
2Z_USDT_SWAP,2026-04-11 03:30:00+00:00,preholdout,sl,-0.007734790169047944,-0.001145138978011339,-0.006589651191036605,2Z_USDT_SWAP|2026-04|q0,2026-W14,8
2Z_USDT_SWAP,2026-04-12 02:00:00+00:00,preholdout,sl,-0.013025556944342442,-0.01119077468194533,-0.001834782262397111,2Z_USDT_SWAP|2026-04|q2,2026-W14,8
2Z_USDT_SWAP,2026-04-13 00:30:00+00:00,preholdout,sl,-0.014684507042253613,0.006049848589942787,-0.020734355632196402,2Z_USDT_SWAP|2026-04|q3,2026-W15,8
2Z_USDT_SWAP,2026-04-13 14:30:00+00:00,preholdout,tp,0.025613163606931378,0.0098860178663288,0.015727145740602577,2Z_USDT_SWAP|2026-04|q2,2026-W15,8
2Z_USDT_SWAP,2026-04-18 06:30:00+00:00,preholdout,sl,-0.01936525780170002,-0.0034141032512180593,-0.01595115455048196,2Z_USDT_SWAP|2026-04|q4,2026-W15,8
2Z_USDT_SWAP,2026-04-20 23:00:00+00:00,preholdout,sl,-0.010215882606819226,0.00641996154856567,-0.016635844155384896,2Z_USDT_SWAP|2026-04|q1,2026-W16,8
2Z_USDT_SWAP,2026-04-21 16:00:00+00:00,preholdout,sl,-0.014519586967892194,0.02899000055683526,-0.04350958752472746,2Z_USDT_SWAP|2026-04|q3,2026-W16,8
2Z_USDT_SWAP,2026-04-21 23:30:00+00:00,preholdout,tp,0.019075649892678227,0.0012563412968132105,0.017819308595865016,2Z_USDT_SWAP|2026-04|q0,2026-W16,8
2Z_USDT_SWAP,2026-04-27 01:00:00+00:00,preholdout,sl,-0.0160695961147574,0.0013446339266837163,-0.017414230041441117,2Z_USDT_SWAP|2026-04|q3,2026-W17,8
2Z_USDT_SWAP,2026-04-29 05:30:00+00:00,preholdout,sl,-0.0066306015649659315,0.001451720120488862,-0.008082321685454794,2Z_USDT_SWAP|2026-04|q0,2026-W17,8
2Z_USDT_SWAP,2026-04-29 10:30:00+00:00,preholdout,sl,-0.008778463379766576,-0.001407835969569362,-0.007370627410197214,2Z_USDT_SWAP|2026-04|q1,2026-W17,8
2Z_USDT_SWAP,2026-04-30 19:00:00+00:00,preholdout,sl,-0.007528086462519078,-0.007007207578131679,-0.000520878884387399,2Z_USDT_SWAP|2026-04|q0,2026-W17,8
