scope,n_pos,n_neg,fav_pos_mean,fav_pos_median,fav_pos_q25,fav_pos_q75,fav_neg_mean,fav_neg_median,fav_neg_q25,fav_neg_q75,fav_U_p,fav_rank_biserial,adv_pos_mean,adv_pos_median,adv_pos_q25,adv_pos_q75,adv_neg_mean,adv_neg_median,adv_neg_q25,adv_neg_q75,adv_U_p,adv_rank_biserial,pos_median_net,neg_median_net,pos_net_minus_cost,covers_cost
bar:15m,204,993,0.040775077401960784,0.025748495,0.01177079,0.0479549775,0.04291195336354481,0.02059334,0.00903862,0.04295851,0.029731508368865647,0.09651383211895026,-0.01233690254901961,-0.00437987,-0.016279915,-0.0011761649999999998,-0.023091855025176234,-0.01491834,-0.03114618,-0.00431455,1.174025926628562e-12,0.3156112394605375,0.021368625,0.005675000000000001,0.019368625,True
bar:5m,69,281,0.010048196376811593,0.00836871,0.00373074,0.01236567,0.040415498861209966,0.00910586,0.00324359,0.02878352,0.08770010185647857,-0.1327041105781629,-0.0073425136231884056,-0.00246932,-0.00792257,-0.0008507,-0.011585268149466194,-0.00458453,-0.01501861,-0.00140056,0.062262834468708554,0.14487596059621444,0.005899389999999999,0.0045213300000000005,0.003899389999999999,True
bar:unknown,28,91,0.016528761428571428,0.01032632,0.004787665,0.019483195,0.015252355934065938,0.01242681,0.0060323849999999995,0.02161304,0.40649430047854374,-0.10439560439560436,-0.012149147142857144,-0.007244365,-0.0182407,-0.001170125,-0.014323692857142857,-0.01066011,-0.02141148,-0.004457365,0.20458312989819372,0.15934065934065944,0.003081955,0.0017666999999999995,0.001081955,True
