symbol,signal_time,conf,label,realized_ret
EIGEN_USDT_SWAP,2025-06-07 16:45:00+00:00,0.3905085325241089,0,0.0353609921748117
AAVE_USDT_SWAP,2025-06-08 05:00:00+00:00,0.39068275690078735,0,-0.0067586775081933
ATOM_USDT_SWAP,2025-06-08 05:00:00+00:00,0.3666120767593384,1,0.0120761352343057
APT_USDT_SWAP,2025-06-08 05:00:00+00:00,0.354227215051651,1,0.0145604700856991
ARB_USDT_SWAP,2025-06-08 05:00:00+00:00,0.34510472416877747,0,-0.0071742249808731
GALA_USDT_SWAP,2025-06-08 05:30:00+00:00,0.3171639144420624,0,-0.0082461112737369
PENGU_USDT_SWAP,2025-06-08 05:45:00+00:00,0.4283858835697174,0,-0.0120033158006007
ACH_USDT_SWAP,2025-06-08 15:00:00+00:00,0.3152310848236084,0,-0.0094325419413736
AUCTION_USDT_SWAP,2025-06-08 15:45:00+00:00,0.4277031123638153,0,-0.0062092991686535
APE_USDT_SWAP,2025-06-08 17:30:00+00:00,0.44022929668426514,0,-0.012200796626628
HMSTR_USDT_SWAP,2025-06-08 17:30:00+00:00,0.35303646326065063,0,-0.0039470536271474
CFX_USDT_SWAP,2025-06-08 17:45:00+00:00,0.3718324601650238,0,-0.0099474493454527
LRC_USDT_SWAP,2025-06-08 18:00:00+00:00,0.35551416873931885,0,-0.010257527990147
MERL_USDT_SWAP,2025-06-08 18:15:00+00:00,0.355741024017334,1,0.0321135855811818
OP_USDT_SWAP,2025-06-08 18:15:00+00:00,0.39723843336105347,0,-0.0105030260594273
NMR_USDT_SWAP,2025-06-08 18:30:00+00:00,0.367092102766037,0,-0.009184556609914
BONK_USDT_SWAP,2025-06-09 04:45:00+00:00,0.3539014756679535,0,-0.0129985592332096
GLM_USDT_SWAP,2025-06-09 05:45:00+00:00,0.34593793749809265,0,-0.0056903392158234
BCH_USDT_SWAP,2025-06-10 07:00:00+00:00,0.4183023273944855,0,-0.0081964532585795
KAITO_USDT_SWAP,2025-06-11 08:15:00+00:00,0.376392662525177,0,-0.0125467199488717
CFX_USDT_SWAP,2025-06-11 08:15:00+00:00,0.42118707299232483,0,-0.0100716585114432
IMX_USDT_SWAP,2025-06-11 08:15:00+00:00,0.45045310258865356,0,-0.0123777548737594
ICX_USDT_SWAP,2025-06-11 08:15:00+00:00,0.3560682535171509,0,0.0552408833450011
IOST_USDT_SWAP,2025-06-11 08:15:00+00:00,0.3428742289543152,1,0.0661463132219848
LPT_USDT_SWAP,2025-06-11 08:30:00+00:00,0.38148459792137146,0,-0.0138435450657489
MOVE_USDT_SWAP,2025-06-11 08:45:00+00:00,0.5300384759902954,0,0.06789835256453
INJ_USDT_SWAP,2025-06-11 08:45:00+00:00,0.3787608742713928,0,-0.0126317738064019
MEME_USDT_SWAP,2025-06-11 08:45:00+00:00,0.4294551610946655,0,-0.0129269388518877
NMR_USDT_SWAP,2025-06-11 09:00:00+00:00,0.4256120026111603,0,-0.0096723442742852
ONE_USDT_SWAP,2025-06-11 09:00:00+00:00,0.434768408536911,0,-0.010825524995517
PEOPLE_USDT_SWAP,2025-06-11 09:00:00+00:00,0.45104077458381653,0,-0.017282137607234
PI_USDT_SWAP,2025-06-11 09:00:00+00:00,0.3817766010761261,1,0.0108274790698392
ACH_USDT_SWAP,2025-06-11 18:00:00+00:00,0.39892417192459106,1,0.0350305519031115
1INCH_USDT_SWAP,2025-06-11 18:00:00+00:00,0.3941960632801056,1,0.0332261340945045
ACT_USDT_SWAP,2025-06-11 18:00:00+00:00,0.37709465622901917,1,0.0405374328323191
AGLD_USDT_SWAP,2025-06-11 18:15:00+00:00,0.3638359010219574,1,0.0342623222731885
AEVO_USDT_SWAP,2025-06-11 18:15:00+00:00,0.43535545468330383,1,0.0477830162220749
ALGO_USDT_SWAP,2025-06-11 18:15:00+00:00,0.43434858322143555,1,0.0328133407070885
ARKM_USDT_SWAP,2025-06-11 18:30:00+00:00,0.33540186285972595,1,0.0444935870104075
API3_USDT_SWAP,2025-06-11 18:30:00+00:00,0.43950220942497253,1,0.0383708240028455
AUCTION_USDT_SWAP,2025-06-11 18:45:00+00:00,0.47900447249412537,1,0.0278957873564251
AXS_USDT_SWAP,2025-06-11 18:45:00+00:00,0.44512394070625305,1,0.0397765083906083
