fold,test_start,test_end,rows,symbols,tp_before_sl_rate,all_pool_gross_mean,all_pool_net_taker_mean,all_pool_pressure_net_mean,all_pool_pressure_profit_factor,sl_share,tp_share,timeout_share,p2_best_iteration,p2_calibration_distinct_scores,p2_calibration_pass_rate,p2_test_fixed_pass_rate,p2_test_auc,p2_test_spearman,p2_exact_top_pressure_net_mean,p2_exact_top_n,p2_exact_top_lift_vs_all_pool,p2_fixed_pressure_net_mean
1,2026-02-15T13:00:00+00:00,2026-03-01T17:15:00+00:00,2937,217,0.3302689819543752,0.0035472452760391716,0.0025472452760391716,0.0020472452760391707,1.2059215846319353,0.5883554647599591,0.3302689819543752,0.08137555328566565,21,294,0.09797297297297297,0.05379639087504256,0.5759650207810314,0.1808427803665782,0.00342725213829998,293.0,0.0013800068622608092,0.0033606233179804598
2,2026-03-01T17:15:00+00:00,2026-03-17T13:15:00+00:00,2918,220,0.13502398903358465,-0.004932104278642514,-0.005932104278642518,-0.006432104278642517,0.47752300582736146,0.7501713502398903,0.13502398903358465,0.11480466072652502,1,15,0.3356562137049942,0.5143934201507883,0.5010679205515377,0.015261697090334867,-0.00786774195580368,290.99999999999994,-0.001435637677161163,-0.006925676752208114
3,2026-03-17T13:15:00+00:00,2026-04-01T17:45:00+00:00,2996,221,0.3007343124165554,0.0018237913480333848,0.0008237913480333822,0.0003237913480333822,1.0366833662877433,0.6188251001335113,0.3007343124165554,0.08044058744993324,47,1115,0.09951845906902086,0.051735647530040056,0.5041783327461664,0.03280104551969016,-0.0009280149821281618,299.0,-0.001251806330161544,-0.0005333828213876144
4,2026-04-01T17:45:00+00:00,2026-04-18T08:30:00+00:00,2944,227,0.20414402173913043,-0.001394967776562279,-0.002394967776562281,-0.0028949677765622815,0.7121034872530925,0.6834239130434783,0.20414402173913043,0.11243206521739131,1,15,0.9208472686733556,0.8855298913043478,0.489336310303712,0.016652839193564892,-0.0019887541717152663,294.0,0.0009062136048470153,-0.0032280122061736885
5,2026-04-18T08:30:00+00:00,2026-05-04T00:00:00+00:00,3000,230,0.24266666666666667,0.0007089682889027927,-0.00029103171109721033,-0.0007910317110972107,0.9201361700285069,0.646,0.24266666666666667,0.11133333333333334,38,964,0.1011743450767841,0.10066666666666667,0.488702950878347,0.031236853390570855,-0.0006771453437606199,300.0,0.00011388636733659083,-0.000705146870293428
