failure_mode,events,mean_net_bp,total_net_bp,mean_horizon_mfe_atr,mean_giveback_atr
early_stop_then_later_recovered,9,-108.51420469396713,-976.6278422457042,3.094244948125863,3.7923734070253303
false_launch_or_other_loss,5,-77.16223626072848,-385.8111813036424,1.552490629981015,2.798037033028944
early_stop_no_followthrough,1,-145.48829679087214,-145.48829679087214,1.5687862217771846,2.0007935185745014
armed_profit_given_back,3,-32.45737840866837,-97.37213522600511,6.548078218225133,5.810455363189791
winner_large_giveback,1,137.35627239305,137.35627239305,6.415390432995359,4.40981954371854
