source,symbol,signal_time,entry_time,exit_time,score,outcome,realized_ret,entry_price,label,atr_pct,dense_run_len
okx,ETH_USDT_SWAP,2025-06-05 07:00:00+00:00,2025-06-05 07:15:00+00:00,2025-06-05 10:45:00+00:00,-0.007711273695840141,sl,-0.0066049686998753,2609.13,0,0.0033024843499376,19.0
okx,ETH_USDT_SWAP,2025-06-05 15:00:00+00:00,2025-06-05 15:15:00+00:00,2025-06-05 19:30:00+00:00,-0.00959853412504947,sl,-0.0120272363023521,2582.13,0,0.006013618151176,0.0
okx,BTC_USDT_SWAP,2025-06-05 16:30:00+00:00,2025-06-05 16:45:00+00:00,2025-06-05 18:15:00+00:00,-0.008498754649207312,sl,-0.0065712585021493,103711.0,0,0.0032856292510746,0.0
okx,DOGE_USDT_SWAP,2025-06-05 16:30:00+00:00,2025-06-05 16:45:00+00:00,2025-06-05 18:15:00+00:00,-0.012893215756025587,sl,-0.0176712515759723,0.18156,0,0.0088361124652534,0.0
okx,CFX_USDT_SWAP,2025-06-05 16:45:00+00:00,2025-06-05 17:00:00+00:00,2025-06-05 19:30:00+00:00,-0.01295989082093229,sl,-0.0156998563052944,0.07457,0,0.0078509809863586,0.0
okx,ADA_USDT_SWAP,2025-06-05 17:00:00+00:00,2025-06-05 17:15:00+00:00,2025-06-05 19:30:00+00:00,-0.01071323571088524,sl,-0.0127722009951763,0.6621,0,0.0063861004975882,0.0
okx,SUI_USDT_SWAP,2025-06-06 12:45:00+00:00,2025-06-06 13:00:00+00:00,2025-06-07 01:00:00+00:00,0.023500258428682315,tp,0.0304614973599637,3.1416,1,0.0060922994719927,0.0
okx,VIRTUAL_USDT_SWAP,2025-06-06 13:15:00+00:00,2025-06-06 13:30:00+00:00,2025-06-07 07:30:00+00:00,0.040200006862589434,timeout,0.0546698326549073,1.7688,0,0.0133613461711478,0.0
okx,CFX_USDT_SWAP,2025-06-06 13:45:00+00:00,2025-06-06 14:00:00+00:00,2025-06-06 14:45:00+00:00,0.022041669177630018,tp,0.0303145556522443,0.07594,1,0.0060629111304488,0.0
okx,LINK_USDT_SWAP,2025-06-06 16:00:00+00:00,2025-06-06 16:15:00+00:00,2025-06-07 06:00:00+00:00,0.01941086503719204,tp,0.0308890640637007,13.539,1,0.006178269144016,0.0
okx,CRV_USDT_SWAP,2025-06-06 22:00:00+00:00,2025-06-06 22:15:00+00:00,2025-06-07 03:00:00+00:00,-0.009560763914713577,tp,0.0346811692806412,0.6241,1,0.0069351226363499,0.0
okx,THETA_USDT_SWAP,2025-06-07 01:15:00+00:00,2025-06-07 01:30:00+00:00,2025-06-07 06:00:00+00:00,0.01778903757036339,tp,0.0348527771206488,0.7574,1,0.0069687152563831,0.0
okx,PENGU_USDT_SWAP,2025-06-07 02:15:00+00:00,2025-06-07 02:30:00+00:00,2025-06-07 20:30:00+00:00,0.011245741901108677,timeout,0.0060228869704876,0.009962,0,0.0098773383443072,0.0
okx,CRV_USDT_SWAP,2025-06-07 03:00:00+00:00,2025-06-07 03:15:00+00:00,2025-06-07 21:15:00+00:00,0.00896272666360091,timeout,0.0195806352143077,0.6486,0,0.0065011613834438,0.0
okx,BRETT_USDT_SWAP,2025-06-07 03:15:00+00:00,2025-06-07 03:30:00+00:00,2025-06-07 10:00:00+00:00,0.01741540397165219,sl,-0.0213627818855799,0.04973,0,0.0106813909427899,0.0
okx,OP_USDT_SWAP,2025-06-07 03:15:00+00:00,2025-06-07 03:30:00+00:00,2025-06-07 21:30:00+00:00,0.01630342235197703,timeout,0.0126111560226351,0.6185,0,0.0068373559564235,0.0
okx,GMX_USDT_SWAP,2025-06-07 03:15:00+00:00,2025-06-07 03:30:00+00:00,2025-06-07 12:45:00+00:00,0.011880147730381823,tp,0.01963122964149,15.38,1,0.003926245928298,0.0
okx,ONE_USDT_SWAP,2025-06-07 03:30:00+00:00,2025-06-07 03:45:00+00:00,2025-06-07 08:15:00+00:00,0.014369114014865831,tp,0.0226795047426542,0.01144,1,0.0045359009485308,0.0
okx,PNUT_USDT_SWAP,2025-06-07 03:45:00+00:00,2025-06-07 04:00:00+00:00,2025-06-07 22:00:00+00:00,0.018024318485560454,timeout,0.0135658914728682,0.258,0,0.0104724354382501,0.0
okx,ACT_USDT_SWAP,2025-06-07 03:45:00+00:00,2025-06-07 04:00:00+00:00,2025-06-07 10:00:00+00:00,0.013875285291331942,sl,-0.0137322201509522,0.0497,0,0.0068661100754761,0.0
okx,MOODENG_USDT_SWAP,2025-06-07 03:45:00+00:00,2025-06-07 04:00:00+00:00,2025-06-07 09:15:00+00:00,0.012196615532738727,sl,-0.0318945971941612,0.20566,0,0.015948849588969,0.0
okx,IMX_USDT_SWAP,2025-06-07 05:45:00+00:00,2025-06-07 06:00:00+00:00,2025-06-07 13:30:00+00:00,0.017500248817440976,tp,0.0235858296343947,0.5184,1,0.0047180760495737,0.0
okx,CVX_USDT_SWAP,2025-06-07 06:15:00+00:00,2025-06-07 06:30:00+00:00,2025-06-08 00:30:00+00:00,0.019977148661918732,timeout,0.0150545728264961,2.657,0,0.0052978109907773,0.0
okx,AEVO_USDT_SWAP,2025-06-07 06:45:00+00:00,2025-06-07 07:00:00+00:00,2025-06-07 21:30:00+00:00,0.018519880651350167,tp,0.0319139445184006,0.09609,1,0.0063861118883238,0.0
okx,ATH_USDT_SWAP,2025-06-07 08:30:00+00:00,2025-06-07 08:45:00+00:00,2025-06-08 02:45:00+00:00,0.010882279658444653,timeout,0.0041567695961994,0.05052,0,0.0047065341443779,0.0
okx,SOON_USDT_SWAP,2025-06-07 10:15:00+00:00,2025-06-07 10:30:00+00:00,2025-06-07 14:00:00+00:00,-0.013980285071322696,sl,-0.0182178297426736,0.26903,0,0.0091078992337609,0.0
