source,symbol,signal_time,entry_time,exit_time,score,outcome,realized_ret,entry_price,label,atr_pct,dense_run_len
okx,SOL_USDT,2025-06-04 16:15:00+00:00,2025-06-04 16:30:00+00:00,2025-06-04 20:15:00+00:00,0.17976216847422455,sl,-0.0091576220417431,156.48,0,0.0045785184263913,6.0
okx,PI_USDT,2025-06-04 16:30:00+00:00,2025-06-04 16:45:00+00:00,2025-06-04 18:00:00+00:00,0.36201073184299115,sl,-0.0055601236950152,0.6536,0,0.0027800618475076,18.0
okx,BNB_USDT,2025-06-04 17:15:00+00:00,2025-06-04 17:30:00+00:00,2025-06-04 20:30:00+00:00,0.2848287378818872,sl,-0.0043165477529171,667.3,0,0.0021579504911009,25.0
okx,ICP_USDT,2025-06-05 03:30:00+00:00,2025-06-05 03:45:00+00:00,2025-06-05 05:45:00+00:00,0.300344329740836,sl,-0.011007577212307,5.304,0,0.0055048264693642,0.0
okx,ETH_USDT,2025-06-05 04:15:00+00:00,2025-06-05 04:30:00+00:00,2025-06-05 05:45:00+00:00,0.38566712588643826,sl,-0.006460602721149,2628.19,0,0.0032303013605745,8.0
okx,POL_USDT,2025-06-05 05:00:00+00:00,2025-06-05 05:15:00+00:00,2025-06-05 05:45:00+00:00,0.20917478565250006,sl,-0.0070088938075145,0.2154,0,0.0035028207102984,1.0
okx,BTC_USDT,2025-06-05 05:15:00+00:00,2025-06-05 05:30:00+00:00,2025-06-05 06:00:00+00:00,0.2450199728530381,sl,-0.0030087268167207,104923.2,0,0.0015043634083603,31.0
okx,BNB_USDT,2025-06-05 05:45:00+00:00,2025-06-05 06:00:00+00:00,2025-06-05 11:00:00+00:00,0.4119702725249075,sl,-0.003451319658743,666.8,0,0.0017259186654041,21.0
okx,TRX_USDT,2025-06-05 09:00:00+00:00,2025-06-05 09:15:00+00:00,2025-06-05 10:00:00+00:00,0.3968181246951443,sl,-0.0043747519769676,0.27339,0,0.0021876960727697,29.0
okx,POL_USDT,2025-06-05 09:45:00+00:00,2025-06-05 10:00:00+00:00,2025-06-05 10:30:00+00:00,0.20771447465166243,sl,-0.007198729151183,0.2151,0,0.0036027143797568,20.0
okx,ADA_USDT,2025-06-05 12:00:00+00:00,2025-06-05 12:15:00+00:00,2025-06-05 14:00:00+00:00,0.25910347757171653,sl,-0.0093769205743057,0.684,0,0.0046891458347895,0.0
okx,BTC_USDT,2025-06-05 12:15:00+00:00,2025-06-05 12:30:00+00:00,2025-06-05 14:00:00+00:00,0.3949614170548386,sl,-0.0033255651025504,105398.8,0,0.0016627825512752,59.0
okx,ETH_USDT,2025-06-05 12:45:00+00:00,2025-06-05 13:00:00+00:00,2025-06-05 14:00:00+00:00,0.32055676996327465,sl,-0.0074085895516652,2631.8,0,0.0037043088510239,4.0
okx,SHIB_USDT,2025-06-05 13:00:00+00:00,2025-06-05 13:15:00+00:00,2025-06-05 14:00:00+00:00,0.2965908162464982,sl,-0.0080388665786764,1.2935e-05,0,0.0040219207548224,0.0
okx,ETC_USDT,2025-06-05 13:15:00+00:00,2025-06-05 13:30:00+00:00,2025-06-05 14:00:00+00:00,0.3141275262597581,sl,-0.0075108052520317,17.41,0,0.0037554026260158,0.0
okx,AAVE_USDT,2025-06-05 13:15:00+00:00,2025-06-05 13:30:00+00:00,2025-06-05 13:45:00+00:00,0.2788413891599628,sl,-0.011661353050125,265.76,0,0.005831993200228,0.0
okx,XRP_USDT,2025-06-05 13:30:00+00:00,2025-06-05 13:45:00+00:00,2025-06-05 14:00:00+00:00,0.2725500024698323,sl,-0.0065489648035051,2.213,0,0.0032746303742051,0.0
okx,LTC_USDT,2025-06-05 13:30:00+00:00,2025-06-05 13:45:00+00:00,2025-06-05 14:00:00+00:00,0.2115178910655768,sl,-0.0078634074523191,88.46,0,0.0039312593152037,0.0
okx,TRX_USDT,2025-06-05 14:15:00+00:00,2025-06-05 14:30:00+00:00,2025-06-05 19:30:00+00:00,0.33286890822854387,sl,-0.0045195713996165,0.273,0,0.0022601168524606,50.0
okx,BCH_USDT,2025-06-05 15:15:00+00:00,2025-06-05 15:30:00+00:00,2025-06-05 16:30:00+00:00,0.2937743770006817,sl,-0.0101595444167242,404.1,0,0.0050810295777206,7.0
okx,OKB_USDT,2025-06-06 06:15:00+00:00,2025-06-06 06:30:00+00:00,2025-06-06 21:15:00+00:00,0.36063324545734016,tp,0.0147132048543898,50.37,1,0.002942640970878,13.0
okx,BNB_USDT,2025-06-06 17:15:00+00:00,2025-06-06 17:30:00+00:00,2025-06-06 23:15:00+00:00,0.17964804017935979,sl,-0.0053096573790176,645.6,0,0.0026544175343764,1.0
okx,XLM_USDT,2025-06-06 18:00:00+00:00,2025-06-06 18:15:00+00:00,2025-06-07 00:30:00+00:00,0.290255788566663,sl,-0.0060642246706464,0.26382,0,0.0030303893484296,0.0
