conf,core_end_i,core_end_time,core_mid_i,core_mid_time,core_start_i,core_start_time,decision_delay_bars,decision_i,decision_time,predicted_core_bars,symbol,window_len,window_start_i,window_start_time,x1n,x2n,y1n,y2n
0.26163771748542786,381,2026-05-03T02:30:00+00:00,378.0,2026-05-03T01:45:00+00:00,375,2026-05-03T01:00:00+00:00,4,385,2026-05-03T03:30:00+00:00,7,1INCH_USDT_SWAP,16,370,2026-05-02T23:45:00+00:00,0.3137647807598114,0.7493855357170105,0.4706769287586212,0.6304870247840881
0.269523948431015,383,2026-05-03T03:00:00+00:00,380.0,2026-05-03T02:15:00+00:00,377,2026-05-03T01:30:00+00:00,3,386,2026-05-03T03:45:00+00:00,7,1INCH_USDT_SWAP,14,373,2026-05-03T00:30:00+00:00,0.3426482081413269,0.7825053334236145,0.5545874834060669,0.6562052369117737
0.39527639746665955,382,2026-05-03T02:45:00+00:00,379.0,2026-05-03T02:00:00+00:00,376,2026-05-03T01:15:00+00:00,5,387,2026-05-03T04:00:00+00:00,7,1INCH_USDT_SWAP,19,369,2026-05-02T23:30:00+00:00,0.3679448068141937,0.738374650478363,0.48994559049606323,0.6324862241744995
0.4026317894458771,383,2026-05-03T03:00:00+00:00,380.0,2026-05-03T02:15:00+00:00,377,2026-05-03T01:30:00+00:00,5,388,2026-05-03T04:15:00+00:00,7,1INCH_USDT_SWAP,19,370,2026-05-02T23:45:00+00:00,0.364192932844162,0.7364001274108887,0.4983174204826355,0.6643499135971069
0.32317087054252625,386,2026-05-03T03:45:00+00:00,383.0,2026-05-03T03:00:00+00:00,380,2026-05-03T02:15:00+00:00,5,391,2026-05-03T05:00:00+00:00,7,1INCH_USDT_SWAP,19,373,2026-05-03T00:30:00+00:00,0.36810049414634705,0.7337466478347778,0.5528625845909119,0.6600135564804077
0.26245546340942383,387,2026-05-03T04:00:00+00:00,384.0,2026-05-03T03:15:00+00:00,381,2026-05-03T02:30:00+00:00,4,391,2026-05-03T05:00:00+00:00,7,1INCH_USDT_SWAP,16,376,2026-05-03T01:15:00+00:00,0.3117115795612335,0.7507409453392029,0.5306618213653564,0.6460894346237183
0.2774192690849304,387,2026-05-03T04:00:00+00:00,384.0,2026-05-03T03:15:00+00:00,381,2026-05-03T02:30:00+00:00,5,392,2026-05-03T05:15:00+00:00,7,1INCH_USDT_SWAP,18,375,2026-05-03T01:00:00+00:00,0.3368726372718811,0.7174801826477051,0.543312668800354,0.6557297110557556
0.2529565095901489,388,2026-05-03T04:15:00+00:00,385.0,2026-05-03T03:30:00+00:00,382,2026-05-03T02:45:00+00:00,4,392,2026-05-03T05:15:00+00:00,7,1INCH_USDT_SWAP,17,376,2026-05-03T01:15:00+00:00,0.3535665273666382,0.7634570002555847,0.5369398593902588,0.6394646167755127
0.27641186118125916,388,2026-05-03T04:15:00+00:00,385.0,2026-05-03T03:30:00+00:00,382,2026-05-03T02:45:00+00:00,5,393,2026-05-03T05:30:00+00:00,7,1INCH_USDT_SWAP,19,375,2026-05-03T01:00:00+00:00,0.36614492535591125,0.7386069297790527,0.5534725189208984,0.6492795944213867
0.26259520649909973,388,2026-05-03T04:15:00+00:00,385.0,2026-05-03T03:30:00+00:00,382,2026-05-03T02:45:00+00:00,5,393,2026-05-03T05:30:00+00:00,7,1INCH_USDT_SWAP,18,376,2026-05-03T01:15:00+00:00,0.33203190565109253,0.7171617746353149,0.5298728942871094,0.6407983303070068
